DeviceTag:,Xsens DOT 4,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.3.0,,,,,,,,,,,,,,,,,
AppVersion:,2020.1.1,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Orientation (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2020-08-11 15:42:21.283 +0200,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2020,,,,,,,,,,,,,,,,,,,
PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z
1, 185766077, 0.8414215, 0.0021086005, 0.14666466, 0.5200915
2, 185782744, 0.84151363, 0.0033848442, 0.14598216, 0.52012753
3, 185799411, 0.8414989, 0.0046465467, 0.14580914, 0.52019006
4, 185816078, 0.84149575, 0.0053296713, 0.14599691, 0.52013594
5, 185832745, 0.841546, 0.005721678, 0.1459455, 0.5200649
6, 185849412, 0.8415864, 0.0061999015, 0.14582144, 0.520029
7, 185866079, 0.841646, 0.0066081714, 0.14567886, 0.51996756
8, 185882746, 0.84173083, 0.006976264, 0.14558871, 0.51985055
9, 185899413, 0.8418015, 0.0071462253, 0.14546171, 0.5197694
10, 185916080, 0.84187853, 0.0072444575, 0.1452209, 0.51971066
11, 185932747, 0.84194946, 0.0073386705, 0.14495963, 0.51966727
12, 185949414, 0.8420497, 0.007477018, 0.14482377, 0.51954085
13, 185966081, 0.84214824, 0.007693945, 0.1448247, 0.5193775
14, 185982748, 0.84224474, 0.008087129, 0.14491276, 0.51919055
15, 185999415, 0.8422984, 0.008375476, 0.14486824, 0.5191114
16, 186016082, 0.84253436, 0.00859274, 0.14473112, 0.51876295
17, 186032749, 0.8425546, 0.008622299, 0.14456062, 0.5187773
18, 186049416, 0.84264153, 0.008820785, 0.14447089, 0.51865774
19, 186066083, 0.84289384, 0.009172612, 0.14446336, 0.51824355
20, 186082750, 0.842949, 0.009522007, 0.1443314, 0.5181843
21, 186099417, 0.84307593, 0.010020922, 0.14421459, 0.51800084
22, 186116084, 0.8433371, 0.010516522, 0.1440898, 0.5176004
23, 186132751, 0.8434601, 0.010878665, 0.14396681, 0.5174266
24, 186149418, 0.84362113, 0.0111524835, 0.14367087, 0.5172405
25, 186166085, 0.8432485, 0.011413313, 0.14355348, 0.51787496
26, 186182752, 0.8430326, 0.011846348, 0.14364733, 0.51819044
27, 186199419, 0.84313315, 0.012224565, 0.1437594, 0.5179871
28, 186216086, 0.84315675, 0.012273411, 0.14374387, 0.5179516
