DeviceTag:,Xsens DOT 1,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.3.0,,,,,,,,,,,,,,,,,
AppVersion:,2020.1.1,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Extended (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2020-08-03 15:46:12.325 +0200,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2020,,,,,,,,,,,,,,,,,,,
PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
1, 709073116, 0.031133061, 0.62664145, -0.09306984, 0.77310365, 0.120894514, 0.026864484, 0.035125732, 0
2, 709089783, 0.031801928, 0.62554806, -0.09402653, 0.7738459, 0.05973881, -0.004417217, 0.027269363, 0
3, 709106450, 0.032451976, 0.6246304, -0.094663955, 0.7744823, -0.030645128, 0.025989974, 0.06570816, 0
4, 709123117, 0.03252201, 0.62439775, -0.09479949, 0.7746502, -0.015042652, 0.044962313, 0.06103611, 0
5, 709139784, 0.032331876, 0.624404, -0.09486009, 0.77464575, 0.005796789, 0.061338928, 0.04562092, 0
6, 709156451, 0.032090943, 0.62445, -0.09500067, 0.7746014, 0.017787479, 0.029612826, 0.038921356, 0
7, 709173118, 0.03196179, 0.6244695, -0.095181905, 0.7745688, -0.012848268, -0.024148814, 0.04597473, 0
8, 709189785, 0.031936795, 0.62447464, -0.095343776, 0.7745457, -0.014218563, -0.04922127, 0.08502197, 0
9, 709206452, 0.031953324, 0.6244612, -0.095433906, 0.7745448, -0.020265047, 0.01179042, 0.09503174, 0
10, 709223119, 0.0319415, 0.6244397, -0.09551822, 0.77455217, 0.003103481, 0.049643025, 0.08988762, 0
11, 709239786, 0.031924877, 0.6244365, -0.09562046, 0.7745428, 0.0652494, 0.025712734, 0.06321621, 0
12, 709256453, 0.031915355, 0.6244858, -0.09573674, 0.77448905, 0.0865547, -0.027961275, 0.0768671, 0
13, 709273120, 0.03191752, 0.6244417, -0.09581115, 0.7745154, -0.018302187, -0.026566736, 0.07876778, 0
14, 709289787, 0.032024037, 0.6243599, -0.09592725, 0.77456254, -0.028554842, -0.011125344, 0.083631516, 0
15, 709306454, 0.03131904, 0.6244336, -0.095361814, 0.77460176, -0.0051336405, 0.0065324875, 0.07312107, 0
16, 709323121, 0.031471383, 0.6244406, -0.095483124, 0.774575, 0.033859212, 0.005127862, 0.083337784, 0
17, 709339788, 0.031304754, 0.6244849, -0.095386915, 0.7745579, 0.034910418, -0.0012984286, 0.051730156, 0
18, 709356455, 0.031437263, 0.62444127, -0.09553993, 0.7745688, 0.028318914, -0.030226355, 0.05085659, 0
19, 709373122, 0.031555083, 0.62440085, -0.0956581, 0.774582, 0.011924846, -0.06132008, 0.092409134, 0
20, 709389789, 0.031714153, 0.6243793, -0.09580626, 0.77457464, 0.03466243, -0.050986364, 0.041383743, 0
21, 709406456, 0.032026805, 0.6243728, -0.096135184, 0.7745263, 0.020733694, -0.046564188, 0.060904503, 0
22, 709423123, 0.033572666, 0.6241949, -0.09743064, 0.7744423, -0.01594686, -0.061236124, 0.08096981, 0
23, 709439790, 0.034426473, 0.6240948, -0.098184854, 0.7743903, -0.016106032, -0.094944656, 0.04592991, 0
24, 709456457, 0.035041545, 0.62406665, -0.098771, 0.7743109, 0.014794389, -0.087303616, 0.03690052, 0
25, 709473124, 0.037438642, 0.62384486, -0.100844406, 0.7741101, 0.020514732, 0.006187258, 0.050834656, 0
26, 709489791, 0.035507575, 0.6241608, -0.09947163, 0.7741241, 0.024327174, -0.020150071, 0.059631348, 0
27, 709506458, 0.036261786, 0.6240199, -0.1002671, 0.7741, 0.049203943, -0.050864115, 0.07535076, 0
28, 709523125, 0.036047656, 0.6239987, -0.10024602, 0.7741299, 0.09835989, -0.035812475, 0.073067665, 0
29, 709539792, 0.036103617, 0.62402016, -0.10043161, 0.77408594, 0.07825886, -0.02418142, 0.0703001, 0
30, 709556459, 0.036024883, 0.62403804, -0.10050386, 0.77406585, 0.054942347, -0.0087204, 0.067349434, 0
31, 709573126, 0.036009416, 0.62403905, -0.100619406, 0.77405065, 0.021544382, -0.010869659, 0.06890297, 0
32, 709589793, 0.03600349, 0.6240553, -0.10079449, 0.77401507, 0.010905023, -0.06023054, 0.07882786, 0
33, 709606460, 0.036147878, 0.6240387, -0.10112048, 0.7739792, 0.0053237574, -0.031298827, 0.06232834, 0
34, 709623127, 0.03639249, 0.6239947, -0.101486, 0.7739554, 8.8801346E-4, 0.027056957, 0.03202629, 0
35, 709639794, 0.036341984, 0.6240003, -0.10154254, 0.7739458, 0.060543023, 0.10260119, 0.012078285, 0
36, 709656461, 0.03640076, 0.62398005, -0.10166176, 0.7739438, 0.04168312, 0.17799813, 0.038459778, 0
37, 709673128, 0.036326434, 0.624006, -0.10162938, 0.7739305, 0.04285422, 0.1688397, 0.117176056, 0
38, 709689795, 0.035855573, 0.6241343, -0.10129882, 0.7738923, -0.020297334, 0.068551846, 0.13614178, 0
39, 709706462, 0.036338005, 0.62422556, -0.101819165, 0.7737279, -0.039243862, -0.0103552155, 0.103126526, 0
40, 709723129, 0.036523223, 0.62440056, -0.10227467, 0.7735179, -0.056411162, -0.07901984, 0.026711464, 0
41, 709739796, 0.036385566, 0.62444204, -0.10271517, 0.77343255, -0.03379183, -0.089158714, 0.038645744, 0
42, 709756463, 0.036498673, 0.62438655, -0.10343119, 0.7733767, -0.009318978, 0.059240557, 0.054768562, 0
43, 709773130, 0.036677964, 0.62439877, -0.10415337, 0.7732614, 0.10262828, 0.11145796, 0.049901962, 0
44, 709789797, 0.038019042, 0.62428415, -0.10582269, 0.7730627, 0.15325986, 0.0934106, 0.043914795, 0
45, 709806464, 0.037747655, 0.6243348, -0.106317334, 0.77296686, 0.088824175, 0.12086236, 0.029841423, 0
46, 709823131, 0.03667001, 0.624408, -0.10634304, 0.77295625, 0.09510201, 0.077717245, -0.014081955, 0
47, 709839798, 0.037593715, 0.62416667, -0.10824541, 0.7728427, 0.053003665, -0.00940481, -0.060171127, 0
48, 709856465, 0.03625938, 0.6241859, -0.10878568, 0.7728151, -0.15449028, -0.13551486, -0.038827896, 0
49, 709873132, 0.037314102, 0.62365454, -0.111600816, 0.7727924, 0.16588129, 0.085123055, -0.09513092, 0
50, 709889799, 0.036738567, 0.6236289, -0.113339335, 0.77258754, 0.011349024, 0.114997864, -0.085967064, 0
51, 709906466, 0.03640615, 0.6233641, -0.11548886, 0.7724988, 0.16750762, -0.039045967, -0.09218979, 0
52, 709923133, 0.036056217, 0.62320775, -0.117758706, 0.7722987, 0.089004576, -0.01771762, 0.010361671, 0
53, 709939800, 0.035805732, 0.6229329, -0.12012218, 0.77216786, 0.16941306, 0.030634155, 0.026699066, 0
54, 709956467, 0.03546594, 0.6227208, -0.12230624, 0.7720117, 0.24224173, 0.11489452, -0.00404644, 0
55, 709973134, 0.034985885, 0.6227629, -0.12432604, 0.771677, 0.2538826, 0.054628816, 0.0023174286, 0
56, 709989801, 0.034284834, 0.6227074, -0.12613416, 0.7714599, 0.25679684, 0.010924671, 0.011631966, 0
57, 710006468, 0.03347572, 0.62273836, -0.12781447, 0.7711938, 0.20611209, -0.01379663, 0.024902344, 0
58, 710023135, 0.032765113, 0.6226876, -0.12941523, 0.7709984, 0.1079373, -0.11537768, 0.05120659, 0
59, 710039802, 0.032102942, 0.622595, -0.13091588, 0.77084756, 0.11925289, -0.18077569, 0.023365974, 0
60, 710056469, 0.03158812, 0.62259865, -0.13243009, 0.7706072, 0.15523489, -0.12109654, 0.0059862137, 0
61, 710073136, 0.031162769, 0.6226902, -0.13404995, 0.77027047, 0.18213132, -0.09498061, 0.0071954727, 0
62, 710089803, 0.030728947, 0.6228165, -0.13570565, 0.7698956, 0.17320251, -0.09601985, 0.047475815, 0
63, 710106470, 0.030354818, 0.62292, -0.13733988, 0.769537, 0.07617839, -0.06539729, 0.12909317, 0
64, 710123137, 0.03006069, 0.6228727, -0.1388279, 0.7693198, 0.0758472, -0.029802492, 0.13194847, 0
65, 710139804, 0.029869843, 0.6228347, -0.14017618, 0.7691135, 0.11546841, -0.04262599, 0.11112976, 0
66, 710156471, 0.029787593, 0.62276286, -0.14144978, 0.7689417, 0.11924307, -0.004803056, 0.20584583, 0
67, 710173138, 0.029721698, 0.6226467, -0.1424535, 0.7688529, 0.14256217, 0.15298755, 0.2479229, 0
68, 710189805, 0.029573083, 0.62259346, -0.14297989, 0.76880413, 0.25356802, 0.16267706, 0.15713787, 0
69, 710206472, 0.029200032, 0.62267464, -0.14288257, 0.7687706, 0.24753065, 0.09945255, 0.055796623, 0
70, 710223139, 0.0285899, 0.6229241, -0.14241768, 0.76867795, 0.1909175, -0.037383437, -0.019916534, 0
71, 710239806, 0.027897786, 0.6232295, -0.14194424, 0.76854324, 0.020240733, -0.10292221, -0.042718887, 0
72, 710256473, 0.02731992, 0.6235377, -0.14170088, 0.768359, -0.13648875, -0.15860948, 0.0060682297, 0
73, 710273140, 0.027032444, 0.62378407, -0.14179401, 0.7681518, -0.19246571, -0.18900464, 0.03185463, 0
74, 710289807, 0.027186088, 0.6240437, -0.14232814, 0.76783675, -0.10923466, -0.18009317, 0.004248619, 0
75, 710306474, 0.027558966, 0.62433946, -0.14319816, 0.76742107, -3.1557236E-5, -0.09795812, 0.051984787, 0
76, 710323141, 0.028041424, 0.624562, -0.14416517, 0.7670414, 0.11095829, 0.044221144, 0.12655449, 0
77, 710339808, 0.028503427, 0.6248072, -0.1450451, 0.76665866, 0.14252515, 0.054910038, 0.19067478, 0
78, 710356475, 0.028954444, 0.6250701, -0.145733, 0.7662969, 0.14262317, 0.058868047, 0.16964436, 0
79, 710373142, 0.029349698, 0.62544715, -0.14622064, 0.7658812, 0.16485204, 0.06339271, 0.118572235, 0
80, 710389809, 0.029643554, 0.6257987, -0.14649856, 0.76552963, 0.16192223, 0.07894804, 0.14268017, 0
81, 710406476, 0.029920377, 0.62616503, -0.14656095, 0.76520723, 0.19167411, 0.03545399, 0.12747002, 0
82, 710423143, 0.030074682, 0.626478, -0.14638625, 0.76497847, 0.10025369, 0.026695075, 0.19123268, 0
83, 710439810, 0.030147552, 0.6267513, -0.14601468, 0.76482284, 0.09762336, 0.076500036, 0.13992023, 0
84, 710456477, 0.030105649, 0.62712723, -0.14565699, 0.7645844, 0.11458866, 0.15967, 0.08764076, 0
85, 710473144, 0.029927488, 0.62746453, -0.14541796, 0.76436025, 0.07242597, 0.107634984, 0.13332176, 0
86, 710489811, 0.029786317, 0.6276649, -0.14530808, 0.7642219, -0.0012344131, -0.042175245, 0.15411949, 0
87, 710506478, 0.029789794, 0.6278442, -0.14540191, 0.7640567, -0.0017969045, -0.048740603, 0.09782791, 0
88, 710523145, 0.02991814, 0.62799054, -0.1457463, 0.76386595, 0.009876112, 0.009988305, 0.06438732, 0
89, 710539812, 0.030194165, 0.62805235, -0.14629693, 0.763699, 0.12225784, 0.0038987226, 0.10305023, 0
90, 710556479, 0.030448345, 0.62808245, -0.14680478, 0.7635665, 0.1546095, 0.019881869, 0.13882732, 0
91, 710573146, 0.030467521, 0.6282007, -0.14710335, 0.7634109, 0.19058762, 0.094196476, 0.06809902, 0
92, 710589813, 0.030231893, 0.6283549, -0.14727513, 0.76326025, 0.1787258, 0.18367523, 0.1201725, 0
93, 710606480, 0.0298772, 0.62849045, -0.1473662, 0.763145, 0.20805788, 0.15514362, 0.16549397, 0
94, 710623147, 0.029441295, 0.6286076, -0.14733471, 0.7630717, 0.15435046, 0.046024054, 0.20877838, 0
95, 710639814, 0.029004356, 0.6286444, -0.14715773, 0.7630921, 0.0709676, -0.005795733, 0.24699974, 0
96, 710656481, 0.028553287, 0.6286385, -0.14674208, 0.7631941, 0.07203342, -0.042151358, 0.20969486, 0
97, 710673148, 0.02813158, 0.62870455, -0.1461795, 0.7632633, 0.03928015, -0.023517739, 0.15972042, 0
98, 710689815, 0.027714243, 0.6289268, -0.14555085, 0.76321566, 0.047819678, -0.031484608, 0.095832825, 0
99, 710706482, 0.027274793, 0.6292926, -0.14497274, 0.7630399, -0.024672775, -0.096923016, 0.025896072, 0
100, 710723149, 0.02697748, 0.62960684, -0.14458641, 0.76286465, -0.006254235, -0.19637284, 0.0011711121, 0
101, 710739816, 0.026903944, 0.62980795, -0.1444146, 0.76273364, -0.009124511, -0.21168455, 0.041539192, 0
102, 710756483, 0.026915519, 0.6299529, -0.1442993, 0.7626354, 0.013446043, -0.119084194, 0.07127857, 0
103, 710773150, 0.026931914, 0.63011765, -0.14411055, 0.76253444, 0.07055509, -0.045464378, 0.069441795, 0
104, 710789817, 0.026854793, 0.63039833, -0.14380528, 0.76236284, 0.070226, -0.028918413, 0.07657623, 0
105, 710806484, 0.02667543, 0.6307648, -0.14335911, 0.7621498, 0.022927703, -0.08477693, 0.08877945, 0
106, 710823151, 0.026523259, 0.63114434, -0.14282383, 0.7619415, -0.060132485, -0.020089023, 0.12818432, 0
107, 710839818, 0.026528839, 0.6315219, -0.14227347, 0.76173145, -0.06147646, -0.05524019, 0.0836792, 0
108, 710856485, 0.026717123, 0.6319034, -0.14179981, 0.76149666, -0.10132951, -0.06933696, 0.11764336, 0
109, 710873152, 0.026930356, 0.63216573, -0.14136742, 0.7613517, -0.11826819, -0.11357762, 0.16355324, 0
110, 710889819, 0.027138725, 0.63231325, -0.14104752, 0.76128113, -0.03333008, -0.059152342, 0.2750435, 0
111, 710906486, 0.02727895, 0.63240826, -0.14071399, 0.7612591, 0.07827069, -0.01691092, 0.26996613, 0
112, 710923153, 0.027306039, 0.63252604, -0.14033103, 0.7612309, 0.10775698, -0.0031226156, 0.15802097, 0
113, 710939820, 0.027159858, 0.6327765, -0.13990821, 0.76110584, 0.15196295, 0.003593823, 0.046682358, 0
114, 710956487, 0.0268943, 0.63307714, -0.13948545, 0.7609429, 0.059854772, -0.17974809, 0.14515495, 0
115, 710973154, 0.026944168, 0.6331841, -0.13908641, 0.760925, -0.053197242, -0.31399614, 0.1437397, 0
116, 710989821, 0.027250525, 0.6331419, -0.13865644, 0.76102775, -0.09676302, -0.2244776, 0.0062065125, 0
117, 711006488, 0.027568784, 0.63302034, -0.1381784, 0.7612043, -0.03902643, -0.01258892, -0.0693512, 0
118, 711023155, 0.027764337, 0.6331399, -0.13772893, 0.76117915, 0.05210876, 0.08755701, 0.049168587, 0
119, 711039822, 0.027892848, 0.6333051, -0.13747129, 0.7610836, 0.16459933, 0.05941456, 0.269619, 0
120, 711056489, 0.027951183, 0.6332276, -0.13718662, 0.7611974, 0.20974897, -0.056632373, 0.32322788, 0
121, 711073156, 0.027969476, 0.6328833, -0.13675216, 0.7615612, 0.16026957, -0.16533892, 0.2845192, 0
122, 711089823, 0.027930807, 0.63251036, -0.13612947, 0.76198405, -0.005559962, -0.076670505, 0.19150543, 0
123, 711106490, 0.027716076, 0.6322995, -0.13543299, 0.76229084, 0.029536936, 0.14501649, 0.073265076, 0
124, 711123157, 0.027287005, 0.63210416, -0.13484177, 0.76257294, 0.1737319, 0.31595016, 0.03977585, 0
125, 711139824, 0.026500948, 0.63178676, -0.13409595, 0.7629951, 0.19626157, 0.25635272, 0.10034466, 0
126, 711156491, 0.025428655, 0.6314169, -0.13298686, 0.76353174, 0.1062641, 0.12348099, -0.031225204, 0
127, 711173158, 0.023993514, 0.63126683, -0.13144693, 0.76396877, -0.06022565, -0.055801265, -0.102479935, 0
128, 711189825, 0.02295755, 0.6313408, -0.13005175, 0.7641782, -0.27711713, -0.31594574, -0.012641907, 0
129, 711206492, 0.022713736, 0.6316092, -0.12903923, 0.76413536, -0.46482465, -0.49243557, 0.075606346, 0
130, 711223159, 0.023438482, 0.63208413, -0.12842801, 0.76382357, -0.46807036, -0.46473527, -0.019694328, 0
131, 711239826, 0.024672974, 0.6325877, -0.12788029, 0.76345974, -0.2755288, -0.40286717, 0.039876938, 0
132, 711256493, 0.025840232, 0.6331114, -0.12664764, 0.7631924, -0.16663377, -0.5313741, 0.17893314, 0
133, 711273160, 0.02773239, 0.6334788, -0.1252069, 0.7630587, -0.05081324, -0.48308045, 0.26832485, 0
134, 711289827, 0.029776052, 0.63380325, -0.12314346, 0.76304823, 0.12449406, -0.12155151, 0.3297224, 0
135, 711306494, 0.031908438, 0.63412994, -0.12051941, 0.7631095, 0.30883658, 0.20659989, 0.37949753, 0
136, 711323161, 0.033408437, 0.6346249, -0.11683349, 0.7632072, 0.40834394, 0.46308774, 0.4971552, 0
137, 711339828, 0.034267537, 0.6351393, -0.11197649, 0.7634693, 0.42125812, 0.5362448, 0.56569004, 0
138, 711356495, 0.034738395, 0.6354381, -0.106009476, 0.76405096, 0.5280951, 0.56264114, 0.45562744, 0
139, 711373162, 0.034671202, 0.6356227, -0.09900152, 0.7648402, 0.45831996, 0.5387081, 0.42361736, 0
140, 711389829, 0.033947553, 0.6357266, -0.09093671, 0.7657872, 0.3195074, 0.6616352, 0.32662868, 0
141, 711406496, 0.032529272, 0.6360378, -0.08189489, 0.76661015, 0.17439671, 0.74660337, 0.23858929, 0
142, 711423163, 0.030469263, 0.6365286, -0.07186562, 0.76729286, 0.067713305, 0.80965513, 0.077035904, 0
143, 711439830, 0.027659142, 0.63735735, -0.06092026, 0.7676585, -0.17531525, 0.837358, -0.039765358, 0
144, 711456497, 0.024011113, 0.6381699, -0.049455006, 0.7679303, -0.49758533, 0.78569275, 0.017921448, 0
145, 711473164, 0.020076273, 0.6385403, -0.037785176, 0.76839817, -0.63209647, 0.6399599, -0.04442978, 0
146, 711489831, 0.016605005, 0.6387467, -0.026476108, 0.7687823, -0.532884, 0.6287878, -0.14102077, 0
147, 711506498, 0.013312031, 0.6389779, -0.015554071, 0.7689527, -0.45320573, 0.6661545, -0.19744968, 0
148, 711523165, 0.00954578, 0.6392163, -0.0044951714, 0.7689548, -0.40927708, 0.7546555, -0.28300858, 0
149, 711539832, 0.0049618604, 0.6396503, 0.007167422, 0.76861656, -0.44746912, 0.8094494, -0.37041283, 0
150, 711556499, -4.9434835E-4, 0.6405375, 0.019403044, 0.7676818, -0.48979798, 0.77912664, -0.49227428, 0
151, 711573166, -0.006842546, 0.64192665, 0.03190724, 0.76607144, -0.6775063, 0.6743482, -0.5120926, 0
152, 711589833, -0.013905062, 0.6436422, 0.044372797, 0.7639125, -0.9420262, 0.60214794, -0.4774971, 0
153, 711606500, -0.021655796, 0.6455837, 0.056630053, 0.76127917, -1.1518453, 0.5870892, -0.36168575, 0
154, 711623167, -0.030082474, 0.64758813, 0.06881558, 0.7582804, -1.1978037, 0.4306109, -0.28211784, 0
155, 711639834, -0.039164133, 0.6495331, 0.08114931, 0.7549756, -1.1626538, 0.22265197, -0.26802063, 0
156, 711656501, -0.048779022, 0.65169907, 0.09372945, 0.7510818, -0.9814483, -0.085087776, -0.3254242, 0
157, 711673168, -0.05872559, 0.6543719, 0.10635651, 0.7463491, -0.9018787, -0.43635684, -0.30923843, 0
158, 711689835, -0.06893988, 0.6573725, 0.118572205, 0.74097866, -0.8727019, -0.8289483, -0.19623375, 0
159, 711706502, -0.07938009, 0.6606249, 0.1299966, 0.73510164, -0.96568424, -1.0378985, 0.071974754, 0
160, 711723169, -0.08988096, 0.6640511, 0.14051186, 0.72884446, -1.2291561, -1.0101379, 0.27735806, 0
161, 711739836, -0.100150704, 0.66753334, 0.15044032, 0.72231346, -1.0901195, -1.2099688, 0.24317074, 0
162, 711756503, -0.10992139, 0.6709032, 0.15989496, 0.71570945, -0.6466944, -1.7280219, 0.3902893, 0
163, 711773170, -0.1185063, 0.6740144, 0.16824536, 0.70947486, -0.10681638, -2.1383023, 0.5580902, 0
164, 711789837, -0.12536705, 0.6770866, 0.17490451, 0.7037366, 0.28745797, -2.2454386, 0.69265175, 0
165, 711806504, -0.13052583, 0.6800392, 0.17978096, 0.698705, 0.39964542, -2.1823099, 0.9499264, 0
166, 711823171, -0.13424204, 0.68231076, 0.18311004, 0.69491136, 0.29863742, -1.9438359, 1.3182383, 0
167, 711839838, -0.13706693, 0.68304646, 0.18526354, 0.6930641, 0.41947913, -1.6100793, 1.3706102, 0
168, 711856505, -0.13964857, 0.68249255, 0.18700552, 0.6926263, 0.6082188, -0.95829684, 1.157114, 0
169, 711873172, -0.14262316, 0.681259, 0.18873215, 0.69276637, 0.24536593, -0.10799565, 0.9713974, 0
170, 711889839, -0.14621156, 0.67937034, 0.19103025, 0.69324297, -0.13080356, 0.51080143, 0.82161236, 0
171, 711906506, -0.15065867, 0.67666477, 0.19450998, 0.693969, -0.25741184, 0.47847396, 0.85916996, 0
172, 711923173, -0.15615626, 0.6729924, 0.1989815, 0.6950561, -0.4685286, 0.29783034, 0.9615021, 0
173, 711939840, -0.16273355, 0.6685418, 0.20385689, 0.6964281, -0.7826106, 0.22571926, 0.79209614, 0
174, 711956507, -0.17053781, 0.6637589, 0.20917065, 0.6975592, -1.1757264, 0.35406464, 0.389781, 0
175, 711973174, -0.17939079, 0.65887845, 0.21441431, 0.69837296, -1.4217248, 0.16154668, 0.112651825, 0
176, 711989841, -0.18861635, 0.65399104, 0.21845251, 0.69928396, -1.2778226, -0.22546835, 0.022893906, 0
177, 712006508, -0.19778202, 0.6493004, 0.22121331, 0.7002544, -1.3675015, -0.58487654, 0.13220787, 0
178, 712023175, -0.20759022, 0.64407563, 0.22247286, 0.7018396, -1.4786478, -0.74739355, 0.23339367, 0
179, 712039842, -0.21800259, 0.6387197, 0.22237799, 0.7036051, -1.5807036, -0.36514708, -0.13894367, 0
180, 712056509, -0.22934508, 0.6334003, 0.22187893, 0.7049643, -1.5133349, 0.096220985, -0.42514896, 0
181, 712073176, -0.24224716, 0.62775505, 0.22072043, 0.70606124, -1.6824316, 0.19898173, 0.023488045, 0
182, 712089843, -0.25610608, 0.62188107, 0.2193037, 0.7068094, -1.5534698, 0.0420524, 0.19076443, 0
183, 712106510, -0.27027816, 0.616347, 0.2192497, 0.7063964, -1.3529717, -0.22739035, -0.23595619, 0
184, 712123177, -0.28506535, 0.611115, 0.22064489, 0.7046931, -1.0551085, -0.59579337, -0.20987701, 0
185, 712139844, -0.3008912, 0.6058431, 0.222537, 0.70206547, -1.024394, -0.8608847, 0.18547821, 0
186, 712156511, -0.31701657, 0.60035515, 0.22435129, 0.6991001, -1.265687, -1.0223136, 0.4437399, 0
187, 712173178, -0.33198124, 0.5949435, 0.22532126, 0.6964634, -1.2973148, -1.1214399, -0.0451231, 0
188, 712189845, -0.34542793, 0.590086, 0.22513449, 0.69411284, -0.8215903, -0.8816571, -0.70938206, 0
189, 712206512, -0.3576637, 0.58571887, 0.22412892, 0.69193685, -0.4121058, -0.5557517, -0.7861805, 0
190, 712223179, -0.36948642, 0.5811373, 0.22315831, 0.6898984, -0.4027742, 0.06276445, -0.51672363, 0
