DeviceTag:,Xsens DOT 4,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.3.0,,,,,,,,,,,,,,,,,
AppVersion:,2020.1.1,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Complete (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2020-08-03 16:00:48.802 +0200,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2020,,,,,,,,,,,,,,,,,,,
PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
14, 91335163, 0.80284625, -0.07833405, -0.0917045, 0.5838597, 0.09819108, -0.10013638, 0.033363342
15, 91351830, 0.80285263, -0.078100786, -0.091394916, 0.58393043, -0.011014719, 0.02724405, 0.047330856
16, 91368497, 0.80265784, -0.0780986, -0.091183715, 0.58423156, -0.0699096, 0.061783396, -0.105911255
17, 91385164, 0.8024621, -0.0781244, -0.09103563, 0.58452016, -0.012877084, 0.047623962, -0.18802261
18, 91401831, 0.80230546, -0.078103006, -0.09087025, 0.58476365, 0.0100182975, -0.0949825, -0.066747665
19, 91418498, 0.8017988, -0.07791395, -0.090758815, 0.5855005, 0.08898789, -0.06766212, 0.02972889
20, 91435165, 0.80178523, -0.07783919, -0.09060195, 0.58555335, 0.003911197, 0.0269717, -0.010041237
21, 91451832, 0.8015819, -0.07776785, -0.09048821, 0.585859, -0.0738807, 0.036967758, -0.13885498
22, 91468499, 0.8013713, -0.07781529, -0.0904419, 0.5861477, -0.13100787, -0.023163319, -0.08669853
23, 91485166, 0.8015219, -0.07796657, -0.09036706, 0.58593315, 0.057994515, -0.0043255906, -0.0506258
24, 91501833, 0.8011608, -0.07788655, -0.090406984, 0.5864312, 0.04569711, 0.025925882, -0.040433884
25, 91518500, 0.800933, -0.07784935, -0.090426505, 0.58674437, -0.081568144, 0.03463255, -0.1385603
26, 91535167, 0.8008455, -0.077905126, -0.09050602, 0.5868441, -0.103660166, -0.09224497, -0.060829163
27, 91551834, 0.80082804, -0.07790838, -0.09057883, 0.58685625, 0.024188573, -0.07538712, 0.046438217
28, 91568501, 0.80028015, -0.07777676, -0.09063065, 0.5876126, 0.08166068, -0.01033239, 0.028931618
29, 91585168, 0.8004328, -0.077702105, -0.090533264, 0.5874296, 0.032208942, 0.04126932, -0.14204884
30, 91601835, 0.80054283, -0.077689044, -0.09050214, 0.58728623, -0.09079957, 0.013540639, -0.12758064
31, 91618502, 0.8004311, -0.07779929, -0.0906238, 0.58740526, 0.017502014, -0.10952889, 0.0771513
32, 91635169, 0.8005585, -0.07790556, -0.09072666, 0.5872015, 0.15730841, -0.019258156, 0.06431103
33, 91651836, 0.8005113, -0.07792388, -0.090824604, 0.5872482, 0.08370029, 0.036260005, -0.12399578
34, 91668503, 0.8004577, -0.07785625, -0.090848714, 0.5873265, 0.07500905, -0.047026847, -0.14639568
35, 91685170, 0.80037737, -0.07724395, -0.09070082, 0.5875399, 0.30912992, -0.18880436, 0.02388668
36, 91701837, 0.8003437, -0.07625289, -0.09042616, 0.5877576, 0.14998361, 0.0072574657, -0.038108826
37, 91718504, 0.8001786, -0.07516277, -0.09012995, 0.58816785, 0.075401425, 0.058877222, -0.24611664
38, 91735171, 0.8001716, -0.07398249, -0.08978362, 0.58838004, 0.045740083, 0.0049322606, -0.27108192
39, 91751838, 0.800156, -0.072731584, -0.08944043, 0.5886093, 0.021538882, -0.19583115, 0.008410454
40, 91768505, 0.8001557, -0.071910486, -0.089408316, 0.5887156, -0.022312628, 0.058083083, -0.07928467
41, 91785172, 0.79945046, -0.07164284, -0.08962889, 0.58967185, -0.20923495, 0.11067213, -0.15481186
42, 91801839, 0.79872596, -0.07182939, -0.09001843, 0.59057134, -0.10652778, -0.044627827, 0.048742294
43, 91818506, 0.79816926, -0.07190272, -0.09033927, 0.5912655, 0.072754696, -0.13120188, 0.28860092
44, 91835173, 0.797348, -0.07176983, -0.09062722, 0.59234446, 0.011059086, -0.036521513, 0.3533907
45, 91851840, 0.79742, -0.071939275, -0.090780735, 0.59220356, -0.099501655, 0.047782544, 0.15530205
46, 91868507, 0.797725, -0.07241178, -0.09093468, 0.5917115, -0.069047175, -0.0019378574, 0.025863647
47, 91885174, 0.7979264, -0.07279873, -0.091080196, 0.5913698, 0.08967608, -0.093134664, 0.1198349
48, 91901841, 0.7980408, -0.07310552, -0.09112818, 0.5911703, 0.10015225, -0.05655744, 0.19544315
49, 91918508, 0.79767627, -0.07324896, -0.09115732, 0.59163976, 0.06169382, -0.057040393, 0.15872002
50, 91935175, 0.7980978, -0.07350294, -0.09102587, 0.59105986, 0.017998604, 0.0050630155, -0.02001381
51, 91951842, 0.7980086, -0.07386992, -0.091001645, 0.591138, 0.059594814, -0.011907374, -0.14089108
52, 91968509, 0.7979854, -0.07438701, -0.09107795, 0.59109277, 0.20169172, -0.08097489, -0.05068779
53, 91985176, 0.7979948, -0.07462039, -0.0910614, 0.5910533, 0.31691566, -0.055311635, -0.07929993
54, 92001843, 0.7979271, -0.074589215, -0.09093971, 0.59116733, 0.13415521, -0.020098342, -0.07354927
55, 92018510, 0.79790044, -0.074568376, -0.09090514, 0.5912113, 0.10394364, -0.1578553, -0.12212181
56, 92035177, 0.79734397, -0.07445085, -0.0909904, 0.5919633, 0.058314417, -0.04701595, -0.096899986
57, 92051844, 0.79715616, -0.074395716, -0.09104903, 0.5922141, 0.21978503, -0.1329749, -0.07654858
58, 92068511, 0.7976033, -0.07435535, -0.090997666, 0.5916247, 0.10866311, 0.036285486, -0.14801216
59, 92085178, 0.79743826, -0.07446302, -0.09107063, 0.59182245, -0.006406775, -0.12115788, -0.12657642
60, 92101845, 0.79743886, -0.07456708, -0.0911516, 0.591796, 0.053645067, -0.068401895, 0.02264309
61, 92118512, 0.79745847, -0.07465128, -0.09122898, 0.591747, 0.040153433, -0.058398012, 0.1004467
62, 92135179, 0.7974492, -0.07464247, -0.09128405, 0.5917522, 0.074327834, -0.04714553, 0.049402237
63, 92151846, 0.7973903, -0.074484445, -0.09124484, 0.5918575, 0.03143833, -0.08245549, -0.0018663406
64, 92168513, 0.7975628, -0.07442641, -0.09110117, 0.5916544, 0.008888216, -0.061502326, -0.027669907
65, 92185180, 0.79770964, -0.07424584, -0.09097797, 0.5914982, 0.048102558, -0.09970187, 0.052080154
66, 92201847, 0.7976941, -0.074055135, -0.09086601, 0.59156036, 0.013003089, -0.016600084, 0.03042221
67, 92218514, 0.79786736, -0.073763825, -0.09060383, 0.59140307, -0.007404817, -0.014164574, -0.0648365
68, 92235181, 0.798017, -0.073417604, -0.090283565, 0.5912931, 0.065572776, 3.530946E-4, -0.11691666
69, 92251848, 0.79820687, -0.072961435, -0.089936174, 0.5911463, 0.0010291655, -0.13709491, -0.08014488
70, 92268515, 0.7986199, -0.07254392, -0.08970534, 0.5906749, 0.0052840137, -0.11863582, 0.03232193
71, 92285182, 0.7992182, -0.07224454, -0.08954691, 0.589926, 0.09482135, -0.13316695, -0.00242424
72, 92301849, 0.79927486, -0.07204266, -0.08956693, 0.58987075, 0.0037154, -0.050096408, -0.066295624
73, 92318516, 0.79948956, -0.0721912, -0.08977769, 0.5895294, 0.023532059, -0.11409906, -0.06032753
74, 92335183, 0.7996164, -0.072405145, -0.09006571, 0.58928716, 0.16809052, -0.0900199, 0.050097466
75, 92351850, 0.79977304, -0.07234682, -0.090208255, 0.58905995, 0.1834016, -0.110010564, 0.08670235
76, 92368517, 0.8002478, -0.072276816, -0.09023911, 0.5884186, 0.06548041, -0.037508044, -0.035923958
77, 92385184, 0.80035734, -0.07229146, -0.090370886, 0.58824766, 0.036054205, -0.059039775, -0.07450771
78, 92401851, 0.80043644, -0.072422445, -0.09053179, 0.5880991, 0.20774591, -0.18401664, 0.038277626
79, 92418518, 0.80030465, -0.07237142, -0.0907185, 0.58825594, 0.22200693, -0.1461568, 0.03196621
80, 92435185, 0.8003362, -0.072390676, -0.09081337, 0.58819604, 0.12827682, -0.015935691, -0.10517502
81, 92451852, 0.80048954, -0.07243008, -0.090915486, 0.5879667, 0.14491619, -0.07166099, -0.1718378
82, 92468519, 0.80042225, -0.0722241, -0.09093176, 0.5880811, 0.15926158, -0.19439057, -0.036367416
83, 92485186, 0.8002936, -0.071412325, -0.09083617, 0.58837, 0.33013758, -0.32672873, 0.07380009
84, 92501853, 0.8008195, -0.07037746, -0.090385444, 0.58784854, 0.16481191, 0.0541972, -0.03236389
85, 92518520, 0.8008648, -0.06945436, -0.08998747, 0.5879577, -0.005843243, -0.07500654, -0.18420124
86, 92535187, 0.80075765, -0.06912844, -0.08992422, 0.5881515, -0.15392935, -0.09320669, -0.21213627
87, 92551854, 0.8010122, -0.069238596, -0.09000404, 0.5877796, 0.086121105, -0.2231441, 0.089904785
88, 92568521, 0.80084944, -0.06913924, -0.09005613, 0.588005, 0.15615638, -0.06242292, 0.20111942
89, 92585188, 0.80146146, -0.06920346, -0.08993744, 0.58718115, -0.027065631, -0.06667268, 0.06719303
90, 92601855, 0.8016495, -0.06925563, -0.0899209, 0.5869207, -0.010396649, -0.13091226, 0.12050152
91, 92618522, 0.8018012, -0.06917449, -0.08996036, 0.58671695, 0.16467597, -0.25342625, 0.1958313
92, 92635189, 0.8016516, -0.06896906, -0.08996075, 0.5869457, 0.07625469, -0.004966458, 0.11620426
93, 92651856, 0.8020093, -0.0691038, -0.08994271, 0.58644366, -0.040532287, -0.03774659, -0.0017719269
94, 92668523, 0.8021103, -0.069329984, -0.08993014, 0.58628076, -0.081124365, -0.116613865, 0.014322281
95, 92685190, 0.80209905, -0.06937966, -0.08980387, 0.58630955, 0.1855318, -0.2958214, 0.14189911
96, 92701857, 0.8023206, -0.06901508, -0.08948242, 0.58609873, 0.19452529, -0.09231504, 0.11475849
97, 92718524, 0.8025131, -0.06884044, -0.08909702, 0.5859143, -0.035672612, 0.023799883, -0.1487608
98, 92735191, 0.80312884, -0.06915576, -0.08885556, 0.58506966, -0.043487128, -0.059725624, -0.21288872
99, 92751858, 0.80291253, -0.06958764, -0.088878885, 0.58531135, 0.122722976, -0.06452003, -0.1400652
100, 92768525, 0.8028163, -0.069912225, -0.088898286, 0.585402, 0.22262293, -0.12240363, -0.082962036
101, 92785192, 0.8025975, -0.06991742, -0.08879684, 0.5857166, 0.11775305, -0.10427399, -0.10575771
102, 92801859, 0.80278265, -0.069893986, -0.08870627, 0.5854793, 0.03896356, -0.08264766, -0.18462849
103, 92818526, 0.8029144, -0.06980648, -0.088648446, 0.58531797, 0.09453687, -0.13977472, -0.176198
104, 92835193, 0.80292636, -0.069648884, -0.08866862, 0.5853172, 0.06982561, -0.16705598, -0.14223671
105, 92851860, 0.80279726, -0.06956235, -0.088797785, 0.585485, 0.115079276, -0.14257294, -0.20780087
106, 92868527, 0.8032018, -0.06961491, -0.08894464, 0.5849013, 0.075391814, -0.11343557, -0.20230007
107, 92885194, 0.8031869, -0.06975922, -0.089226216, 0.5848617, 0.018256761, -0.13310431, -0.08213043
108, 92901861, 0.8032041, -0.0698494, -0.08960974, 0.5847686, 0.035088293, -0.22512354, 0.04685688
109, 92918528, 0.803293, -0.070008405, -0.09004593, 0.5845604, 0.037395395, -0.07284147, -0.002289772
110, 92935195, 0.8032255, -0.070279196, -0.09052821, 0.5845461, 0.04584055, -0.1397489, -0.07226753
111, 92951862, 0.80314934, -0.07041393, -0.09101918, 0.5845584, 0.08872939, -0.18067256, 0.034695625
112, 92968529, 0.80329305, -0.07073039, -0.09152258, 0.5842441, 0.113634884, -0.13547215, 0.07066631
113, 92985196, 0.8033193, -0.07104633, -0.09191755, 0.58410776, 0.09984564, -0.11319892, 0.0897913
114, 93001863, 0.8033317, -0.07119139, -0.09223277, 0.58402336, 0.06584597, -0.10987763, 0.083073616
115, 93018530, 0.8036003, -0.071222894, -0.09239937, 0.5836235, 0.095475346, -0.20539287, 0.121315956
116, 93035197, 0.8035869, -0.071150266, -0.092597894, 0.5836193, 0.088744365, -0.1594637, 0.088853836
117, 93051864, 0.80361474, -0.07113068, -0.09273281, 0.5835618, 0.06133922, -0.093017936, 0.024763107
118, 93068531, 0.8035004, -0.071103096, -0.092786275, 0.5837142, 0.07936151, -0.0998191, 0.0034952164
119, 93085198, 0.8035592, -0.07108087, -0.09278596, 0.5836361, 0.10512591, -0.18404526, 0.05944538
120, 93101865, 0.8031997, -0.07101523, -0.09289032, 0.58412206, 0.12704656, -0.17633903, 0.04066086
121, 93118532, 0.8029492, -0.070992604, -0.092898645, 0.5844678, 0.11336292, -0.064792216, -0.052649498
122, 93135199, 0.80310655, -0.07090359, -0.09277477, 0.5842822, 0.0553774, -0.06545734, -0.11011791
123, 93151866, 0.8029634, -0.07078701, -0.092682265, 0.58450747, 0.06503724, -0.1524716, -0.023673058
124, 93168533, 0.80277383, -0.07062517, -0.092598684, 0.58480054, 0.09124526, -0.123531975, -0.01670742
125, 93185200, 0.80251735, -0.07016668, -0.09245312, 0.5852307, 0.1392778, -0.1734027, 0.0065555573
126, 93201867, 0.8024631, -0.069720924, -0.092275314, 0.5853866, 0.030342387, -0.07319339, -0.070301056
127, 93218534, 0.8024075, -0.06973866, -0.09227707, 0.5854603, -0.018782856, -0.11230336, -0.08624649
128, 93235201, 0.8021623, -0.06989653, -0.09249047, 0.5857438, 0.04595963, -0.1543657, 0.05027294
129, 93251868, 0.8023444, -0.07012411, -0.092640236, 0.58544326, 0.10592307, -0.112457976, 0.097893715
130, 93268535, 0.80228406, -0.070205234, -0.092786655, 0.58549297, 0.07192988, -0.10911925, 0.097800255
131, 93285202, 0.8022641, -0.07033588, -0.09290692, 0.58548576, -0.024821002, -0.12609684, 0.018871307
132, 93301869, 0.8023028, -0.07054894, -0.09312822, 0.58537203, 0.08516347, -0.19438754, 0.024126053
133, 93318536, 0.8023907, -0.07079154, -0.093303174, 0.5851944, 0.06884501, -0.0576127, -0.04299164
134, 93335203, 0.8024462, -0.07110069, -0.09341859, 0.5850622, 0.05114038, -0.1195373, -0.006501198
135, 93351870, 0.80245805, -0.07139414, -0.09352952, 0.58499247, 0.029956268, -0.17972179, 0.054966927
136, 93368537, 0.8024376, -0.0716143, -0.09367764, 0.5849699, 0.10661199, -0.19136363, 0.14217567
137, 93385204, 0.8025655, -0.0717511, -0.09374275, 0.5847673, 0.13117048, -0.0781622, 0.040676117
138, 93401871, 0.8027978, -0.07198938, -0.09372818, 0.58442134, 0.054431494, -0.083090104, -0.09333038
139, 93418538, 0.8027469, -0.072170846, -0.09373632, 0.58446765, 0.02894923, -0.15022406, -0.053361893
140, 93435205, 0.80274683, -0.07245091, -0.093786985, 0.58442485, 0.118930854, -0.16241568, 0.07309437
141, 93451872, 0.80260086, -0.07258467, -0.09378475, 0.5846091, 0.086862385, -0.14048225, 0.09392929
142, 93468539, 0.8026498, -0.07264648, -0.09375533, 0.58453906, 0.14905526, -0.14573503, -0.0070695877
143, 93485206, 0.80266386, -0.07258799, -0.0936197, 0.58454853, 0.043140516, -0.09294769, -0.055588722
144, 93501873, 0.80268407, -0.072567984, -0.093547344, 0.5845349, 0.149635, -0.18343523, -0.0435009
145, 93518540, 0.8029572, -0.07252674, -0.09341618, 0.58418596, 0.081554286, -0.048096802, -0.041508675
146, 93535207, 0.80289114, -0.07271114, -0.09345297, 0.584248, 0.04368868, -0.065323226, -0.07491398
147, 93551874, 0.802947, -0.072980516, -0.09351479, 0.58412755, 0.013448887, -0.15158409, 0.006459236
148, 93568541, 0.80290204, -0.07317803, -0.09370005, 0.58413494, 0.14805576, -0.19118449, 0.119607925
149, 93585208, 0.8029185, -0.07337712, -0.09375188, 0.5840791, 0.12199952, -0.06785775, -0.0018835068
150, 93601875, 0.80293286, -0.073539555, -0.09375501, 0.5840384, 0.09237209, -0.110581525, -0.11276436
151, 93618542, 0.8027127, -0.07358641, -0.09373169, 0.58433884, 0.029427325, -0.12067688, -0.035794258
152, 93635209, 0.802684, -0.0736522, -0.09370304, 0.58437467, 0.07328878, -0.19444, 0.102347374
153, 93651876, 0.8026882, -0.0736427, -0.09357274, 0.58439094, 0.043312956, -0.06534809, 0.04858589
154, 93668543, 0.80260247, -0.07376046, -0.0935038, 0.58450484, 0.038040508, -0.1044604, -0.096655846
155, 93685210, 0.80253506, -0.073908456, -0.093497336, 0.58457965, 0.016635958, -0.111516535, 0.012239456
156, 93701877, 0.80251473, -0.074196495, -0.09353885, 0.58456445, 0.10394643, -0.15416639, 0.029344559
157, 93718544, 0.80245584, -0.0742585, -0.093515486, 0.5846412, 0.09067904, -0.11274602, 0.043269157
158, 93735211, 0.8022771, -0.07430775, -0.09347599, 0.5848864, 0.07689617, -0.14055729, -0.0055971146
159, 93751878, 0.80233556, -0.074404076, -0.09341423, 0.5848037, -0.0012777118, -0.11890051, 0.00431633
160, 93768545, 0.80235744, -0.074562475, -0.09343136, 0.58475083, 0.1527292, -0.09862727, -0.009885788
161, 93785212, 0.80236477, -0.0747395, -0.09338854, 0.58472514, 0.06153781, -0.061911356, -0.08055687
162, 93801879, 0.80245364, -0.07502324, -0.09343859, 0.5845589, 0.100708626, -0.15609373, -0.11733341
163, 93818546, 0.80244714, -0.07527206, -0.093513064, 0.5845238, 0.06579277, -0.12904721, -0.08384895
164, 93835213, 0.80247104, -0.0753998, -0.093560025, 0.58446705, 0.12581891, -0.20577648, 0.089468
165, 93851880, 0.80260366, -0.07529867, -0.09352608, 0.58430344, 0.22395657, -0.1665655, 0.07195568
166, 93868547, 0.8026007, -0.0751726, -0.09344139, 0.5843374, 0.095021166, -0.070683405, -0.14043903
167, 93885214, 0.8025882, -0.075117186, -0.093429156, 0.5843635, 0.06478618, -0.09276279, -0.1967535
168, 93901881, 0.802677, -0.07518916, -0.093410455, 0.5842353, 0.0625872, -0.1524331, -0.07530403
169, 93918548, 0.8024368, -0.07513591, -0.09344871, 0.58456576, 0.1869321, -0.20156571, 0.10678291
170, 93935215, 0.80245686, -0.074964054, -0.09337461, 0.58457226, 0.11084616, -0.09222362, 0.020970345
171, 93951882, 0.8023567, -0.074922636, -0.09340594, 0.5847099, 0.060644485, -0.11084164, -0.18098164
172, 93968549, 0.80228806, -0.0749977, -0.09356136, 0.5847698, 0.031147312, -0.14075488, -0.1532526
173, 93985216, 0.8023474, -0.07524421, -0.09378167, 0.58462125, 0.1128513, -0.15874784, -0.023129463
174, 94001883, 0.8023535, -0.075265706, -0.09391187, 0.5845892, 0.17265773, -0.19849901, 0.019364357
175, 94018550, 0.8022463, -0.075208426, -0.0940049, 0.5847288, 0.047629047, -0.12277774, -0.14354134
176, 94035217, 0.80222327, -0.07528371, -0.0941945, 0.5847202, 0.04277675, -0.18960744, -0.28396893
177, 94051884, 0.8021883, -0.075349115, -0.09448881, 0.5847123, 0.096180975, -0.22714286, -0.3004589
178, 94068551, 0.8021349, -0.07554983, -0.09493544, 0.58468735, 0.1253558, -0.20753977, -0.4086399
179, 94085218, 0.80205214, -0.07580449, -0.09547262, 0.58468044, 0.11107527, -0.16826887, -0.50830555
180, 94101885, 0.8019584, -0.07612342, -0.096121855, 0.5846612, 0.125583, -0.25290602, -0.5162935
181, 94118552, 0.8015928, -0.07645841, -0.09702226, 0.58496994, 0.14658779, -0.29701352, -0.69313335
182, 94135219, 0.80128247, -0.07688203, -0.098156855, 0.5851503, 0.18031047, -0.233766, -0.9131737
183, 94151886, 0.8011072, -0.07749015, -0.09953176, 0.58507776, 0.1279876, -0.22066747, -1.0922356
184, 94168553, 0.8008614, -0.07796848, -0.101124376, 0.5850777, 0.23448952, -0.3061263, -0.8751488
185, 94185220, 0.8003461, -0.07749628, -0.10280407, 0.58555275, 0.53397965, -0.4337812, -0.5731096
186, 94201887, 0.8003363, -0.07624657, -0.10434165, 0.585458, 0.32811376, -0.3067142, -0.71754074
187, 94218554, 0.80011004, -0.07454176, -0.10601491, 0.58568615, 0.13865124, -0.19858216, -0.86237717
188, 94235221, 0.7999233, -0.07282066, -0.10791782, 0.58581024, 0.067060985, -0.17959853, -0.80869865
189, 94251888, 0.79968375, -0.07115757, -0.11002279, 0.58595014, 0.06700533, -0.27421716, -0.6977329
190, 94268555, 0.79952604, -0.06942045, -0.1123343, 0.58593524, 0.14422068, -0.35249534, -0.4754057
191, 94285222, 0.79927367, -0.0672265, -0.114602864, 0.58609605, 0.26170516, -0.24590102, -0.41341496
192, 94301889, 0.7992619, -0.06470654, -0.1167397, 0.58597404, 0.086286955, -0.20346402, -0.49214935
193, 94318556, 0.7988918, -0.06235559, -0.11911642, 0.5862552, -0.050209727, -0.14355734, -0.6125002
194, 94335223, 0.798864, -0.060462307, -0.1217899, 0.5859419, -0.0023234172, -0.1426869, -0.63926125
195, 94351890, 0.79830605, -0.05880795, -0.124847814, 0.58622736, 0.24635464, -0.06952362, -0.580163
196, 94368557, 0.7978704, -0.05729033, -0.12809584, 0.5862697, 0.20356442, 0.004492303, -0.756402
197, 94385224, 0.79732376, -0.056048427, -0.13164869, 0.5863463, -0.02272512, 0.12364091, -0.84530544
198, 94401891, 0.79671603, -0.055064358, -0.13548708, 0.5863914, -0.020174503, -0.18535575, -0.60092545
199, 94418558, 0.79606575, -0.053575806, -0.1394712, 0.58647853, 0.42268625, -0.26110035, -0.4755268
200, 94435225, 0.7954482, -0.051656757, -0.14341119, 0.5865382, 0.23902017, 0.08742226, -0.7917805
201, 94451892, 0.79475427, -0.05008164, -0.14771512, 0.58654743, -0.03208115, 0.21997596, -1.0691109
202, 94468559, 0.79401815, -0.048928384, -0.1523566, 0.58645445, -0.09694025, -0.041712433, -0.6715994
203, 94485226, 0.7932864, -0.047444895, -0.15727778, 0.5862673, 0.3749593, -0.30826938, -0.23127937
204, 94501893, 0.79266983, -0.045311492, -0.16196214, 0.5859946, 0.3537381, 0.13713, -0.3227167
205, 94518560, 0.7920885, -0.042905036, -0.16673046, 0.58562446, 0.17624287, 0.07240937, -0.6593418
206, 94535227, 0.7913716, -0.040538963, -0.17167422, 0.5853338, -0.013042651, 0.4659832, -0.8076544
207, 94551894, 0.7904656, -0.03860538, -0.1768039, 0.585162, 0.031168211, 0.18976842, -0.7558756
208, 94568561, 0.78929377, -0.03599291, -0.18185127, 0.58536315, 0.29931703, 0.04636022, -0.384717
209, 94585228, 0.788044, -0.03197732, -0.18640456, 0.5858478, 0.7517199, 0.048201546, -0.502594
210, 94601895, 0.7866655, -0.026968462, -0.19060476, 0.58660054, 0.5304995, 0.49725586, -0.854928
211, 94618562, 0.7851396, -0.022172393, -0.19490443, 0.587432, 0.04587324, 0.23357585, -0.7444029
212, 94635229, 0.78352875, -0.017424654, -0.19991884, 0.5880575, 0.34023064, -0.40429947, -0.20619583
213, 94651896, 0.78199637, -0.012104733, -0.2048986, 0.58851665, 0.7536442, -0.05887612, 0.1726675
214, 94668563, 0.7805973, -0.0064424425, -0.20979871, 0.5887369, 0.6140299, 0.20297907, -0.24535751
215, 94685230, 0.7792135, -0.0012167216, -0.21502143, 0.58871967, 0.17466219, 0.50424635, -0.63901234
216, 94701897, 0.7777924, 0.003291098, -0.22060758, 0.58852416, 8.9986314E-4, 0.33481696, -0.31028748
217, 94718564, 0.7763836, 0.0075246817, -0.22651674, 0.5881007, 0.22136119, -0.30519766, 0.09072399
218, 94735231, 0.77497905, 0.01201403, -0.2324853, 0.58754885, 0.41608813, 0.020060934, 0.1152668
219, 94751898, 0.7736198, 0.01630156, -0.23843642, 0.58685166, 0.23437412, 0.5062484, -0.19040489
220, 94768565, 0.7722278, 0.019845307, -0.2448051, 0.585953, -0.1214565, 0.50522155, -0.22129917
221, 94785232, 0.77081376, 0.022397405, -0.2516853, 0.584807, -0.0301272, 0.2862906, 0.025938988
222, 94801899, 0.7693657, 0.024910456, -0.25866917, 0.5835634, 0.41077614, 0.033635013, 0.11876583
223, 94818566, 0.767801, 0.027848214, -0.2655618, 0.5823944, 0.39839575, 0.38684064, -0.14219093
224, 94835233, 0.76615727, 0.03077309, -0.272419, 0.58124346, 0.119726054, 0.5811373, -0.32242203
225, 94851900, 0.76442283, 0.03346855, -0.27922115, 0.5801492, 3.328108E-4, 0.5362262, 0.0013160706
226, 94868567, 0.76272845, 0.03530196, -0.28632656, 0.57880574, 0.002433162, 0.15385503, -0.029745102
227, 94885234, 0.7609299, 0.03744214, -0.29342622, 0.5774818, 0.27147192, 0.116160855, -0.14150238
228, 94901901, 0.7591604, 0.039862566, -0.30032444, 0.5761006, 0.16819976, 0.39859307, -0.09101868
229, 94918568, 0.7573941, 0.042568225, -0.30705607, 0.5746815, 0.045937054, 0.22026445, 0.09874058
230, 94935235, 0.75570273, 0.045093216, -0.313915, 0.5730073, 0.030652342, -0.031375546, 0.36548424
231, 94951902, 0.75394785, 0.048092764, -0.32041046, 0.57147783, 0.13186303, 0.067992896, 0.52765465
232, 94968569, 0.75223505, 0.051636927, -0.3264498, 0.57000583, 0.19954567, 0.09006265, 0.4481802
233, 94985236, 0.7504986, 0.055261627, -0.33247554, 0.5684701, -0.032904908, 0.20604168, 0.13091469
234, 95001903, 0.7487103, 0.05874668, -0.3384115, 0.56697404, -0.1368315, 0.081098296, 0.35289955
235, 95018570, 0.7469582, 0.0618608, -0.34436452, 0.565367, 0.047311433, 0.19664623, 0.2715912
236, 95035237, 0.74512225, 0.064982355, -0.3502015, 0.5638521, -0.03230187, 0.2307222, 0.28959846
237, 95051904, 0.74315506, 0.068053365, -0.35608786, 0.56239724, 0.24808866, 0.27722323, 0.11618996
238, 95068571, 0.74104893, 0.07139937, -0.36180562, 0.561111, 0.16900955, 0.48273793, 0.0047016144
239, 95085238, 0.73885036, 0.07475328, -0.36734626, 0.55997235, 0.12350946, 0.48287398, 0.021188736
