DeviceTag:,Xsens DOT 5,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.3.0,,,,,,,,,,,,,,,,,
AppVersion:,2020.1.1,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Complete (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2020-08-03 16:00:48.801 +0200,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2020,,,,,,,,,,,,,,,,,,,
PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
166, 62316109, 0.67918044, -0.25747815, -0.29312426, 0.6216891, 0.10627616, 0.04819051, 0.17866802
167, 62332776, 0.67917895, -0.25739655, -0.292926, 0.6218178, 0.1183747, 0.102455765, 0.1633749
168, 62349443, 0.6792127, -0.2571609, -0.29273432, 0.6219686, -0.020431096, 0.11739135, 0.011246681
169, 62366110, 0.6792959, -0.25710848, -0.29271033, 0.62191075, -0.075501785, 0.16050354, -0.052298546
170, 62382777, 0.6792766, -0.25726944, -0.29286984, 0.62179023, -0.048919834, 0.098667786, 0.030770302
171, 62399444, 0.6791885, -0.25737572, -0.29298136, 0.62179, 0.055743236, 0.07832039, 0.21197796
172, 62416111, 0.67913944, -0.25730506, -0.29294363, 0.6218904, 0.059987526, 0.12815663, 0.19531631
173, 62432778, 0.6792527, -0.2572991, -0.29299664, 0.6217443, -0.033638924, 0.110398635, 0.030097008
174, 62449445, 0.6792532, -0.25733364, -0.29321176, 0.6216279, -0.017997487, 0.07906659, 0.009355545
175, 62466112, 0.67921716, -0.2573338, -0.29338375, 0.62158626, 0.03501889, 0.021110464, 0.124287605
176, 62482779, 0.6792473, -0.25713533, -0.29335296, 0.62164986, 0.053078964, 0.05596742, 0.15594578
177, 62499446, 0.6792551, -0.2568925, -0.29341024, 0.62171465, -0.04911742, 0.0809422, -0.009727478
178, 62516113, 0.6792645, -0.25688392, -0.29373044, 0.6215569, -0.057918243, 0.07040613, -0.15106201
179, 62532780, 0.67921793, -0.2569578, -0.29419544, 0.6213572, 0.010395811, -0.0054408642, -0.1316042
180, 62549447, 0.67914987, -0.25692585, -0.29468307, 0.6212138, 0.10725515, 0.003152315, -0.051312447
181, 62566114, 0.6791502, -0.25675225, -0.2951719, 0.62105316, 0.082094744, 0.093961045, -0.14612293
182, 62582781, 0.67912936, -0.25649518, -0.29589558, 0.6208377, 0.06999308, 0.029181516, -0.28644562
183, 62599448, 0.67915213, -0.2562773, -0.29683265, 0.6204554, 0.055300236, -0.078365095, -0.40469933
184, 62616115, 0.67899585, -0.2559454, -0.2979657, 0.6202203, 0.08568011, -0.0033370485, -0.46992588
185, 62632782, 0.67887497, -0.2554823, -0.29931736, 0.6198925, 0.010459065, 0.100648776, -0.3983698
186, 62649449, 0.67885154, -0.25480548, -0.3008664, 0.6194466, 0.10176321, 0.14607398, -0.15996075
187, 62666116, 0.6790668, -0.2536218, -0.30220523, 0.61904496, 0.27199873, 0.03422833, 0.10531616
188, 62682783, 0.6794991, -0.25168607, -0.3033477, 0.6188017, 0.17088035, -0.1027393, -0.004752159
189, 62699450, 0.6799626, -0.24941227, -0.304327, 0.6187323, 0.0029711577, 0.08083491, -0.27357388
190, 62716117, 0.6805581, -0.24722883, -0.30541354, 0.61841834, -0.0030487168, 0.04876673, -0.4074583
191, 62732784, 0.6810271, -0.2449456, -0.30686307, 0.61809295, 0.024691029, -0.08381255, -0.28661823
192, 62749451, 0.68146515, -0.24262758, -0.30841553, 0.6177517, 0.15663296, -0.051732745, -0.047110558
193, 62766118, 0.681738, -0.23999979, -0.30992657, 0.61772084, 0.120350555, -0.0016525431, -0.04553604
194, 62782785, 0.682468, -0.23734763, -0.3114018, 0.61719733, -0.06182592, 0.031905916, -0.22456932
195, 62799452, 0.6830319, -0.23463094, -0.3131087, 0.6167487, -0.06826376, 0.08558412, -0.2692814
196, 62816119, 0.6834464, -0.23202446, -0.31513295, 0.6162442, 0.041899066, 0.10512015, -0.17686653
197, 62832786, 0.6839041, -0.22936995, -0.3173135, 0.61561096, 0.093562745, 0.1404733, -0.14906883
198, 62849453, 0.6843045, -0.22654961, -0.31972238, 0.61496395, 0.002266645, 0.2139941, -0.28517532
199, 62866120, 0.68477386, -0.22384444, -0.3224032, 0.6140314, -0.12149896, 0.22482856, -0.38910675
200, 62882787, 0.6851595, -0.22143354, -0.3255966, 0.61278915, -0.14603241, 0.07657688, -0.3283291
201, 62899454, 0.68546706, -0.21884243, -0.32874376, 0.611695, 0.14262652, 0.047803387, -0.12133503
202, 62916121, 0.6858204, -0.2156898, -0.33170775, 0.61081797, 0.12032552, 0.10986757, -0.11730194
203, 62932788, 0.6861951, -0.21248907, -0.33504328, 0.60969746, -0.088705584, 0.23416692, -0.2967806
204, 62949455, 0.6865468, -0.20965487, -0.33894232, 0.6081253, -0.09943712, 0.10959421, -0.37889957
205, 62966122, 0.6867581, -0.20673482, -0.3426982, 0.60678, 0.17843464, 0.052048903, 0.008649826
206, 62982789, 0.68704593, -0.20294514, -0.34606627, 0.60582125, 0.24320467, -0.071864106, 0.28106117
207, 62999456, 0.68734103, -0.19860819, -0.34952193, 0.60493934, 0.06433441, 0.21999341, 0.001115799
208, 63016123, 0.6879981, -0.19411321, -0.35307822, 0.6035847, -0.31283075, 0.48228163, -0.34425926
209, 63032790, 0.68907636, -0.18919235, -0.35663095, 0.6018259, -0.5110634, 0.35557234, -0.39821053
210, 63049457, 0.6903052, -0.18392421, -0.36015654, 0.59994835, -0.050949555, 0.20568188, 0.019814491
211, 63066124, 0.6917246, -0.177727, -0.36321634, 0.59833443, 0.10207926, 0.20099224, 0.15636444
212, 63082791, 0.6932641, -0.17077112, -0.36597127, 0.59689796, -0.07884107, 0.37081203, -0.04697132
213, 63099458, 0.6946843, -0.16425951, -0.36911798, 0.5951341, -0.02623908, 0.16890572, -0.34051514
214, 63116125, 0.69558084, -0.15835392, -0.3724718, 0.59359586, 0.3473597, 0.039076436, -0.13515854
215, 63132792, 0.6961456, -0.15199228, -0.3752798, 0.59282786, 0.5412134, -0.019360803, 0.22389603
216, 63149459, 0.69647104, -0.1448794, -0.37784383, 0.5925978, 0.5148867, 0.17667906, 0.25354004
217, 63166126, 0.6968101, -0.13799272, -0.3807872, 0.59195846, 0.21584065, 0.5171535, 0.01675415
218, 63182793, 0.6974225, -0.13199961, -0.3844565, 0.5902297, -0.07624698, 0.38291535, -0.32626438
219, 63199460, 0.69771403, -0.1264895, -0.38893488, 0.58815426, -0.026598042, -0.053349692, -0.30286312
220, 63216127, 0.6974651, -0.12085735, -0.3932056, 0.58679247, 0.1146123, 0.077550836, 0.17078781
221, 63232794, 0.696964, -0.11536836, -0.39740652, 0.58566153, 0.1328704, 0.32894284, 0.25375175
222, 63249461, 0.69625646, -0.11078799, -0.40236294, 0.5840011, -0.021093141, 0.48716745, -0.0154829025
223, 63266128, 0.6957502, -0.10658571, -0.40777043, 0.5816309, -0.16078897, 0.29855096, -0.1406269
224, 63282795, 0.6947546, -0.101672836, -0.41326326, 0.5798209, 0.088494815, 0.11319182, 0.04341221
225, 63299462, 0.69409823, -0.09613353, -0.4179675, 0.5781774, -0.063440576, 0.088740006, 0.31285286
226, 63316129, 0.6934827, -0.0906664, -0.422379, 0.5765913, 0.050326847, 0.5020301, 0.1109581
227, 63332796, 0.6932321, -0.08573499, -0.42676967, 0.57440966, -0.14668484, 0.42362654, -0.23754025
228, 63349463, 0.69298714, -0.08080474, -0.43149853, 0.57188165, -0.28028256, 0.15119198, -0.44415474
229, 63366130, 0.6923139, -0.07598874, -0.43641135, 0.56962484, -0.084915474, 0.22451183, -0.035600662
230, 63382797, 0.6917202, -0.0716116, -0.44107673, 0.5673149, 0.17750862, 0.2622806, 0.36195564
231, 63399464, 0.69128615, -0.06710295, -0.44592923, 0.56459534, 0.19968155, -0.011833223, 0.26188564
232, 63416131, 0.69086075, -0.06234843, -0.45060584, 0.56194186, -0.09148028, 0.14563578, 0.2664299
233, 63432798, 0.6905049, -0.057295855, -0.454746, 0.5595771, -0.14611846, 0.13238715, 0.38067913
234, 63449465, 0.6901613, -0.051898587, -0.4586201, 0.5573611, 0.070903, 0.012030529, 0.41970825
235, 63466132, 0.6898365, -0.04635342, -0.4625409, 0.55500716, -0.0014103667, 0.0469366, 0.31794357
236, 63482799, 0.6894785, -0.040994015, -0.46635643, 0.5526757, -0.14297341, 0.15293713, 0.11901951
237, 63499466, 0.6891258, -0.03528995, -0.46978885, 0.5505987, -0.19369654, 0.21260957, 0.11722469
238, 63516133, 0.6887028, -0.029300936, -0.47314832, 0.5485989, -0.15685715, 0.18838729, 0.317729
239, 63532800, 0.6883536, -0.023038806, -0.47639754, 0.54652, -0.1537834, 0.25147164, 0.26290417
