Andrii_trial_3
Date:,2020/08/03
Time:,15:36:23
Type:,muscu_imu
Description:,""
Notes:,"Trial2_LateralMovement"

TRAJECTORIES
100.000000,Hz
,R_shoulder1,,,R_elbow2,,,R_wrist3
Field #,X,Y,Z,X,Y,Z,X,Y,Z
1064,505.446381,686.164246,417.889771,326.229340,609.378845,292.283417,187.470444,505.472107,196.303085
1065,505.519897,685.021790,412.741486,330.877441,608.378906,280.235260,196.173843,505.387909,177.565582
1066,505.435425,683.965332,407.694336,335.658051,607.553772,268.574707,204.709869,505.453644,160.127899
1067,505.566772,682.900879,402.724884,340.588928,606.944336,257.237244,213.944000,505.601929,142.989334
1068,505.739197,681.853760,397.580780,345.890900,605.990723,245.998032,223.163773,505.892303,126.397324
1069,505.848724,680.743286,392.635681,351.467010,605.214050,235.284851,232.813690,506.764191,110.474976
1070,506.322449,679.704346,387.698761,357.292786,604.595642,224.851883,242.775314,507.621460,95.018532
1071,506.623596,678.595337,383.407776,363.215027,604.076111,214.967499,252.991669,509.376892,80.761223
1072,507.115936,677.184509,379.378418,369.391418,603.580200,205.439743,263.193390,511.041046,67.095284
1073,507.669220,676.179932,375.266327,376.156494,603.259583,196.269485,274.125031,513.011780,54.039703
1074,508.265076,675.040955,371.515350,383.008087,602.946289,187.599640,285.213684,515.187073,41.339970
1075,508.712128,673.796021,368.110931,389.684662,602.848877,179.479843,296.462433,516.998657,29.457117
1076,509.349396,672.776611,364.580048,396.604279,602.646240,171.797165,307.979584,518.638367,17.914152
1077,509.896698,672.028992,361.323975,403.607391,602.673523,164.440903,319.499847,520.073364,7.113482
1078,510.687988,671.163086,357.904175,410.579773,602.738647,157.234711,331.369202,521.188599,-3.293290
1079,511.286621,670.354187,354.886688,417.431305,602.832153,150.678253,343.123260,522.244141,-12.863688
1080,512.107422,669.829651,351.935944,424.194366,602.900574,144.529007,354.847717,523.231384,-21.716734
1081,512.780518,669.112244,349.299591,430.851074,602.887939,138.686066,366.436890,524.613892,-29.876638
1082,513.278931,668.665039,346.645996,437.511047,603.049255,133.178680,377.873169,525.835876,-37.266697
1083,513.476440,668.255676,344.089966,444.417023,603.009644,127.776703,389.076813,527.105042,-44.333530
1084,513.704712,667.572144,342.293091,450.868988,603.084106,123.118378,400.077240,528.169983,-50.595154
1085,514.101868,667.214294,340.227112,457.159393,602.909180,118.794769,411.269135,529.617126,-56.624828
1086,514.111511,666.449158,338.574341,463.383606,602.538391,115.010872,421.733704,530.551697,-62.036644
1087,514.479309,665.752258,336.469330,469.361603,602.279541,111.221283,432.274933,531.849548,-67.213554
1088,514.770996,665.081238,335.009857,475.096222,601.985840,107.741089,442.583679,532.956421,-72.260582
1089,514.851379,664.450500,333.379517,480.787445,601.463440,104.427254,452.441772,533.787903,-76.586372
1090,515.219971,663.569153,331.888947,486.079895,601.072937,101.746384,462.174866,534.449768,-80.569031
1091,515.395325,662.671814,330.591064,491.097137,600.370850,99.412338,471.490723,534.784180,-84.068878
1092,515.430176,661.662964,329.491180,496.152222,599.555664,96.977676,480.439819,534.892334,-87.233253
1093,515.663818,660.723999,328.665619,500.384094,598.528320,95.272728,488.732483,534.717041,-89.666595
1094,515.690857,659.644287,327.526367,504.593475,597.872070,93.538002,496.715454,534.276428,-91.675201
1095,515.604736,658.728333,326.922211,508.337433,596.753235,92.398689,503.308807,533.653442,-92.854691
1096,515.562927,657.671204,326.338715,511.594818,595.888306,91.367622,506.861694,533.965454,-93.100807
1097,515.464966,656.717102,326.165314,513.443970,595.652649,91.176064,506.939545,535.855713,-92.688126
1098,515.386841,656.066895,325.722382,513.838989,595.828613,91.177032,505.681396,537.579651,-91.897163
1099,515.213806,655.381592,325.641693,513.232117,596.215881,91.513489,503.464569,538.166199,-90.941566
1100,515.161194,655.226685,325.353729,511.733643,596.856323,91.960571,500.736206,537.715393,-89.793266
1101,514.998901,655.671570,325.820038,509.475708,597.467041,92.556717,497.570679,536.672913,-88.789597
1102,514.871704,656.319092,326.307678,506.558990,598.042786,93.161964,494.371796,535.753296,-87.904190
1103,514.698059,657.495117,327.265991,503.663177,598.398865,93.820770,490.640533,534.667114,-86.836731
1104,514.285767,658.575928,328.363739,500.248016,598.124329,95.174568,486.383728,533.665161,-85.772934
1105,513.841675,659.574463,329.899628,497.050659,597.682983,96.307922,481.810028,532.700745,-84.785973
1106,513.414978,660.314514,331.104004,493.465576,597.139465,97.915031,476.537170,531.844604,-83.240143
1107,512.829590,660.721558,332.404755,489.884247,596.536926,99.684158,470.720367,530.770325,-81.255173
1108,512.065247,660.699829,333.752747,485.618317,596.102905,101.967766,464.060120,529.571899,-78.655228
1109,511.517365,660.758667,335.233398,481.182465,595.702515,104.527534,456.943909,528.948547,-75.878166
1110,510.684631,660.636230,336.868469,476.567688,595.493713,107.047478,449.032867,527.905090,-72.056396
1111,509.978607,660.844299,338.172241,471.705536,595.661499,109.733688,440.630707,527.435669,-68.423836
1112,509.387695,660.916260,340.100800,466.703308,595.616577,112.829376,431.347565,526.767090,-63.849911
1113,508.512848,661.188477,341.982513,461.113739,595.858032,116.228905,421.822998,526.379211,-59.316349
1114,507.828125,661.864563,344.347412,455.132813,595.946838,120.021027,411.716187,525.940002,-54.327515
1115,507.218384,662.939331,346.651764,448.529144,596.230957,124.450371,400.855652,525.652466,-48.829510
1116,506.537476,663.770874,349.305786,441.630463,596.332642,128.994995,389.818207,525.296814,-43.144989
1117,505.744293,665.139526,351.978088,434.723083,596.595398,133.835419,378.224792,524.704224,-36.361675
1118,504.987671,666.506042,355.110535,427.156830,596.677124,139.514664,366.049652,524.158875,-28.913696
1119,504.258331,667.958496,358.196838,419.686554,596.866394,145.505829,353.826202,523.359558,-21.137585
1120,503.437347,669.329956,361.573151,411.992523,597.061096,151.779419,341.086121,522.659180,-12.415277
1121,502.523651,670.700684,365.166321,404.058380,596.995483,158.976593,327.810760,521.697021,-2.716747
1122,501.722717,672.144836,368.540619,395.748077,596.979919,166.548981,314.620941,520.939758,7.547293
1123,500.523529,673.502014,372.764343,387.640350,597.057312,174.754990,301.133850,520.150757,18.791920
1124,499.469635,674.640442,376.695313,379.323822,597.249023,183.351273,287.268890,519.653687,31.006994
1125,498.443237,675.677368,380.796783,371.078949,597.505920,192.511642,273.459015,519.424744,43.797756
1126,497.632996,676.699402,384.720459,362.964050,598.115356,202.137329,259.390656,519.346008,57.548000
1127,496.623627,677.737488,389.615387,354.642365,598.437378,212.262497,245.648605,519.487305,71.958923
1128,495.689941,678.440063,393.947266,346.669342,598.984436,222.803696,232.053040,519.677063,87.089920
1129,494.470215,679.300903,398.754639,338.923492,599.632690,233.943924,218.824982,519.973022,102.675423
1130,493.438477,680.085327,403.395660,331.463165,600.196350,245.429932,205.982162,520.457092,119.514763
1131,492.294495,680.886536,408.651459,324.399872,600.976746,257.113342,193.656219,520.813354,136.717010
1132,491.543030,681.476563,413.477203,317.363708,601.584045,269.571899,181.996704,521.056885,154.490112
1133,490.693390,682.354675,418.768250,311.114716,601.896790,282.175385,171.098007,521.339050,172.375916
1134,489.933319,683.017029,424.223907,304.910431,602.270691,295.217316,160.034531,521.548462,191.686584
1135,489.384430,683.779541,429.767487,299.360107,602.615967,308.462891,150.220123,521.857544,210.847137
1136,488.792847,684.569641,435.639252,294.130524,603.079163,322.035614,141.031113,522.331238,230.479385
1137,488.514771,685.055115,441.610229,289.406647,603.775940,335.799591,132.281540,522.996948,250.182404
1138,487.939728,685.590698,447.581604,285.094604,604.452881,349.772644,124.171562,523.996033,270.188904
1139,487.754852,686.346802,453.623291,281.222961,605.412842,363.670654,116.732498,525.170105,290.268829
1140,487.779297,687.010376,458.894836,277.658081,606.477173,377.758545,110.086609,526.392334,310.562225
1141,487.784149,687.761719,465.105621,274.654083,607.609863,391.668152,104.052322,527.845642,330.797852
1142,487.915955,688.162598,470.931763,272.138245,608.668945,405.356232,98.836166,528.844421,351.072510
1143,488.482086,688.990967,476.449829,270.353729,609.918945,418.971588,94.623505,529.974060,370.957977
1144,488.565216,689.354065,482.353821,268.751678,611.005432,432.359192,91.029480,531.054382,390.938232
1145,488.990662,689.992126,487.792206,267.550171,611.964294,445.569458,87.839951,532.231812,410.633148
1146,489.673889,690.327576,493.298187,266.721710,613.054199,458.556427,85.477913,533.248352,429.932587
1147,490.207520,690.788818,498.527679,266.313477,613.759277,471.114349,83.695763,534.683716,449.141479
1148,490.879944,690.922791,503.635223,266.285370,614.807068,483.363281,82.868439,535.834778,467.443359
1149,491.698273,691.469727,508.527405,266.727692,615.609802,495.159546,82.617744,537.229675,485.421478
1150,492.661011,691.752991,513.132629,267.206543,616.701599,506.765137,82.728287,538.797852,502.779236
1151,493.903076,691.919495,517.537964,268.015625,617.809570,517.648926,83.333038,540.245483,519.827881
1152,494.848541,692.454712,521.727539,269.201630,618.862671,528.021851,84.296005,541.873230,536.213196
1153,495.979340,692.832703,525.910645,270.495697,620.232544,538.190247,85.470284,543.581665,551.852356
1154,497.216736,693.322083,529.331604,271.987335,621.250000,547.561890,87.079269,545.276489,566.895020
1155,498.299133,693.629089,532.640320,273.445374,622.897522,556.823303,89.271179,547.170288,581.360962
1156,499.302856,693.830811,535.866455,275.362274,624.139832,565.188965,91.464088,549.048096,595.135803
1157,500.565582,694.114746,538.585510,277.173462,625.399292,573.078918,94.094688,551.039490,608.054993
1158,501.509094,694.510498,541.315552,279.094482,626.937378,580.427307,96.736687,552.834045,620.395752
1159,502.406372,694.897583,543.886902,281.092163,628.275452,587.277588,99.595787,554.586243,631.971313
1160,503.581360,695.254822,545.968079,283.151123,629.427490,593.799622,102.475784,556.443726,642.820190
1161,504.546387,695.445129,547.699158,284.849915,630.591064,599.850647,105.400024,558.202393,652.871887
1162,505.555237,695.665283,549.896362,286.628540,631.519897,605.597290,108.136429,559.639648,662.072937
1163,506.537933,695.865173,551.727905,288.576141,632.499695,610.762939,110.878937,561.236084,670.367371
1164,507.494751,696.315979,553.660461,290.341187,633.156738,615.604370,113.432899,562.491516,677.990417
1165,508.456879,696.457214,555.383240,291.925934,633.670288,620.110901,115.668015,563.529785,684.799255
1166,509.341278,696.638672,557.306946,293.513245,634.333618,624.042236,117.761902,564.229248,690.663513
1167,510.269318,696.792725,558.979614,294.941895,634.479309,627.865906,119.771889,564.781860,695.981384
1168,511.284637,696.699402,560.640991,296.483398,634.665222,631.184570,121.517357,565.065247,700.559875
1169,512.019409,696.570862,562.197876,297.758606,634.651245,634.332336,123.010010,564.907471,704.691772
1170,512.888306,696.684143,563.610718,299.098846,634.700317,636.978027,124.274696,564.637817,708.018921
1171,513.595032,696.567139,564.960815,300.178528,634.405334,639.367493,125.400948,564.258911,710.816467
1172,514.205078,696.362061,566.068787,301.310455,634.057617,641.767700,126.374748,563.639099,713.519043
1173,515.177490,696.249817,567.332031,302.357452,633.846436,643.478638,127.077942,563.115051,715.354919
1174,515.712219,696.097839,568.482300,303.249390,633.374756,645.050964,127.889366,562.532959,716.966003
1175,516.502441,695.889099,569.273376,304.156067,632.812683,646.413452,128.515381,561.903564,718.063599
1176,517.096802,695.737793,570.226990,304.683563,632.301086,647.492737,128.893234,561.310791,719.145203
1177,517.444397,695.550232,571.088318,305.209442,631.839600,648.395386,129.348831,560.797180,719.600159
1178,517.907288,695.334961,571.669800,305.892975,631.202148,649.063416,129.665833,560.281128,719.797729
1179,518.459534,695.167908,572.033936,306.446228,630.577759,649.513000,129.806656,559.556580,719.899414
1180,518.888489,695.021118,572.470825,306.629639,629.990356,649.780334,129.776199,558.817810,719.680908
1181,519.271484,694.605957,572.730835,306.852386,629.215637,650.004150,129.733368,557.896973,719.359863
1182,519.508301,694.645691,573.092651,306.906982,628.642273,649.934082,129.700134,557.056641,718.640747
1183,519.862305,694.351929,573.089844,307.160248,627.814880,649.834717,129.693008,556.424988,717.649536
1184,520.164551,694.196411,573.102722,307.354309,627.292053,649.547668,129.580460,555.564392,716.588684
1185,520.428223,693.948425,573.074646,307.494812,626.677002,649.029785,129.208328,554.715332,715.529358
1186,520.679443,693.660339,573.109680,307.583405,626.090027,648.341980,129.079987,553.889099,713.861267
1187,520.896545,693.416748,573.152039,307.700592,625.424194,647.606750,128.694000,552.938110,712.588928
1188,521.189026,693.137390,573.202820,307.686920,624.865295,646.838745,128.474213,551.980835,710.930481
1189,521.326050,692.916870,573.124451,307.619751,624.136414,646.014221,128.212891,551.226929,709.241882
1190,521.589355,692.583191,572.875366,307.788177,623.517822,645.024902,128.021378,550.291504,707.422974
1191,521.684143,692.351379,572.703064,307.620911,622.909485,644.007507,127.699875,549.356934,705.502441
1192,521.835571,692.148132,572.492188,307.476898,622.280090,642.973145,127.298531,548.393250,703.619324
1193,521.802490,691.878784,572.461243,307.130859,621.609070,641.776733,126.851021,547.525208,701.738098
1194,521.988586,691.804626,572.050476,307.038025,621.095093,640.727356,126.686676,546.671631,699.523743
1195,522.045349,691.645996,571.657227,307.030914,620.480896,639.251770,126.321579,545.817139,697.405334
1196,521.989441,691.484680,571.226196,306.931854,619.979431,638.028687,125.698471,544.902527,695.281250
1197,521.921448,691.146912,570.769043,306.577087,619.417236,636.603638,125.343689,544.140625,692.956909
1198,521.715454,690.877869,570.447632,306.001068,618.903320,635.080627,124.725258,543.403870,690.562622
1199,521.719666,690.801270,569.652954,305.670837,618.515869,633.338623,124.243576,542.648987,687.817505
1200,521.361633,690.840210,569.051086,305.123260,617.869690,631.559570,123.480301,541.850586,685.200500
1201,521.170715,690.538391,568.365479,304.523590,617.440369,629.524658,122.845413,541.152649,682.159668
1202,520.551086,690.392944,567.626099,303.770569,616.857483,627.304932,121.946449,540.408630,678.897583
1203,520.250671,690.215027,566.571533,303.047699,616.434021,624.832397,121.127548,539.740295,675.099854
1204,519.570923,689.900940,565.506287,302.126434,615.976013,621.975281,120.230225,539.082581,671.128601
1205,518.910034,689.651855,564.316406,301.316895,615.671692,618.468567,119.292259,538.242004,666.649841
1206,518.424072,689.523010,562.854309,300.320038,615.162781,614.969727,118.492149,537.551025,661.520935
1207,517.945801,689.596252,561.229187,299.226929,614.692688,610.902283,117.394623,536.583191,655.831238
1208,517.264954,689.396973,559.256165,298.071930,614.329651,606.335754,116.414024,535.796631,649.371460
1209,516.558044,689.375183,557.549622,297.117523,613.778503,601.232117,115.445114,534.802124,642.353088
1210,516.215515,689.292969,555.066223,296.076172,613.427368,595.660645,114.243019,533.758240,634.435730
1211,515.521423,689.115723,552.511353,294.868103,612.882813,589.878601,113.156685,532.614014,625.601257
1212,515.078125,688.980103,549.940735,293.771057,612.461731,583.540222,111.949028,531.021912,616.271423
1213,514.233459,689.055969,546.979675,292.697968,611.517456,576.492249,110.861542,529.462463,606.110657
1214,513.472168,689.156982,543.627563,291.680054,610.899780,569.089111,109.827873,527.878845,595.035034
1215,512.799866,689.148987,540.123291,290.746246,610.266052,560.987305,109.204155,526.042969,583.406738
1216,511.735840,689.431030,536.293091,289.840759,609.698181,552.544312,108.897179,524.260376,570.967468
1217,511.001984,689.622009,532.047363,289.262238,609.309204,543.611267,108.613121,522.321899,557.783813
1218,510.439819,689.920410,527.592957,288.802094,608.690491,534.028137,108.745316,520.503296,543.940796
1219,510.231567,690.392700,522.700378,288.547394,608.297241,524.094177,108.965866,518.577209,529.601685
1220,509.599548,690.543945,518.257446,288.329712,607.774902,513.524597,109.641823,516.865112,514.318726
1221,509.260254,690.778320,513.711792,288.148285,607.476990,502.666748,110.548241,515.420898,498.537659
1222,508.711456,691.066711,508.784515,288.298248,607.135437,491.403137,111.869720,514.102539,482.268677
1223,508.100342,691.215759,504.113159,288.719757,606.868591,479.593597,113.600983,513.064209,465.321259
1224,507.732391,690.994751,499.006378,289.708344,606.424194,467.357971,115.651711,511.923798,447.943909
1225,507.389435,690.907166,493.821899,290.597687,606.259155,455.246674,118.432091,510.710266,430.146210
1226,506.954926,690.764038,488.355072,292.201385,606.051208,442.611542,121.594917,509.578705,411.860382
1227,506.704132,690.556946,483.049896,293.882416,606.136414,429.943512,125.281944,508.572571,393.469055
1228,506.762115,690.973022,477.065765,295.782410,605.940796,416.957306,129.417160,507.851257,374.457581
1229,506.522186,691.217041,471.264099,298.013763,606.152588,404.165039,133.817261,507.657501,355.548462
1230,506.742432,691.222900,465.484192,300.780426,606.321594,390.889465,138.545395,507.981934,336.247437
1231,506.817596,691.635559,459.906433,303.624817,606.565552,377.657532,143.497696,508.640564,316.975311
1232,508.292511,691.735229,453.355103,306.747009,606.823181,364.631073,148.836899,509.709991,297.376953
1233,508.494293,691.489990,447.812439,310.493195,607.442993,351.220764,155.001968,510.954742,277.929626
1234,509.249329,691.337524,441.950317,314.539185,607.810913,338.029510,161.605591,512.265686,258.586639
1235,509.868927,691.246582,436.415649,318.849457,608.244751,325.168243,168.547287,513.933411,239.476990
1236,510.733704,690.812866,430.907806,323.379486,608.705566,312.527039,176.293060,515.672119,220.574829
1237,511.278381,690.654663,425.550201,328.287750,609.290405,300.034790,184.305923,517.549316,202.071472
1238,511.733154,690.111877,420.352753,333.602814,609.659729,287.824585,192.909363,519.486328,183.872681
1239,512.436523,689.670105,415.060913,338.787292,609.938232,276.098724,201.752426,521.246277,166.144073
1240,513.259460,689.092102,410.098022,344.126678,610.336609,264.774597,211.126816,523.020996,148.971313
1241,513.916138,688.565491,405.131561,349.879211,610.314819,253.836319,220.934830,524.624878,132.665314
1242,514.400452,687.816284,400.701508,355.950714,610.582581,243.151596,231.291595,526.288879,116.778267
1243,515.089783,687.288208,396.294128,362.415375,610.793579,232.960541,241.971085,527.981750,101.706596
1244,515.496521,686.854126,392.252747,368.822266,611.224182,222.968307,252.461426,530.326904,87.581688
1245,516.320374,686.258606,387.944000,375.599609,611.520203,213.552460,263.604706,532.676208,73.904282
1246,516.892822,686.220459,384.005646,382.697510,612.615906,204.083221,275.017212,535.374512,61.000370
1247,517.730591,685.842712,380.138702,389.823273,613.246277,195.505615,286.658295,538.171143,48.481022
1248,518.834473,685.591064,376.603424,397.166229,614.167786,186.948456,298.601288,540.733643,36.737865
1249,519.749207,685.256958,373.261536,404.364899,614.729919,179.455276,310.559662,543.025269,25.637547
1250,521.090820,685.041138,369.993042,411.743927,615.279480,171.885849,322.810089,544.776245,14.946471
1251,522.000854,684.891479,367.138763,418.949432,615.759644,165.004761,335.021942,545.972229,4.916315
1252,522.932373,684.890198,364.304993,426.027893,616.277710,158.432556,347.260590,546.972473,-4.509801
1253,523.651001,684.830688,361.677185,432.917633,616.580933,152.485016,359.309967,547.689453,-13.334274
1254,524.053772,684.942627,359.312073,439.584076,616.887024,147.123795,371.240845,548.781494,-21.416698
1255,524.586426,684.865601,356.823212,446.095154,617.414734,141.905975,382.579590,549.961609,-28.962664
1256,525.233582,684.804749,354.248779,452.592621,617.754028,136.990860,393.685333,551.450439,-35.850830
1257,525.499634,684.892273,352.317657,458.981812,618.505493,132.298141,404.672058,553.066162,-42.104397
1258,526.139587,685.325256,350.219971,464.864563,619.043518,128.220856,414.992706,554.793213,-47.988415
1259,526.525940,685.538879,348.548401,470.760651,619.801453,124.311958,425.054413,556.480225,-53.113342
1260,527.231873,686.072693,346.914032,476.562714,620.523254,120.890244,434.983978,558.257568,-58.044983
1261,527.796448,686.431824,345.844696,482.135345,621.165283,117.791809,444.307251,559.540100,-62.424690
1262,528.791931,686.724731,344.331604,487.404816,621.835632,115.285995,453.022461,560.813477,-65.896706
1263,529.425720,687.311401,343.407654,492.261261,622.519043,113.050842,461.416229,562.221680,-68.942123
1264,530.169250,687.664001,342.691772,496.976288,623.201050,110.890320,469.154449,563.343018,-71.635689
1265,531.098389,688.415894,341.520538,501.250671,623.841309,109.003754,476.607452,563.990356,-74.081551
1266,531.589600,688.612244,341.013458,505.147064,624.545410,107.326233,483.253601,564.543030,-75.648056
1267,532.118225,689.185303,340.453613,508.664459,625.324768,106.111526,489.248413,564.667358,-76.798683
1268,532.642273,689.731384,339.745575,511.704102,626.075378,104.870193,494.170380,564.713379,-77.046173
1269,533.202148,690.105591,339.783112,514.114380,626.594543,104.252869,497.306396,565.607239,-76.702507
1270,533.387268,690.363464,339.763245,515.591431,627.694946,103.775429,498.236481,567.537659,-76.103882
1271,533.583557,690.807312,339.832703,516.153809,628.782043,103.899475,497.239899,569.718140,-74.953568
1272,533.744629,691.321411,339.922333,515.818481,629.970276,104.369820,495.721405,571.437378,-74.549431
1273,534.004639,691.957947,339.872406,514.790894,631.271912,104.569618,493.590027,572.689514,-74.077621
1274,534.376160,692.661865,339.914490,513.388550,632.552307,104.958359,490.453857,573.385986,-73.365028
1275,534.696533,693.508911,340.230347,511.170410,633.814270,105.609940,487.266327,573.559692,-72.585449
1276,534.731262,694.513489,340.788818,508.434326,634.828613,106.468178,483.510986,574.023438,-71.918602
1277,534.866821,695.449829,341.884399,505.620178,635.397339,107.657822,479.432343,574.552063,-71.234749
1278,534.955505,696.234619,342.406647,502.612152,635.690735,108.928711,474.640137,575.293823,-70.260414
1279,534.719299,697.008789,343.616180,499.603943,636.136108,110.184868,468.962097,575.741150,-68.437943
1280,534.547607,697.224121,344.687134,495.870789,636.361694,112.040886,463.253174,576.623352,-66.737648
1281,534.107300,697.553589,345.836151,492.222351,636.620239,113.945450,456.608734,577.360535,-64.266502
