Marta_trial 1;;;;;;;;;
Date:;29/07/2020;;;;;;;;
Time:;17:13:33;;;;;;;;
Type:;muscu_imu;;;;;;;;
Description:;;;;;;;;;
Notes:;;;;;;;;;
;;;;;;;;;
TRAJECTORIES;;;;;;;;;
100.000000;Hz;;;;;;;;
;R_shoulder1;;;R_elbow2;;;R_wrist3;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z
570;419.411255;212.281174;328.264282;389.242340;76.155182;310.874420;423.557373;-63.654541;346.554871
571;419.067749;211.244934;328.906281;391.020844;78.180199;315.884155;427.917694;-59.336414;357.640808
572;418.989014;210.376389;329.082275;392.603912;80.306572;320.778381;431.907257;-54.723763;368.560089
573;418.635651;209.304703;329.648926;394.296722;82.376617;325.145966;436.045197;-49.829502;378.529785
574;418.373352;208.548035;329.836700;396.059601;84.559074;329.329681;439.926880;-44.664295;388.267365
575;418.211487;207.249207;330.321747;397.839325;86.936447;333.182739;443.787201;-39.405750;396.893616
576;418.167999;206.589584;330.762665;399.474792;89.415428;336.679382;447.638733;-33.686382;405.056458
577;418.024017;205.580887;331.176727;401.303467;91.964523;340.187012;451.702545;-28.370033;412.505432
578;417.960022;204.614609;331.731476;403.181305;94.499321;343.232788;455.339752;-22.655338;419.612549
579;417.871216;203.664673;332.074677;404.758209;97.081429;346.159210;458.595551;-16.853565;426.184296
580;417.925568;203.010788;332.552002;406.480316;99.512901;348.557831;461.804413;-11.336345;432.106445
581;417.850739;202.130814;333.149658;407.920563;101.840424;350.911377;464.488373;-5.698446;437.861908
582;417.833893;201.677734;333.731140;409.458466;104.167992;352.895172;467.029541;-0.203916;442.752045
583;417.827393;200.862869;334.249695;410.699677;106.350304;354.654694;469.326233;4.884742;447.329468
584;417.828979;200.337448;334.536163;411.803406;108.185646;356.165131;470.907867;9.559861;451.197449
585;417.986420;199.812912;334.927338;412.756073;109.818039;357.510590;472.115143;13.830009;454.809601
586;418.082336;199.146835;335.056061;413.438354;111.152107;358.523865;472.698700;17.449297;457.923981
587;418.267487;198.834427;335.124207;413.966461;112.071327;359.131012;472.838104;20.438936;460.190796
588;418.404968;198.741638;335.102051;414.315552;112.872406;359.782257;473.042480;22.656155;462.121155
589;418.799255;198.759323;334.729950;414.471863;113.261307;359.995544;472.508759;24.182426;463.114929
590;419.036133;198.786209;334.359253;414.586151;113.397583;360.066071;472.202393;24.856531;463.875702
591;419.218048;198.886414;333.846985;414.463989;113.391541;359.955780;471.731781;25.081995;464.080170
592;419.521423;199.040482;333.283691;414.279144;113.311974;359.871460;471.200134;24.975742;463.853241
593;419.837524;199.377014;332.709076;413.947540;113.235924;359.599304;470.149933;24.476814;463.313721
594;420.013885;199.691559;332.467865;413.570587;113.037727;359.049255;469.381012;23.545588;462.865784
595;419.967865;199.892380;332.244293;413.369080;112.723885;358.602051;468.482941;22.525368;461.887848
596;420.007111;200.094147;332.004456;413.205872;112.521065;358.211304;467.572113;21.505320;460.878418
597;419.965363;200.214951;331.850525;412.648438;112.073303;357.810425;467.020874;20.249655;459.837097
598;419.895630;200.368622;331.644440;412.284454;111.780037;357.590698;466.679779;19.254524;458.506561
599;419.684814;200.740173;331.219604;411.993805;111.448486;356.997162;466.265381;17.954460;457.332611
600;419.443207;201.093857;330.994171;411.686829;111.096207;356.364166;465.969391;16.650888;456.045135
601;419.057800;201.413315;330.979248;411.281921;110.759727;355.739899;465.533417;15.349630;454.736237
602;418.667480;201.666473;330.961823;410.757416;110.249237;355.201477;464.935883;13.993918;453.149475
603;418.360168;201.868256;330.672638;410.293060;109.546936;354.625336;464.166687;12.109786;451.757385
604;418.032501;202.053619;330.312836;409.528839;108.697273;353.874878;463.553223;9.890112;450.025360
605;417.645966;202.550293;330.176208;408.654877;107.538765;353.002808;462.614502;7.441542;448.164063
606;417.256531;203.414154;329.758270;407.767548;106.205704;351.933594;461.365662;4.296894;445.894470
607;417.050964;203.854889;329.234528;406.724701;104.502525;350.958344;460.019623;0.836441;443.265717
608;416.737427;204.495911;329.099426;405.644409;102.679100;349.613373;458.409271;-2.933038;440.049896
609;416.462952;205.383270;328.861023;404.369324;100.464104;348.177307;456.610718;-7.520908;436.410583
610;416.493042;206.067886;328.544342;403.097595;98.005035;346.432709;454.574371;-12.184463;432.190643
611;416.265381;207.175720;328.419373;401.614380;95.301620;344.511353;452.167938;-17.487677;427.744080
612;416.097931;207.841461;328.118835;400.034088;92.654533;342.372864;449.693848;-23.041517;422.552734
613;416.121216;208.970901;327.632416;398.347473;89.552841;339.904449;446.706818;-29.100647;416.951935
614;416.102692;209.302185;327.353668;396.681183;86.591415;337.228516;443.427765;-34.857861;410.800629
615;416.152588;209.948212;327.152832;394.982452;83.656830;334.393768;440.204132;-41.055084;403.787018
616;415.955658;210.287354;327.064331;393.247711;80.625763;331.347595;436.904510;-47.196507;395.801666
617;415.664337;210.550705;326.889862;391.708252;77.272903;328.059143;433.716736;-53.044716;386.928314
618;415.425354;210.731216;326.760284;389.995636;73.838928;324.513763;430.072449;-59.108917;377.999359
619;415.138550;210.785843;326.568817;388.358093;70.779289;320.740540;426.409302;-65.059662;368.377899
620;414.953278;210.821655;326.464508;386.783478;67.291275;316.487854;422.890808;-70.697426;357.941254
621;414.644043;210.772873;326.404724;384.917603;63.861614;311.901703;419.185211;-76.141930;347.715668
622;414.428925;210.607361;326.285065;382.873962;60.635490;307.028839;415.196747;-81.554543;337.007538
623;414.297363;210.311783;326.224030;380.937469;57.447479;301.937531;410.914825;-86.634506;326.110992
624;414.192688;209.382690;326.237152;378.920837;54.373886;296.929657;406.676147;-91.378052;314.796112
625;414.144958;208.728302;326.009125;377.229309;51.554131;291.746857;402.446320;-95.830925;303.171936
626;414.228882;207.872040;326.079468;375.496246;48.757568;286.315308;398.427643;-99.466766;290.789276
627;414.275421;207.215851;325.719940;374.182495;46.214882;280.933502;394.723511;-102.262421;277.722809
628;414.236023;206.362259;325.692322;372.687500;43.509495;275.267853;391.206329;-104.645050;264.704895
629;414.175659;205.549622;325.311249;371.313354;41.170490;269.045166;387.782532;-106.530655;251.144363
630;414.152893;204.705383;325.302277;369.574097;38.867207;262.444641;384.147583;-107.824371;237.754532
631;414.256470;203.769836;325.260345;367.868011;36.700191;255.514984;380.382111;-109.006523;224.379333
632;414.753662;202.796677;325.009186;366.089691;34.808723;248.586838;376.732941;-109.727898;210.705872
633;415.080139;201.660522;324.767639;364.724609;33.047131;241.779312;373.484283;-109.811584;196.744675
634;415.294708;200.400238;324.272797;363.614807;31.508038;235.118103;370.814911;-109.088066;182.888306
635;415.520447;198.758270;323.718445;362.627228;30.330172;228.691101;368.427063;-107.342705;169.599075
636;415.724365;197.872345;323.298950;362.197266;29.707901;222.068176;366.463318;-104.930283;156.497192
637;415.886383;196.941605;322.472992;361.231598;29.304003;215.728088;364.683960;-101.910545;144.199097
638;416.184570;196.666901;322.117859;360.488159;29.372250;209.262024;362.724670;-99.062286;132.411026
639;416.705719;196.351151;321.471924;359.937286;29.588188;202.997574;360.599640;-95.902992;121.044037
640;417.240540;195.216537;321.129852;359.401611;29.914158;196.989166;359.062073;-92.204109;109.433495
641;417.852234;194.040848;321.245850;359.145081;30.145191;191.197281;357.102509;-88.184219;98.347610
642;418.604462;192.149033;320.502563;359.064087;30.527065;185.495529;355.944275;-83.581924;87.198334
643;418.938690;190.170059;320.519348;359.382050;31.246363;180.040894;355.105988;-78.177437;76.672699
644;419.642853;188.367737;319.907135;359.770111;32.119225;174.521301;354.956757;-72.392105;66.442238
645;419.623474;187.183701;319.757843;360.055786;33.413445;168.982651;354.963806;-66.696495;56.821270
646;419.796600;186.167984;318.869476;360.304657;35.034088;163.594116;354.948730;-60.858547;47.740707
647;420.086090;185.821381;318.344360;360.573425;36.787212;158.573959;354.557770;-55.132683;39.341835
648;420.550659;184.805801;317.902161;360.819519;38.481804;153.849335;354.284973;-49.449615;31.226875
649;421.211151;183.908890;317.406647;361.382019;40.231220;149.333847;354.074738;-43.556210;23.307117
650;421.536804;182.804504;317.106659;361.857758;41.787342;145.426956;353.960449;-37.094173;16.003782
651;422.355499;181.261719;316.748718;362.594482;43.376251;141.537445;353.886475;-30.687811;9.205342
652;423.231293;180.159973;316.358215;363.415375;45.337345;137.751022;354.287170;-23.876812;2.600174
653;423.855743;178.832275;315.667633;363.888184;47.293079;134.344788;354.750458;-16.839001;-3.348037
654;424.505005;177.409439;315.402924;364.727936;49.489742;130.941223;355.149841;-10.051036;-9.159112
655;425.054779;176.369354;314.921173;365.360229;51.726944;127.849091;355.382324;-2.939941;-14.246907
656;425.276489;175.420456;314.729584;366.002167;53.800491;124.909691;355.797943;4.070627;-19.208929
657;425.786652;173.939850;314.378479;366.693359;55.902863;122.371391;356.075958;10.985506;-23.682369
658;426.474609;173.062164;313.941925;367.221741;58.013607;119.904297;356.568054;17.906555;-27.499237
659;426.722931;172.025757;313.609619;368.139648;60.134827;117.783943;357.191010;24.571241;-31.036575
660;427.200439;170.918304;313.205902;368.616730;62.277187;115.867233;357.832977;31.330870;-34.286690
661;427.281250;169.920654;313.294189;369.211792;64.311325;114.246376;358.043182;37.692657;-36.769012
662;427.565735;169.076065;313.030090;369.612549;66.255951;112.801521;358.524323;43.815834;-39.013359
663;428.215118;168.527100;312.957123;370.506378;68.246933;111.382385;358.861206;49.649055;-41.007977
664;427.911896;167.758591;313.120514;371.008057;70.162468;110.049179;359.596588;54.986938;-42.837425
665;427.976105;167.021942;313.098663;371.382080;72.177521;109.025154;359.936707;60.092911;-44.377396
666;428.193939;166.736252;312.968323;371.653107;73.981056;108.202888;360.025330;64.430176;-45.204262
667;428.309631;166.646774;312.944275;371.959259;76.039970;107.386963;360.332581;68.529427;-46.272030
668;428.261475;166.699265;312.982300;372.076508;77.686562;106.667244;360.438690;72.200821;-47.145416
669;428.189301;166.804398;312.937195;372.277802;79.364159;106.032654;360.524261;75.287239;-47.913361
670;428.093048;167.473923;312.858093;372.397736;80.914848;105.282387;360.516815;77.737030;-48.591469
671;428.052032;168.099060;312.564758;372.162415;82.325790;104.984833;360.497986;79.877663;-49.130573
672;427.805695;168.774551;312.716125;371.945251;83.742691;104.556580;359.970856;81.769829;-49.552834
673;427.655243;169.780502;312.579498;371.685455;84.825401;104.185455;359.741394;83.245232;-50.253864
674;427.674438;170.463913;312.373138;371.453827;85.820549;103.928719;359.565674;84.466049;-50.705730
675;427.642548;171.477356;312.273590;371.124512;86.859093;103.720711;359.099548;85.243752;-50.721832
676;427.625061;171.936432;311.960327;370.660889;87.639023;103.860077;358.579315;85.749908;-50.589905
677;427.301025;172.735825;312.001984;370.175415;88.069305;103.926834;358.160461;85.971420;-50.657177
678;427.096710;173.465927;312.046234;369.461517;88.677063;104.107475;357.180969;85.675606;-50.088455
679;426.904785;174.096832;311.939026;368.829376;88.861153;104.202873;356.697296;85.060165;-49.641663
680;426.557556;175.308899;311.652893;368.267792;88.998856;104.557938;356.327087;83.705109;-49.222443
681;426.587585;176.328949;311.585419;367.686096;89.053452;104.952110;355.636780;81.810181;-48.542767
682;425.946930;177.263458;312.038696;366.603790;88.679588;105.459175;354.715027;79.691788;-47.738262
683;425.649811;178.731003;311.937256;365.765289;88.225349;106.221367;354.198059;76.609764;-47.618198
684;425.072418;179.430069;311.931366;364.934906;87.852531;106.846237;352.960785;73.110382;-46.582561
685;424.913391;180.416092;311.905212;363.737152;86.762802;107.735458;351.710419;69.418159;-45.094883
686;424.341675;181.488953;312.263184;363.063354;85.951935;108.725243;351.040833;65.307632;-44.008106
687;423.918427;182.674149;312.240814;362.023102;84.686127;109.944908;350.041565;60.891369;-42.143471
688;423.680511;183.925751;312.195465;361.061523;83.438225;111.223503;349.250366;56.017632;-40.222363
689;423.222809;185.355881;312.576508;360.182983;82.267586;112.626907;348.126740;50.722889;-37.867310
690;422.677948;186.237625;312.477173;359.202118;81.048492;114.180489;347.435669;45.263416;-35.643761
691;422.244537;187.452454;312.586761;358.097778;79.783653;115.990517;346.720917;39.666176;-32.978645
692;421.863983;188.586258;312.773773;357.338654;78.298378;117.829567;345.702393;33.815861;-29.858147
693;421.832153;189.782028;312.532898;356.272217;76.646828;119.820473;345.002289;27.637171;-26.007298
694;421.580414;190.902969;312.410797;355.465820;74.990181;122.310379;344.315399;21.551643;-21.634344
695;421.216675;192.131348;312.547028;354.813751;73.196625;124.886192;344.493652;14.993779;-17.131308
696;421.118744;193.435745;312.384796;354.336884;71.407776;127.429367;344.155396;8.502122;-11.979617
697;420.991211;194.691345;312.354309;353.595245;69.515717;130.721939;344.024231;1.669417;-5.964827
698;420.825073;196.448410;312.153625;353.271759;67.618340;134.121552;344.205933;-5.343275;0.445835
699;420.722992;198.157867;311.838531;352.782654;65.901596;137.880783;344.043427;-12.586200;7.841479
700;420.552521;199.587189;311.666748;352.384613;64.076057;142.252701;343.989960;-20.010029;16.046597
701;420.661011;201.139160;311.419342;352.208801;62.512310;146.859833;344.316528;-27.264042;24.951136
702;420.294586;202.571381;311.758118;352.139374;60.836277;151.931580;344.635773;-34.376102;35.113995
703;419.959595;203.973953;311.616547;352.198181;59.416477;157.458466;345.234192;-41.451801;45.741768
704;419.973541;205.592194;311.396179;352.203613;58.199871;163.490387;346.100098;-48.341167;57.283474
705;419.555389;207.126770;311.380676;352.343048;57.217468;169.915970;347.100525;-54.841404;69.858597
706;419.185547;208.657074;311.400421;352.662750;56.315514;176.906616;348.066956;-60.775173;83.513199
707;418.763519;210.354919;311.873291;353.240936;55.510120;184.251465;349.432190;-66.400948;97.388138
708;418.583160;211.649796;311.783447;353.974213;55.035336;191.752472;351.149384;-71.488213;111.959198
709;418.013062;212.626282;312.445587;354.653717;54.658966;199.915909;353.180023;-76.076462;126.624733
710;417.496307;213.792572;312.856720;355.422333;54.314892;207.792923;355.410004;-79.980553;142.055359
711;417.219482;214.302994;313.140778;356.473175;54.409950;215.931076;357.156281;-83.294334;157.912781
712;416.717072;214.966675;313.591125;357.468018;54.573158;224.076477;359.497253;-85.816566;174.095886
713;416.119293;215.316406;314.233215;358.216644;55.037804;232.089340;362.086212;-87.675095;189.909637
714;415.841400;215.422501;314.404266;359.398956;55.682354;240.012024;364.691498;-89.099518;205.943192
715;415.312622;215.250061;315.135345;360.492035;56.165916;248.070557;367.314270;-90.150078;222.318863
716;414.798340;214.697601;315.773010;361.774994;57.143845;255.870056;370.207611;-90.477776;237.950089
717;414.542542;214.292297;316.133331;363.001617;58.157520;263.237030;373.169952;-90.002769;253.714294
718;413.884552;213.652237;316.637146;364.037262;59.448605;270.519531;376.301697;-88.967422;268.914307
719;413.486176;212.718948;317.364227;365.327576;60.788483;277.441986;379.670624;-87.146904;283.602631
720;413.135864;212.052948;317.695618;366.767426;62.147114;284.182312;382.843811;-84.886787;298.171539
721;412.568237;210.858688;318.250732;368.256744;63.846508;290.622070;386.435150;-81.983574;312.023468
722;412.306946;209.955673;318.718140;369.689056;65.553810;296.586823;389.956848;-78.696999;325.253021
723;412.023254;208.989166;319.296387;371.156494;67.282959;302.405212;393.742737;-74.977882;337.812714
724;411.512421;207.635086;319.797272;372.748169;69.426826;307.593384;397.724152;-70.633385;349.583344
725;411.449036;206.978455;320.105774;374.563324;71.524651;312.707703;401.634003;-65.931328;360.825897
726;411.211334;205.655441;320.644562;376.286255;73.878059;317.417572;405.485229;-61.223076;371.708191
727;411.283905;205.194321;320.958557;378.086945;76.392975;321.857635;409.665619;-55.794132;381.418304
728;411.186340;204.143875;321.265778;379.867737;78.785927;325.786591;413.622284;-50.227947;390.893188
729;411.043610;203.388397;321.656494;381.783997;81.280357;329.567657;417.684998;-44.798035;399.204956
730;411.062836;202.685150;322.030670;383.789246;83.894318;333.137177;421.692383;-38.615898;407.382355
731;411.246948;202.296646;322.088409;385.694824;86.781998;336.286652;425.905060;-32.809532;414.566437
732;411.382904;201.939026;322.357483;387.573547;89.425499;339.106201;429.853455;-27.007662;421.331268
733;411.538513;201.374756;322.878662;389.589722;92.204544;341.841705;433.314850;-20.819977;427.495514
734;411.615784;200.708160;323.523499;391.549957;95.083893;344.096527;436.683594;-15.044333;433.289612
735;411.666565;200.522903;323.878967;393.408691;97.863541;346.380676;439.961670;-9.166524;438.499847
736;411.922546;200.231461;324.265686;395.092529;100.519119;348.321136;442.850433;-3.618453;443.147339
737;411.941711;199.775970;324.972137;396.766266;103.010445;350.022247;445.469543;1.751612;447.120209
738;412.229126;199.296036;325.312927;398.105408;105.204941;351.334778;447.652130;6.347043;450.829956
739;412.517609;199.163055;325.744354;399.223358;107.123772;352.430481;449.620636;10.698434;453.818878
740;412.827240;198.910858;326.008148;400.188110;108.769249;353.518707;450.709106;14.206750;456.380585
741;413.226379;198.822784;326.185150;400.820587;109.743088;354.094971;451.477722;16.682800;458.441956
742;413.501190;198.890732;326.385132;401.083069;110.386848;354.689911;451.693573;18.393330;459.909637
743;413.907867;199.041763;326.402283;401.249817;110.732224;354.876862;451.468353;19.326868;460.939178
744;414.086975;199.232574;326.412537;401.163574;110.711754;354.913330;451.083160;19.306856;461.158020
745;414.262238;199.494644;326.331512;400.895142;110.352203;354.750244;450.439667;18.318262;460.666290
746;414.531769;199.872162;326.036469;400.566406;109.682770;354.340454;449.903687;16.695814;459.801208
747;414.611725;199.976273;325.939758;400.182251;108.640388;354.033661;449.380890;14.707569;458.277191
748;414.630493;199.992569;325.866669;399.674408;107.287865;353.700409;448.722931;12.015074;456.465454
749;414.607971;199.942749;325.894318;399.166992;105.863037;352.998840;448.411743;9.202145;454.499725
750;414.623901;199.763184;325.945313;398.909210;104.341698;352.606964;448.214691;6.134566;452.648315
751;414.477905;199.255920;326.063080;398.500305;102.761208;351.891663;448.178833;3.205549;450.489166
752;414.275818;198.888977;326.220123;398.423584;101.132133;351.188416;448.085327;0.485284;448.337738
753;414.190613;198.543304;326.140411;398.174072;99.389221;350.714111;448.265533;-2.270714;446.352722
754;414.090790;198.266174;326.045807;398.210693;97.761963;349.948914;448.455353;-5.076193;444.469849
755;414.002960;197.618805;326.033630;398.155823;95.982628;349.109680;448.952087;-7.926055;442.396301
756;413.803772;197.106644;325.793549;398.155731;93.998444;348.361542;448.994141;-10.844494;440.754211
757;413.560242;196.794556;325.585510;398.093384;91.796326;347.392456;448.755981;-14.256952;438.771606
758;413.302643;196.464874;325.332794;397.810913;89.464676;346.399536;448.298798;-18.021799;436.481903
759;413.151062;195.791611;325.038910;397.458313;87.000000;345.048645;447.625092;-22.244900;433.787506
760;413.204285;195.458466;324.697449;397.069305;84.092384;343.706635;446.615753;-26.922678;430.768036
761;413.319092;195.026230;324.125641;396.747925;81.067451;342.124908;445.448303;-32.301411;426.782349
762;413.377472;194.874847;323.837738;396.010040;77.616005;340.088257;443.919159;-38.143986;422.211639
763;413.447601;194.883728;323.572784;395.382233;73.741348;338.089813;442.524384;-44.659126;416.773285
764;413.460724;194.846207;323.446320;394.387970;69.663536;335.718292;440.594849;-51.518387;410.515198
765;413.659210;194.725266;323.096222;393.414917;65.327934;332.845001;438.610718;-58.589256;403.798950
766;413.758240;194.555527;322.997070;392.165222;60.973541;329.813293;436.171082;-65.537010;396.242188
767;413.857269;194.309647;322.931641;391.019318;56.551300;326.359833;433.669189;-72.770164;388.070801
768;413.984680;194.081497;322.891113;389.650330;52.289791;322.980713;430.945160;-79.709152;379.143616
769;414.010345;193.817474;322.913788;388.448944;48.293030;319.055359;428.083252;-86.464188;369.933411
770;414.098206;193.454300;322.839020;387.277985;44.365582;315.048737;425.374786;-92.724319;359.984222
771;414.029968;193.039398;323.037659;386.162567;40.638771;310.727112;422.523621;-98.615349;349.753418
772;413.862976;192.186554;323.268921;384.866699;37.185715;306.401367;419.520691;-104.054901;339.233582
773;413.816620;191.491272;323.207977;383.591583;33.864475;301.840057;416.798401;-109.022346;328.349396
774;413.967987;190.937927;323.291565;382.478455;30.677006;297.101990;414.003143;-113.597244;316.952301
775;413.822754;190.199692;323.330200;381.223907;27.615763;291.958710;410.790436;-118.008102;305.567535
776;413.762024;189.327560;323.919037;380.074554;24.700056;286.794861;408.098358;-121.686279;293.664520
777;414.017120;188.384521;324.008331;378.798706;21.975084;281.673798;405.093140;-125.119728;281.684296
778;414.160614;187.548706;323.988892;377.710052;19.582439;276.311096;402.065918;-127.905312;269.972321
779;414.212250;186.338303;324.652954;376.465363;17.053928;270.738892;399.451965;-130.254654;257.452698
780;414.627411;185.202286;324.812836;375.738892;14.912945;265.289795;396.858795;-131.671661;244.796585
781;414.851196;184.688187;324.754395;374.616699;13.009706;259.309601;394.263031;-133.118561;232.691116
782;414.801544;184.070419;325.145081;373.359283;11.170103;253.496872;391.861084;-133.724228;219.812378
783;415.222809;183.258865;325.221405;372.287903;9.294323;247.278915;388.817719;-134.400345;207.954117
784;415.641449;182.607437;325.364868;371.495026;7.852646;241.299438;386.473785;-134.236847;194.749130
785;416.094421;181.360611;325.385895;370.570801;6.311304;235.255066;383.792053;-133.922760;182.521027
786;416.322113;180.317001;325.589508;369.732117;5.132573;229.502457;381.761536;-132.738678;170.041412
787;416.577240;179.193115;325.565643;369.110870;4.057923;223.831665;379.755493;-131.329422;157.911987
788;416.916565;178.054932;325.640167;368.139771;3.124119;217.606720;378.052673;-129.294189;145.565323
789;417.386780;176.992203;325.503265;367.786560;2.519225;211.669983;375.824432;-127.214058;133.822403
790;417.664703;175.657242;326.258728;366.844360;2.035008;205.764374;372.945984;-124.867477;122.274544
791;418.121826;173.717316;326.583252;366.262177;1.481776;200.240891;370.414215;-121.682106;110.716911
792;418.513275;171.096802;326.839783;365.839508;1.053337;194.731506;368.768341;-117.622368;98.884743
793;419.106628;168.831879;327.555939;365.777527;0.595194;189.611969;367.635223;-112.833916;87.357361
794;419.323364;166.534637;327.886108;365.868286;0.428661;184.798950;366.782715;-107.310959;76.689873
795;419.795166;164.183441;328.390869;366.229889;0.698609;179.898941;366.079803;-101.758728;66.680046
796;419.753021;162.191757;328.896210;366.242432;1.303491;175.043015;365.133667;-96.133926;57.292252
797;420.354980;160.420181;328.892059;366.445740;2.108019;170.398285;363.787567;-90.678459;48.416729
798;420.927704;158.378098;329.646057;366.554840;3.031888;166.234009;362.558868;-85.080536;39.759327
799;421.681335;155.973267;329.652435;367.220093;4.022525;162.350464;361.035828;-79.136108;32.102997
800;422.480652;153.681656;329.734741;367.815765;5.094984;158.882965;359.855743;-72.539734;24.773050
801;423.735962;151.761642;329.475464;368.567535;6.180463;155.497345;359.353394;-65.446228;18.115126
802;424.578766;150.002335;329.710632;369.351196;7.878333;152.203949;359.575134;-57.936226;11.473492
803;425.588898;148.464279;329.088165;370.139923;9.729291;149.059113;359.156647;-50.499672;6.023510
804;426.642670;147.566345;328.933319;371.074249;12.191492;145.868713;359.495636;-42.586433;0.556477
805;427.647919;146.361282;328.411102;371.747253;14.886266;143.057877;359.384796;-34.978828;-4.176801
806;428.545837;145.627289;327.908020;372.310455;17.831017;140.288757;359.496002;-27.291960;-8.387347
807;429.485718;144.749619;327.560242;373.100494;20.559605;137.968384;360.049255;-19.624128;-12.450823
808;430.375946;144.259583;326.876160;373.975677;23.515806;135.760635;360.984863;-11.912974;-15.983721
809;430.863464;144.174026;326.577972;374.919312;26.205469;133.754166;361.631927;-4.664296;-19.055214
810;431.471710;144.197495;326.259430;375.775604;28.913279;132.067047;362.525726;2.167273;-21.721972
811;432.046356;144.479706;325.712158;376.723419;31.799467;130.208771;363.357513;8.763548;-24.025837
812;432.363312;144.704208;325.386902;377.552368;34.801273;128.189072;364.185425;14.856535;-26.253042
813;432.807739;145.214859;324.955780;378.122589;37.696404;126.519264;365.180847;20.463276;-28.490906
814;433.312378;145.642105;324.355743;378.712158;40.710243;125.027946;366.123688;25.598625;-30.450495
815;433.719788;146.314346;323.545715;379.475494;43.564121;123.412483;366.733978;30.615417;-32.139935
816;433.855530;147.145935;323.172394;379.991058;46.162949;121.881065;367.630646;34.991566;-34.130394
817;433.893097;147.851685;322.556763;380.400116;48.710915;120.200447;367.995056;38.933804;-35.510143
818;434.310577;149.167953;321.648834;380.919922;51.134159;118.910263;368.481140;42.907623;-37.126022
819;434.402771;150.284668;320.982666;381.130920;53.278690;117.810020;369.011993;46.172253;-38.714771
820;434.407745;151.054398;320.615448;381.416870;55.767735;116.423973;369.679199;49.231831;-40.063801
821;434.339630;152.166229;320.140808;381.679474;57.738956;115.237167;369.944763;52.327606;-41.224689
822;434.495728;153.031906;319.443146;381.936127;59.801861;114.251839;370.274048;55.102573;-42.077976
823;434.736511;154.236694;318.804779;381.784851;61.702297;113.349045;370.817810;57.759758;-43.271053
824;434.779205;155.136963;318.337677;381.870026;63.656670;112.451385;370.896027;60.061852;-44.009289
825;434.749756;155.912598;318.070374;382.053070;65.228455;111.826309;370.994720;62.317680;-44.668491
826;434.663727;156.851349;317.736511;381.900543;66.579102;111.217506;371.218353;63.813072;-45.088982
827;434.776825;157.632599;317.242493;381.743591;67.892708;110.977531;371.333771;65.503914;-45.565426
828;435.021790;158.203964;316.950500;381.479187;68.950356;110.677132;371.461914;66.711807;-46.031616
829;434.924805;159.110550;316.831177;381.455841;69.911224;110.376686;371.180481;67.259232;-45.939259
830;434.634003;159.465851;316.987000;381.341309;70.645546;110.123055;370.827698;67.591583;-45.905571
831;434.392853;159.966446;316.868591;380.891907;71.080505;110.122383;370.482697;67.579430;-46.019554
832;434.271423;160.666794;316.751099;380.382507;71.398384;110.119057;370.059052;67.216515;-45.898510
833;434.074829;161.059052;316.683014;379.769836;71.339645;110.309700;369.629456;66.395805;-45.761608
834;433.723083;161.467834;316.735413;379.220978;71.176697;110.556938;369.138000;65.222542;-45.276218
835;433.553802;161.957703;316.826233;378.785095;70.909760;110.979362;368.341064;63.523792;-44.430492
836;433.592834;162.586792;316.767517;378.349640;70.414063;111.426483;367.799530;61.291821;-43.625526
837;433.144897;163.494049;317.106049;377.719696;69.790466;112.014832;367.244293;58.447239;-42.528286
838;432.945862;164.697601;316.861359;376.884491;69.203575;112.757324;366.929108;55.318390;-41.509018
839;432.751129;165.947098;316.757324;376.159149;68.246040;113.824280;366.215027;51.243210;-40.074986
840;432.428375;166.877441;316.532837;375.641113;67.455490;114.466980;365.616302;46.818821;-38.476925
841;432.027954;168.421005;316.579712;374.547089;66.098137;115.779976;365.234497;41.570625;-36.579357
842;431.623627;170.177063;315.879211;373.795105;64.732231;117.170883;364.698486;35.992695;-34.462330
843;431.420471;171.612732;315.887024;373.067291;63.208309;118.666779;364.034302;29.888771;-31.442411
844;430.912476;173.561157;315.752747;372.336609;61.578205;120.466934;363.451782;23.269876;-28.079624
845;430.281372;174.975464;315.694733;371.567535;59.767899;122.502777;363.163025;16.094116;-24.382015
846;430.263214;177.146454;314.986816;370.985840;57.894070;124.886917;363.110138;8.822752;-19.887880
847;429.474701;178.698364;315.404602;370.374359;56.265427;127.586365;362.936890;1.111150;-14.561661
848;429.292511;180.446487;314.868561;369.749023;54.240990;130.878922;363.273773;-6.849186;-8.696585
849;428.610779;182.576599;314.909058;369.228088;52.344398;134.438538;363.633972;-14.903945;-1.676588
850;428.306641;184.423599;314.626740;368.632477;50.508514;138.738602;363.857727;-23.186975;6.618795
851;427.646149;186.896423;314.551636;368.236542;48.529346;143.386963;364.312500;-31.785872;15.447686
852;427.453827;189.066788;314.127258;367.982208;46.364044;148.664841;364.560059;-40.019135;25.694088
853;426.876038;191.268433;314.407501;367.626343;44.607334;154.635162;364.637695;-48.347710;36.835068
854;426.436829;193.131912;314.355499;367.426270;42.776100;161.175980;365.331543;-56.322994;48.941254
855;425.965088;195.048080;314.909302;367.186462;41.280525;168.284561;365.814148;-64.058624;61.879288
856;425.396301;196.682404;315.005707;367.039154;39.859768;175.805084;366.710480;-71.362885;75.586205
857;424.577667;198.242126;315.724945;367.150269;38.793118;183.709900;367.870819;-78.081703;89.870171
