Marta_trial;;;;;;;;;
Date:;29/07/2020;;;;;;;;
Time:;17:12:00;;;;;;;;
Type:;muscu_imu;;;;;;;;
Description:;;;;;;;;;
Notes:;;;;;;;;;
;;;;;;;;;
TRAJECTORIES;;;;;;;;;
100.000000;Hz;;;;;;;;
;R_shoulder1;;;R_elbow2;;;R_wrist3;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z
815;431.411926;244.599106;505.657715;196.817322;177.050919;519.330566;45.599125;140.575211;475.751831
816;432.307281;245.547714;512.213928;197.989563;179.277634;532.525085;45.226315;142.980545;493.058319
817;433.505524;246.624741;518.532959;199.349472;181.228241;545.224060;45.178341;145.185226;510.058533
818;434.851990;247.573425;524.447815;201.138138;183.391815;557.352722;45.586666;147.467468;526.328308
819;436.108490;248.219894;530.144348;202.629974;185.298904;569.378723;46.242771;149.609741;542.218689
820;437.447449;249.270554;536.080688;204.754211;187.186096;580.838623;47.204159;151.637375;557.487061
821;438.743774;249.790390;541.642639;206.870575;188.970490;591.880249;48.485748;153.501099;572.290161
822;439.904388;250.486725;546.993652;209.262268;190.704163;602.500122;50.114391;155.222870;586.430054
823;441.509094;251.065765;551.940918;211.651611;192.183044;612.495056;51.943733;156.886383;600.292847
824;442.841370;251.369919;556.764893;214.005783;193.457260;622.063232;54.069866;158.515137;613.449524
825;444.076172;251.731369;561.406677;216.657547;194.552750;631.278809;56.161823;160.225052;626.054688
826;445.515808;252.396454;565.736877;219.236816;195.641205;639.924316;58.597374;162.031815;638.079712
827;446.858185;252.645874;569.712158;221.772034;196.724304;648.118408;61.014050;163.833160;649.445862
828;448.166687;252.935501;573.669678;224.336609;198.000046;655.742615;63.418224;165.704468;660.276184
829;449.479095;253.142715;577.161377;226.954987;199.367676;662.831299;66.109741;167.646454;670.256470
830;450.696106;253.494705;580.472961;229.417480;200.825958;669.420288;68.469208;169.550400;679.787415
831;451.871826;254.081802;583.588379;231.809280;202.239197;675.720703;70.963730;171.325958;688.480652
832;453.118622;254.371597;586.135254;234.192505;203.748825;681.346252;73.552231;173.011002;696.454773
833;454.385315;254.693420;588.450012;236.464798;205.331268;686.518311;75.561722;174.651505;704.131226
834;455.556702;255.215515;590.232056;238.579636;206.785599;691.451843;77.705963;176.260025;710.711853
835;456.669952;255.727493;592.100525;240.610382;208.093567;695.721985;79.736725;177.798843;716.942566
836;457.591827;256.229523;593.491272;242.395248;209.260590;699.703918;81.644669;179.253876;722.319397
837;458.434143;256.984863;594.640564;243.995499;210.273788;703.177429;83.404259;180.549332;727.408630
838;459.088287;257.281494;595.781860;245.549606;211.117950;706.242126;85.034401;181.778152;731.760437
839;459.910004;257.815277;596.776184;246.879761;212.031509;709.018127;86.339325;182.916000;735.675842
840;460.645813;258.285400;597.604492;248.134460;212.732285;711.232910;87.671722;184.073029;738.919617
841;461.045654;258.679291;598.235229;249.350800;213.801407;713.400696;88.669159;185.010178;741.893250
842;461.479431;258.929535;599.002808;250.135345;214.552887;714.937134;89.600632;186.091019;744.172913
843;461.709717;259.127258;599.692200;250.798935;215.218277;716.202515;90.457680;187.070679;745.881348
844;461.974365;259.246826;600.144287;251.452972;215.873367;717.022400;90.969612;187.768402;747.341125
845;462.352234;259.425079;600.502930;251.729355;216.536652;717.554260;91.268265;188.524475;748.430237
846;462.467682;259.600403;600.643066;251.826904;216.907150;717.708435;91.405205;189.229385;748.771912
847;462.463867;259.790375;600.592957;251.803619;217.423645;717.721741;91.332558;190.019531;748.830811
848;462.382477;260.060974;600.418640;251.681595;217.898468;717.433167;91.040535;190.767059;748.132690
849;462.032471;260.239868;599.906250;251.149841;218.315720;716.552490;90.538368;191.382584;747.558472
850;461.805664;260.427368;599.258606;250.405869;218.821701;715.444885;89.902985;191.942413;745.740601
851;461.268188;260.472260;598.373657;249.714508;219.314316;713.968384;88.893547;192.403015;744.075806
852;460.959839;260.765320;597.431152;248.842743;219.623856;712.185425;87.903687;192.597977;741.449524
853;460.230316;260.808777;596.184998;247.495605;219.766663;709.826172;86.773308;192.681396;738.343384
854;459.608093;260.958282;594.741394;246.060730;219.650894;707.319092;85.199463;192.459900;734.746582
855;458.727844;261.038055;593.204529;244.851486;219.622482;704.264648;83.642197;192.031189;730.575928
856;458.126709;261.081757;591.395203;243.231369;219.196045;701.024719;82.011116;191.297409;725.885376
857;457.154144;261.159973;589.315186;241.543411;218.540222;697.275574;80.000732;190.208725;720.859131
858;456.255005;261.332153;587.139160;239.701340;217.975266;693.094910;78.219421;189.076782;715.024658
859;455.615265;261.249603;584.872009;237.872543;217.152390;688.354370;76.492599;187.728317;708.569824
860;454.480804;261.325592;582.474670;236.052628;216.344513;683.256348;74.605461;186.123657;701.740784
861;453.803223;261.335419;579.951782;234.094604;215.496674;677.622375;72.806129;184.299316;694.006897
862;452.844330;261.385254;577.073303;232.208725;214.668121;671.366699;70.876869;182.374893;685.855225
863;451.872803;261.364716;574.131592;230.043182;213.747452;664.688171;69.119041;180.406006;677.028015
864;450.981232;261.388702;571.009888;227.912903;212.823349;657.474121;67.324226;178.013504;667.359009
865;449.940063;261.314240;567.668518;225.846802;211.590775;649.864258;65.663261;175.649872;657.156616
866;448.871918;261.376312;564.148865;223.748108;210.430740;641.572205;64.092438;173.137009;646.356262
867;447.974487;261.526794;560.376587;221.745850;209.121765;632.982544;62.643658;170.355209;634.944092
868;446.889221;261.496399;556.302612;220.001923;207.768677;623.650085;61.455971;167.816696;622.349548
869;446.044586;261.578979;552.183716;218.087997;206.383392;613.706299;60.167526;165.110443;609.262146
870;445.210846;261.585846;547.935425;216.231644;205.191879;603.224121;59.282864;162.405075;595.450500
871;444.039948;261.401703;543.555176;214.499329;203.794739;592.075562;58.441544;159.606400;580.716125
872;443.189606;261.189209;538.845825;212.975082;202.295456;580.635559;58.167587;156.719452;565.133179
873;442.235016;261.025696;533.824768;211.653244;200.596039;568.572632;58.138920;153.570068;548.892029
874;441.487610;260.669037;528.714050;210.696960;198.761749;555.863281;58.802055;150.351700;531.899597
875;440.718018;260.349731;523.103699;210.123978;196.893387;542.618042;59.865089;147.102295;514.315979
876;440.020111;259.980072;517.318115;209.712769;194.810852;528.866089;61.442505;143.684662;495.927460
877;439.460907;259.540894;511.850708;209.753586;192.719513;514.352783;63.524929;140.847977;476.993805
878;439.071259;259.320923;505.707367;210.279053;191.056549;499.066467;66.425453;138.190643;457.009613
879;438.687134;259.029968;499.145111;211.001572;189.459457;483.566193;70.303238;136.121262;436.554352
880;438.625946;258.261993;492.514862;212.316345;187.756500;467.318054;75.115685;133.719833;415.293945
881;439.117645;257.604065;485.355865;214.267746;186.101959;450.873566;80.460709;131.102112;393.759888
882;440.162964;257.050232;478.362244;217.344116;183.933899;434.388245;86.714455;127.949776;371.929108
883;441.558594;256.467621;471.548248;221.096970;181.346802;418.432159;93.819435;124.515854;349.943024
884;443.159424;255.775421;464.927673;225.609039;178.519897;402.182434;101.609261;121.103004;327.992554
885;444.916626;254.759293;457.565338;230.561279;175.449890;385.977753;109.747269;118.060631;306.255432
886;446.320831;253.809067;450.577332;235.688187;172.533249;369.948853;118.651222;115.584305;284.249634
887;447.750732;252.499786;443.397888;241.199280;169.872253;353.758698;127.974403;113.949295;262.807648
888;448.901215;251.035202;436.377136;247.054504;168.051575;337.550781;137.698990;112.989815;241.658554
889;450.423309;249.661224;429.347412;252.916916;166.435059;321.820435;148.387741;112.529434;220.912643
890;452.163483;247.999512;422.953583;259.396576;165.487122;306.340668;159.667221;111.983040;200.783157
891;454.307404;246.526108;416.199097;266.036072;164.503876;291.874207;171.101990;111.542297;181.675613
892;456.607635;245.517365;410.441315;273.375549;163.525299;277.624420;183.195282;110.873077;163.230713
893;458.849030;244.577637;404.255463;280.566650;161.915771;264.425201;195.598984;110.304832;145.208023
894;461.852386;244.329239;397.673553;288.451874;160.152985;251.485321;208.229889;109.699608;128.097855
895;463.306274;243.202286;392.854919;296.246094;158.285690;239.088303;220.620041;109.352112;112.421700
896;465.199585;242.436966;387.573608;304.314087;156.708374;227.167236;233.559937;109.354439;97.300278
897;467.126770;241.047241;382.654175;312.209473;155.409698;215.881836;246.258789;109.683105;83.179176
898;468.472290;239.552155;378.100433;320.531769;154.578735;205.262009;259.001678;110.315842;69.805557
899;469.846008;237.868027;373.932861;328.317810;154.089828;195.721878;271.692719;111.164154;57.929554
900;471.323456;236.086014;369.832489;336.527557;153.786026;186.668045;284.230377;111.977913;46.528572
901;472.981842;234.662277;365.812653;344.386353;153.431946;178.336609;296.362823;112.520943;36.272961
902;474.218536;233.485504;362.323364;352.317993;153.336639;170.533936;308.513611;113.433731;26.465538
903;475.693054;232.065277;358.820831;359.896545;153.188004;163.371490;320.148346;114.220116;17.647451
904;477.225403;230.886780;355.444153;367.363586;153.044495;156.521439;331.571808;115.121811;9.596705
905;478.290192;230.070801;352.457001;374.625580;152.975403;150.230621;342.311462;116.449554;2.178518
906;479.657135;229.402756;349.382324;381.682617;153.277939;144.604538;352.901855;117.914772;-4.796335
907;481.195465;228.583038;346.656006;388.450897;153.890244;139.585464;363.308533;119.417061;-10.763582
908;482.800629;228.190765;344.129761;395.179626;154.394531;134.701263;373.193573;120.952240;-16.359295
909;484.264557;228.031784;341.913910;401.533539;155.296585;130.729660;382.407654;122.437897;-21.223547
910;486.053467;228.025787;339.903687;407.288422;155.959290;127.010567;391.798584;124.059906;-25.866951
911;487.325226;228.227722;338.157898;412.790863;156.684219;123.758919;400.337585;125.424484;-29.800795
912;488.623291;229.264709;336.319061;418.354736;157.633835;120.716019;408.640808;126.607887;-33.433117
913;490.160583;229.772583;334.603119;423.301697;158.309097;118.052795;416.379700;128.007568;-36.654335
914;491.206390;230.616867;333.302460;428.191528;159.463943;115.209351;423.929840;129.492935;-39.979565
915;492.171478;231.377441;332.231049;432.615509;160.328781;112.836533;430.967346;130.920593;-42.769611
916;493.113403;231.994324;330.882538;436.676270;161.034424;110.671104;437.334076;132.581360;-45.246933
917;493.871185;232.289413;329.786896;440.677887;162.233215;108.463783;443.147766;134.215866;-47.680176
918;494.542267;232.620911;328.666656;444.269745;163.032394;106.754700;448.904175;135.917603;-49.869915
919;495.209961;232.684189;327.928467;447.712067;163.664200;104.830315;454.046692;137.440765;-51.778912
920;496.074677;232.738098;326.776001;450.702728;164.599350;103.319016;458.457886;138.827225;-53.442410
921;496.630249;232.627441;326.054077;453.674744;165.046890;101.760124;461.864075;140.355362;-54.759247
922;497.161438;232.778976;325.247681;455.709534;165.130463;101.086525;463.587006;141.425201;-55.245918
923;497.326385;232.951019;324.793060;457.463043;165.474167;100.209969;464.794128;142.847290;-55.599003
924;497.733398;233.099533;324.076935;458.168488;165.971161;100.143661;464.806610;143.447083;-55.507996
925;498.049713;233.445496;323.685638;458.306152;166.517197;100.127998;464.339600;144.029053;-55.378922
926;497.918030;233.838882;323.696289;457.471619;166.978271;100.387947;463.479919;144.195618;-55.261696
927;497.463379;234.391052;323.985016;456.225372;167.789795;100.855598;462.778412;143.962021;-55.039955
928;496.705353;234.824265;324.552551;455.038605;168.392548;101.022942;461.789703;143.584045;-54.577496
929;496.269989;235.613037;325.372742;453.526337;168.582214;101.476563;460.914124;143.250259;-54.114697
930;495.637604;236.489914;325.857239;452.371704;168.731079;101.836113;459.838043;142.872360;-53.701160
931;494.774750;236.878036;326.706757;451.292084;168.882111;102.611992;458.935944;142.728683;-53.347656
932;493.916473;237.439972;327.561035;450.238708;168.800552;103.798424;457.774811;142.174164;-52.613720
933;493.655334;237.736282;328.106171;449.747986;168.750610;104.251709;456.669922;141.904190;-51.964874
934;493.347473;237.628677;328.395935;449.127716;168.821304;104.652580;456.047821;141.904526;-51.859997
935;493.271393;237.671524;328.418427;448.758667;168.957199;104.991798;455.392853;141.729660;-51.483017
936;493.315796;237.816116;328.258362;448.643127;169.223984;105.282150;455.221985;141.687546;-51.388927
937;493.746063;238.311264;327.567352;448.834930;169.494705;105.179771;455.343140;141.623825;-51.369770
938;493.945557;238.540466;327.205658;449.367493;169.802567;104.979546;456.105804;141.740631;-51.761665
939;494.194397;239.384445;326.846344;450.152954;170.148483;104.470032;457.081757;141.603561;-51.871288
940;494.718506;240.147812;326.221375;451.383362;170.664825;103.659424;458.089874;141.444077;-52.059002
941;495.471741;241.594467;325.332550;452.711517;171.048721;102.996544;459.818390;141.853302;-52.770004
942;496.007172;242.455475;324.792053;454.115845;171.591309;102.131905;461.305023;142.466919;-53.238716
943;496.797577;243.509872;324.258423;455.651672;172.372803;101.359726;462.513855;142.845108;-53.405472
944;497.696533;244.972809;323.335175;457.076874;172.767990;100.821991;463.527832;143.466263;-53.550495
945;498.364868;245.806793;322.774658;458.174225;173.809692;100.269684;464.107056;144.368591;-53.633625
946;499.526520;247.143555;321.908813;459.040955;174.379929;100.224144;464.233093;145.110809;-53.854694
947;500.055054;247.942978;321.600586;459.533142;175.489044;99.893410;464.102539;146.134842;-53.873707
948;500.566162;248.761963;321.399048;459.408203;176.557007;99.884995;463.683960;146.861740;-53.745747
949;501.360779;249.878586;321.139130;459.026825;177.797943;99.805664;463.135986;147.424179;-53.435711
950;501.471130;250.455566;321.415222;458.105286;179.024796;99.924622;462.284668;147.733795;-53.272038
951;501.393738;251.198349;321.645325;457.353424;180.040009;100.260475;461.188721;148.147629;-52.944515
952;501.272888;251.752625;321.783173;456.426331;180.952133;100.166176;460.494324;148.536911;-53.026340
953;501.112946;252.152374;322.097656;455.200195;181.716125;100.321922;458.903656;148.758026;-52.750191
954;500.963928;252.352325;322.415344;453.808105;182.117264;100.633736;457.740692;148.979034;-52.664925
955;500.860718;252.390060;322.553558;452.088226;182.787582;101.273430;455.708221;149.109619;-52.288052
956;500.673920;252.307480;322.797699;450.360016;183.381500;101.622314;453.409485;149.399857;-52.069431
957;500.189209;252.019928;323.118530;448.302399;183.810913;102.427948;450.772766;149.783371;-51.565609
958;499.678986;251.423615;323.767487;445.914459;184.386932;103.355881;447.414703;150.303802;-50.598858
959;499.270996;250.679001;324.222168;443.298737;185.287476;104.301689;443.350494;151.145004;-49.642998
960;499.035156;250.422302;324.833221;440.045013;186.038467;105.541779;438.529938;151.953217;-48.415604
961;498.389557;249.906265;325.981720;436.238342;186.902939;107.402908;432.617584;153.070908;-46.984070
962;497.837250;249.891983;326.810944;432.095184;188.355682;109.232056;426.097565;154.673309;-45.089214
963;497.080688;250.017670;328.184570;426.846191;189.672134;111.796516;418.119171;156.197617;-42.590710
964;496.364960;250.319901;329.703094;421.311493;191.524506;114.271515;409.266022;157.870346;-39.800671
965;495.672821;251.127441;331.019257;415.036987;193.373489;117.427475;399.761719;160.035339;-36.421204
966;494.748901;252.411118;332.989105;408.058319;195.185303;121.017921;389.498840;161.783234;-32.296757
967;493.916016;253.788223;335.307770;400.565277;196.859955;125.541771;378.210419;163.339188;-27.345312
968;492.850525;255.687622;338.063202;392.584076;197.951920;130.594482;366.129547;164.662094;-21.606834
969;491.647552;257.711060;341.097382;383.819031;199.136932;136.669449;352.963562;166.047653;-14.949901
970;490.679810;259.621277;343.882660;375.072693;200.398392;142.964920;339.562439;167.731247;-7.691041
971;489.431549;261.168213;347.323853;365.523041;201.678696;150.170425;325.202789;169.502655;0.752183
972;487.744171;262.816315;351.246277;355.664703;202.956589;158.310211;310.077667;171.844864;9.978658
973;486.217865;264.619537;354.902100;345.259277;204.776093;167.437759;294.317841;174.348312;20.560566
974;484.234528;265.722473;359.057312;334.917664;206.817627;176.998734;278.361176;177.146912;32.073227
975;481.832642;266.585754;363.736420;324.216980;208.908508;187.550583;262.121582;180.295410;44.758999
976;479.048004;267.658020;368.545105;313.641937;211.177826;198.697784;245.583099;183.387360;58.673954
977;476.442566;268.248474;373.705566;302.923615;213.487915;211.001953;229.204712;187.041153;73.647820
978;473.170776;268.700928;379.466675;292.410309;216.054642;224.179214;212.788284;190.605942;89.778320
979;470.057281;268.990021;385.621185;282.140961;218.339844;238.218323;196.953659;194.529648;107.008980
980;466.843903;269.480774;392.216125;272.536438;220.633377;252.560425;181.843338;198.396896;125.002777
981;463.433990;269.544281;399.325439;263.248840;222.822983;267.929199;166.903412;202.328033;144.315048
982;459.988708;269.515564;407.017029;254.345139;224.899078;283.554230;152.848129;205.993378;164.220627
983;457.034332;269.598602;415.044128;246.068192;226.695313;299.897888;139.330200;209.483139;184.772049
984;454.026062;269.667542;422.888763;238.400604;228.639450;316.526764;126.589317;212.749130;206.373199
985;451.016907;269.618439;431.185883;231.417404;230.328430;333.826996;114.822594;216.165039;228.564316
986;448.334564;269.717865;439.796417;225.088043;232.338867;351.430237;103.894226;219.458328;250.988113
987;446.258514;269.814789;448.300201;219.666107;234.301163;369.231262;93.757385;222.482101;274.206635
988;444.674683;269.912201;456.825745;214.940613;236.333389;387.205444;84.961647;225.541992;297.691711
989;443.276672;270.301361;465.167419;211.032715;238.537186;405.054291;77.016380;228.492538;321.120575
990;442.571655;270.877960;473.484650;207.952240;240.936890;422.949097;70.408104;231.568176;344.865997
991;442.196198;271.643372;481.359344;205.382767;243.234070;440.782135;64.639450;234.684875;368.570435
992;442.267059;272.556854;488.963043;204.043381;246.363785;457.997101;59.668743;237.545288;392.348572
993;442.520416;273.614929;496.421600;203.354340;249.012817;474.891785;55.913139;240.133743;415.609253
994;443.076141;274.788300;503.215607;202.998138;251.667664;492.001312;53.228966;242.630875;438.450684
995;443.952301;276.139038;509.935822;203.489639;254.354599;508.384735;51.429977;244.806152;461.058533
996;445.088196;277.564880;516.612000;204.424957;256.670685;524.344055;50.480579;246.590561;483.266174
997;446.095734;278.830536;522.940186;205.755203;258.725677;539.882446;50.264999;248.348846;504.739380
998;447.394714;280.290314;529.041809;207.740585;260.642609;554.893250;50.781158;249.981110;525.845581
999;448.798096;281.324707;535.084839;209.884094;262.512024;569.310242;52.096626;251.672592;545.944885
1000;450.357635;282.125275;540.961670;212.682205;264.286316;583.195374;53.811855;253.417679;565.475586
1001;451.785065;282.868958;546.682739;215.507645;265.881683;596.511230;56.102898;255.107376;583.989868
1002;453.356781;283.450256;552.214050;218.811584;267.584839;609.254395;58.774803;256.800690;601.916382
1003;454.841278;283.705780;557.553955;221.980240;269.000580;621.300476;61.672520;258.484222;618.905945
1004;456.463623;283.893219;562.760010;225.555939;270.298279;632.539124;65.157242;260.259247;635.224121
1005;458.284637;284.175995;567.539673;229.260559;271.713959;643.515625;68.891319;262.182800;650.536682
1006;459.922211;284.185333;572.301514;233.081696;273.230865;653.730103;72.526611;264.050964;664.954346
1007;461.501892;284.351318;576.446045;236.917465;274.683136;663.208801;76.427391;266.002777;678.517700
1008;463.339508;284.480682;580.482422;240.761353;276.062286;672.311096;80.299011;267.768524;691.301270
1009;464.998718;284.525360;583.921509;244.431046;277.322021;680.523010;84.307922;269.489594;703.139038
1010;466.608673;284.788910;587.104309;247.941574;278.317596;688.282959;88.232986;271.175262;714.108215
1011;468.308563;285.131683;589.766052;251.457855;279.411896;695.418762;92.136429;272.793579;724.312256
1012;469.902039;285.581970;592.280457;254.985809;280.457672;701.978699;95.912300;274.221161;733.784363
1013;471.542816;285.890717;594.366699;258.474182;281.530914;707.983765;99.615166;275.672119;742.348694
1014;473.058807;286.084503;596.439880;261.513000;282.545959;713.379700;103.191719;276.802490;750.323364
1015;474.300629;286.466614;598.201355;264.689270;283.542236;718.327759;106.368263;277.957306;757.397400
1016;475.694763;286.548492;599.592163;267.466370;284.522003;722.334656;109.642281;278.704590;763.878967
1017;476.932037;286.780029;601.076843;270.242310;285.135895;726.369873;112.698387;279.206818;769.480530
1018;477.946442;286.914032;602.334717;272.325806;285.742676;729.622192;115.334236;279.763428;774.396667
1019;479.176025;287.214844;603.604614;274.613586;286.065186;732.641785;117.752411;280.148956;778.785583
1020;480.295959;287.344696;604.801697;276.394073;286.302399;735.148132;119.821465;280.596252;782.104858
1021;481.258209;287.289764;606.024597;277.914886;286.460785;737.186951;121.272575;280.805878;785.015259
1022;481.931610;287.030182;607.484985;279.086792;286.734924;738.763611;122.556938;281.125610;787.410339
1023;482.525604;286.759125;608.351135;279.726593;286.909058;740.296204;123.440697;281.189392;789.455872
1024;482.779877;286.435333;609.562927;280.376068;287.051880;741.377563;123.892357;281.204010;790.642273
1025;482.844574;286.261749;610.528625;280.854492;287.188629;742.058228;123.908974;281.014801;791.635193
1026;482.954865;285.955139;611.049316;280.863129;286.881714;742.556458;123.780388;280.846985;791.875122
1027;482.876434;285.602142;611.383240;280.687439;286.583649;742.647583;123.593872;280.720612;791.700317
1028;482.639801;285.226318;611.399719;279.925049;286.102020;742.267090;122.968338;280.590210;790.851807
1029;482.484436;284.893921;611.152100;279.345917;285.616150;741.633972;122.013298;280.472076;789.739258
1030;482.032410;284.496124;610.542053;278.430176;285.137726;740.570923;120.945610;280.389862;787.890198
1031;481.461792;284.397552;609.847046;277.217865;284.698700;738.871399;119.758408;280.297546;785.746765
1032;480.747833;284.009277;608.943848;275.962860;284.468567;737.081970;118.176079;280.002869;782.867004
1033;480.219177;283.622894;607.809998;274.577179;284.158966;734.652466;116.685860;279.781891;779.590698
1034;479.776398;283.528503;606.473450;273.037018;284.013885;732.171875;114.442017;279.315918;775.779541
1035;479.194977;283.258911;605.324341;271.138977;283.685516;729.246460;112.267242;278.795349;771.395996
1036;478.500854;283.143097;604.004639;269.042145;283.088989;726.245239;109.812782;278.161102;766.678894
1037;477.874084;282.675873;602.634216;266.867615;282.441254;722.781921;107.204010;277.479584;761.393799
1038;476.838074;282.184692;601.480896;264.679169;281.834930;719.054077;104.280533;276.663605;755.714844
1039;475.922211;281.544586;599.952271;262.316772;280.722809;715.132813;101.472687;275.691925;749.823120
1040;474.832794;280.889313;598.675415;259.801117;279.711792;711.003052;98.430115;274.514160;743.403503
1041;473.717041;280.192505;597.253845;257.164307;278.554047;706.214417;95.566223;273.320801;736.468872
1042;472.381653;279.669189;595.444763;254.448669;277.259247;701.105835;92.446434;271.824951;729.076233
1043;471.127350;278.932861;593.511047;251.839691;275.763214;695.836853;89.584122;270.212799;721.159668
1044;470.101746;278.366333;591.638733;248.852402;274.323151;689.778381;86.606110;268.584625;712.831665
1045;468.751831;277.822510;589.106567;246.116562;272.965393;683.460205;83.652512;266.791229;703.682251
1046;467.505646;277.213837;586.278381;243.287354;271.503265;676.344543;80.607628;264.946869;694.059387
1047;466.195862;276.852661;583.389282;240.314667;270.268402;669.061890;77.822174;262.972046;683.966736
1048;464.838959;276.456024;580.159424;237.643616;268.985596;661.196777;74.719559;261.030273;673.048950
1049;463.376617;275.978424;576.541992;234.594467;267.779755;652.846375;71.764687;258.732544;661.577087
1050;462.030670;275.706940;572.673645;231.683960;266.314941;643.870850;69.122841;256.184174;649.409668
1051;460.394989;275.369568;568.449463;229.093628;264.809753;634.460632;66.711540;253.380920;636.356018
1052;459.102264;275.322540;564.038757;226.637756;263.320984;624.323364;64.541756;250.193161;622.929565
1053;457.709534;275.049377;559.127625;224.467026;261.640106;613.571289;63.054466;246.827515;608.678223
1054;456.455261;274.865784;553.803955;222.377228;259.692322;602.193848;61.719105;243.146179;593.726990
1055;455.118500;274.826721;548.282898;220.640137;257.749847;590.375427;60.831791;239.630859;577.835510
1056;454.001373;274.779327;542.769775;219.325516;255.933075;577.809998;60.378719;235.937851;561.648804
1057;453.137573;274.863800;536.779846;217.994720;254.163925;564.753906;60.381092;232.421494;544.593994
1058;452.181427;274.963013;530.493591;217.324692;252.441055;551.247070;60.730740;228.552689;526.719055
1059;451.581848;274.996246;524.082092;216.768890;250.698166;537.498474;61.669579;224.854248;508.492615
1060;451.134583;275.091339;517.602356;216.744202;248.986313;523.225281;63.388031;221.246445;489.845306
1061;450.932739;275.117065;511.082642;217.265106;247.433884;508.938263;65.341339;217.438919;470.749603
1062;450.851410;275.226685;504.212158;218.250153;245.982239;494.039642;68.167389;213.933075;451.215698
1063;450.838104;275.285248;497.215546;219.598770;244.639969;479.047180;71.560532;210.648361;431.373230
1064;451.008820;275.345215;490.426208;221.332474;243.334457;464.009705;75.514107;207.758987;411.382751
1065;451.509094;275.368988;483.180420;223.236801;242.072647;448.729034;79.875786;204.668701;391.329010
1066;452.143646;275.562225;475.846313;225.720490;240.886871;433.509583;84.924171;202.000793;371.093994
1067;453.114532;275.415375;468.946472;228.504562;239.375427;418.354614;90.508026;199.394638;350.758545
1068;454.223877;275.291229;462.183716;231.595901;237.697647;403.309082;96.567223;196.999451;330.611328
1069;455.539978;275.166534;455.381714;235.201141;236.051498;388.397614;103.191971;194.820053;310.401611
1070;457.065887;274.936859;448.840027;238.875702;234.322601;373.555573;110.347122;193.121780;290.639984
1071;458.527557;274.638336;442.657074;242.678848;232.773911;359.112305;118.250671;191.449371;270.775940
1072;460.427368;274.378723;436.074799;247.315994;231.455490;344.700989;126.775085;190.180954;251.336060
1073;461.598511;273.341370;430.564545;251.956329;230.218048;330.728058;135.928482;188.999893;232.229523
1074;463.396271;272.705994;425.137238;257.139984;228.477509;316.994720;145.529556;187.558105;213.736145
1075;465.237244;271.930634;419.808624;262.460571;226.674316;303.931549;155.780304;185.944016;195.672470
1076;467.020935;271.103424;414.899658;268.147308;224.422638;291.432068;166.030975;184.251038;178.510559
1077;468.662231;269.765076;410.431732;274.217041;222.005188;279.160950;176.795227;182.404388;161.636887
1078;470.221832;268.803955;405.911377;280.517090;219.476685;267.380066;187.713257;180.694061;145.835571
1079;471.649628;267.719330;401.409180;287.104736;216.936279;256.094391;199.083710;179.083878;130.696060
1080;472.916321;266.321198;397.087524;293.943604;214.577820;244.965866;210.635925;177.618256;116.141960
1081;474.080017;264.835114;392.906189;301.240021;212.491394;234.153625;222.626205;176.619095;102.177467
1082;475.013184;263.178925;388.847656;308.410095;210.890411;223.939072;234.822571;176.131165;89.061188
1083;475.563385;261.449219;385.054657;315.800476;209.305984;214.145813;246.620041;175.016464;77.185867
1084;476.462921;259.672577;381.385254;323.325928;208.007553;205.003464;258.636902;174.224121;65.718338
1085;477.338043;257.946075;378.035645;330.665955;206.341232;196.592224;270.895386;173.221466;55.134224
1086;477.676025;255.900620;375.109589;338.009308;204.751526;188.567474;282.802490;172.199005;45.289734
1087;478.449768;254.387726;371.874878;345.233826;202.866791;181.377121;294.883881;171.053207;35.595848
1088;479.283325;252.944580;368.712799;352.720001;201.108871;174.143799;306.207214;170.006241;26.883148
1089;479.592560;250.896729;366.124908;359.759064;199.403854;167.485611;317.534607;169.215851;18.758839
1090;479.939453;249.285889;363.391144;366.546936;198.124023;161.587143;328.164337;168.877365;11.137161
1091;480.449738;247.546249;360.609344;373.295532;197.094772;155.382660;338.754730;168.831177;4.134935
1092;481.090027;245.642410;357.966614;379.669678;196.302765;149.811905;348.870056;169.298965;-2.587841
1093;481.956207;244.007126;355.244019;385.575562;195.932373;144.671387;358.475952;169.895676;-8.431881
1094;482.600586;242.343231;352.742737;391.334991;195.655884;140.175095;367.316803;170.747025;-13.852924
1095;483.807404;240.749481;350.497345;396.833740;195.519714;135.527252;375.719940;171.717270;-19.008110
1096;484.713684;239.652176;348.279663;401.871094;195.299652;131.819916;383.985870;172.756836;-23.672134
1097;485.714111;238.700378;346.348022;406.763214;194.853134;127.640663;391.695129;173.804230;-28.185402
1098;486.251312;237.751755;344.976929;411.344116;194.484451;124.155113;398.964081;175.107269;-32.345352
1099;487.118866;236.883682;342.840515;415.388062;194.087555;121.220238;405.829376;176.317932;-36.162292
1100;487.568451;235.981125;341.474609;419.388306;193.482391;118.177322;411.886627;177.666153;-39.351208
1101;488.106842;234.913605;340.364960;422.590027;193.267319;115.666779;417.579010;179.030304;-42.571941
1102;488.278870;234.178650;339.046478;425.620026;193.154221;113.713943;422.605652;180.462982;-45.193344
1103;488.621552;233.504242;337.923981;428.347595;193.075180;111.580780;427.235535;181.832001;-47.628872
