Marta_trial 2
Date:,2020/07/29
Time:,17:14:48
Type:,muscu_imu
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,R_shoulder1,,,R_elbow2,,,R_wrist3
Field #,X,Y,Z,X,Y,Z,X,Y,Z
1672,517.921997,432.035645,353.517792,353.061768,558.573181,250.975540,245.524338,614.285645,189.768997
1673,520.463928,435.266968,355.856171,358.733643,566.665710,255.937042,251.843140,626.026855,197.370285
1674,522.563599,438.028870,358.331055,363.992615,574.173645,261.550537,257.755035,636.998352,205.849503
1675,524.593628,440.754486,360.961060,368.654297,581.278687,267.724365,262.795502,647.327576,215.507248
1676,526.512939,443.315613,363.814850,372.729950,587.760681,274.644745,267.279480,656.368652,225.718231
1677,528.445923,445.732544,366.612000,376.218201,593.768677,281.981445,271.233002,664.693787,236.556946
1678,530.115662,448.153229,369.467346,379.002838,599.244690,290.056824,274.149689,672.408508,248.382156
1679,531.464783,450.484131,372.331573,381.320099,604.162964,298.429321,276.645050,679.350647,261.066132
1680,532.647827,452.588898,375.531982,383.058258,608.610474,307.044983,278.418182,685.407471,273.871643
1681,533.491394,454.484436,378.847900,384.218750,612.829468,316.371552,279.525757,690.862122,286.996246
1682,534.183838,456.379639,382.105316,385.011627,616.359924,325.434357,280.201385,695.775757,300.581390
1683,534.512634,458.285858,385.443756,385.307648,619.719055,334.876221,280.301941,699.890137,314.636871
1684,534.682373,459.936310,388.972687,385.288879,622.414978,344.723907,280.122040,703.287170,328.483246
1685,534.591797,461.513306,392.504883,385.033600,624.829224,354.302094,279.391876,705.963196,342.645996
1686,533.815491,462.621979,395.901062,384.337921,626.615723,364.317657,278.414154,707.886292,356.879181
1687,533.453064,463.813751,399.519409,383.193359,627.873108,374.089081,277.062683,708.988281,371.083252
1688,532.612732,464.880646,403.373260,381.867096,628.721252,383.966675,275.251709,709.190735,385.074860
1689,531.597839,465.899353,407.136993,380.257294,628.861450,393.829346,273.066803,708.592224,399.122559
1690,530.549744,466.463531,411.260498,378.138641,628.529663,403.572662,270.791534,707.202637,412.744904
1691,528.845093,467.204071,415.135132,375.861633,627.608582,413.113922,268.202515,704.970764,426.239685
1692,527.249451,467.638153,419.200867,373.213257,626.280762,422.430725,265.020874,702.269653,439.420990
1693,525.182190,468.106750,422.923096,370.372498,624.584106,431.483429,261.689789,698.996033,452.048553
1694,523.034912,468.148041,426.979370,367.224426,622.395691,440.048615,257.776611,695.058472,464.158997
1695,520.963318,468.361359,430.532959,363.766479,619.775757,448.450134,253.891403,690.498169,475.977020
1696,518.511658,468.488281,434.191162,359.944733,616.858948,456.588501,249.700729,685.234253,487.004120
1697,515.904724,468.368256,437.312195,356.113037,613.400940,463.875763,245.260193,679.278198,497.539948
1698,513.396484,468.330292,440.568726,351.955658,609.754456,470.950439,240.684509,672.887146,507.063416
1699,510.538818,467.820557,443.516052,347.640259,605.552246,477.257446,235.415222,665.838379,516.272339
1700,507.649689,467.211365,446.110809,343.106598,601.019470,483.349548,229.941620,658.485168,524.755859
1701,504.829437,466.685364,448.433044,338.168854,596.202393,488.654785,224.328262,650.253479,532.206360
1702,501.858002,465.791412,450.321014,333.201447,591.031189,493.514130,218.526016,641.856323,538.749512
1703,498.746490,464.766449,451.895630,327.770081,585.559631,497.778900,212.424377,632.780518,544.599304
1704,495.515656,463.640106,453.434113,322.386566,579.484497,501.398468,206.330734,623.313416,549.375549
1705,492.436798,462.374481,454.673645,316.838287,573.255493,504.366882,199.903717,613.336670,553.350952
1706,488.991760,461.168121,455.240479,311.082153,566.686218,506.739075,193.211792,603.096985,556.403015
1707,485.506317,459.635834,456.082916,305.062622,559.765564,508.336426,186.427704,592.234802,558.367737
1708,482.163055,457.936554,456.360260,299.087585,552.635864,509.272125,179.587570,581.128845,559.269653
1709,478.627899,456.128143,456.536377,292.815735,545.144714,509.616364,172.302444,569.684387,559.333069
1710,474.972473,453.922546,456.312958,286.404999,537.265991,509.246216,165.192017,557.794678,558.280273
1711,471.573425,451.634003,455.992371,279.934479,529.103088,508.126862,157.797256,545.603210,556.199829
1712,467.971405,449.354828,455.557373,273.044281,520.590942,506.515350,150.048843,532.940735,553.143127
1713,464.282532,446.777161,454.468018,266.344513,511.682800,504.188293,142.399948,519.909241,549.149536
1714,460.714569,444.336212,453.492096,259.429688,502.549957,501.082764,134.793564,506.612762,543.579346
1715,456.863342,441.349548,452.270630,252.572083,492.969513,497.433411,127.104462,492.787354,537.743774
1716,453.213928,438.485260,450.877869,245.750946,483.252655,493.005646,119.482483,478.795197,530.503784
1717,449.378387,435.436005,449.192841,238.988876,473.040375,487.838776,112.050247,464.424500,522.029358
1718,445.391052,431.990326,447.387085,232.176392,462.427460,482.143494,104.680565,449.603699,512.693665
1719,441.421753,428.469208,445.156952,225.754303,451.762207,475.552582,97.711227,434.503540,502.194122
1720,437.719574,424.777313,443.002838,219.225021,440.364441,468.539520,91.148346,419.031586,490.965973
1721,433.787109,420.758453,440.597107,213.225647,428.905945,460.766541,84.954659,403.274658,478.633484
1722,429.909393,416.509216,437.986908,207.212952,417.047485,452.212402,79.377556,387.190338,465.541046
1723,425.911316,412.137421,434.988434,202.019714,404.954193,442.940155,74.665154,370.812286,451.543671
1724,421.762756,407.363007,431.942596,197.032166,392.575439,433.037231,70.706375,354.211426,436.726196
1725,417.953796,402.496826,428.496948,192.643860,379.897888,422.563049,67.689186,337.343506,421.191956
1726,414.122253,397.373230,424.691925,188.982025,366.720032,411.630890,65.623192,319.906708,405.153992
1727,410.361389,391.909393,420.802826,186.120148,353.168274,400.252686,64.910622,302.247162,388.685852
1728,406.744019,386.195496,416.832581,183.996735,339.162537,388.503784,65.146660,284.187531,371.881042
1729,403.274841,380.339844,412.453583,182.889664,324.945892,376.697601,66.914764,265.700226,354.857697
1730,399.995941,374.127533,407.860046,182.647385,310.363037,364.353851,69.684418,247.111450,337.568817
1731,397.042633,367.692719,403.268799,183.944916,295.378967,351.577942,74.102859,228.197495,320.404785
1732,394.355682,361.187225,398.223389,185.416306,280.203400,339.340912,79.844986,209.256226,302.991882
1733,391.744446,354.322571,393.367035,187.977585,264.847473,327.232758,86.856377,190.406525,286.056549
1734,389.224457,347.423492,388.574127,191.812241,249.454742,314.370300,95.232712,171.373230,269.238922
1735,387.484222,340.216949,382.990417,196.183395,234.300034,302.306824,105.118752,152.512192,252.522461
1736,385.843201,333.218689,377.548553,201.805542,218.642502,290.068909,115.811111,133.803452,236.543167
1737,384.559418,325.535919,372.103546,208.106918,203.110031,278.378296,128.163803,115.220535,220.936096
1738,383.336975,317.656342,367.307678,215.467621,187.564835,267.266235,141.503036,96.658623,206.165909
1739,382.515717,309.638245,362.137878,223.690216,172.039215,256.581635,155.905197,78.332512,192.407089
1740,381.783569,301.845276,357.467865,233.002899,156.543152,246.688217,171.529587,60.411739,179.452576
1741,381.733917,293.416016,353.223145,242.967239,141.177155,237.541183,188.008179,42.700855,167.776688
1742,381.846771,285.196655,349.014771,253.399857,126.063179,229.672180,205.322845,25.490921,157.472427
1743,382.250549,276.863159,345.273651,264.617126,111.503555,222.493912,223.688339,8.545236,148.374069
1744,382.723999,268.620819,341.702698,276.205017,96.924355,216.446716,242.713150,-8.089313,140.825958
1745,383.451508,260.333954,338.386017,288.640930,82.763596,211.801376,262.500641,-24.209541,134.805435
1746,384.090210,251.931534,335.791901,301.150116,68.559998,208.296219,282.770416,-39.763065,130.589600
1747,384.815979,243.446579,334.045654,313.950562,54.953407,206.393387,303.051117,-55.043297,128.053558
1748,385.699829,235.069641,331.993225,326.950317,41.683784,205.594559,323.408997,-69.613266,127.285217
1749,386.605255,226.389648,331.089447,339.759857,29.039778,206.069870,343.643951,-83.467964,128.631821
1750,387.268250,218.037003,330.746063,352.007080,17.111450,207.989456,363.833191,-96.646530,131.541855
1751,387.801086,209.362869,330.773407,364.522552,5.535022,211.356293,382.628754,-109.005592,136.409042
1752,388.827759,200.884567,331.112335,376.415588,-5.224483,215.648926,401.719177,-120.735619,142.791672
1753,389.507416,192.107574,332.338470,387.258240,-15.630463,221.031372,419.663391,-131.344559,150.853653
1754,390.603241,183.705368,333.622559,397.833832,-25.301422,227.622330,436.468048,-141.408310,160.663147
1755,391.301361,175.229767,335.970062,407.925446,-34.327534,234.897675,452.042084,-150.555908,171.640244
1756,392.289215,166.926254,338.521393,417.206543,-42.713078,243.176285,466.335114,-159.097748,183.637833
1757,393.518372,158.746475,341.209106,425.612396,-50.655163,252.024490,479.279572,-167.069489,196.883698
1758,394.318604,151.038986,344.845581,433.068176,-57.969139,261.828033,490.467743,-174.429901,210.719788
1759,395.427856,143.535065,348.239105,439.806885,-64.684013,271.796478,500.465790,-181.239746,225.400467
1760,396.430969,136.744034,352.170624,445.388855,-70.979103,282.072144,509.114441,-187.645340,240.827744
1761,397.623779,130.402420,355.960144,450.009308,-77.080681,292.885620,516.464661,-193.804657,256.251801
1762,398.664520,124.595474,360.017517,453.992706,-82.508209,303.788177,522.402893,-199.280792,272.236664
1763,399.506012,119.285782,363.807770,457.015137,-87.730301,314.830627,527.382019,-204.476105,288.429230
1764,400.193085,114.452179,367.972382,459.542053,-92.503143,325.679047,531.207397,-209.430679,304.401947
1765,400.850952,109.999397,371.618652,461.083618,-96.931610,336.770325,533.909485,-213.817657,320.634796
1766,401.404480,105.990547,375.304443,462.010437,-100.926521,347.566956,535.606873,-217.989624,336.671265
1767,401.869812,102.422073,378.604675,462.551453,-104.544601,358.145233,536.310242,-221.579330,352.335358
1768,402.274292,99.376274,382.089722,462.279114,-107.830780,368.600403,535.984009,-224.916458,367.945190
1769,402.468048,96.354622,385.256348,461.816467,-110.682671,378.442596,534.939392,-227.811264,382.957153
1770,402.608978,94.045250,388.045380,460.533630,-113.092827,388.270264,532.920349,-230.373703,397.583862
1771,402.843384,91.942223,390.826294,459.179443,-115.148964,397.305145,530.228027,-232.383438,411.583191
1772,402.892090,90.072449,393.379364,457.237823,-116.991776,405.925293,526.881470,-234.018433,424.940796
1773,403.120361,88.589424,395.496368,454.928925,-118.265785,414.179810,522.725952,-235.172729,437.556793
1774,403.195709,87.473877,397.509796,452.224945,-119.298363,421.812469,517.967590,-236.278885,449.694336
1775,403.282501,86.298233,399.250244,449.373749,-120.032051,428.579681,512.968323,-236.757126,460.818237
1776,403.413849,85.472763,401.010376,446.205780,-120.473015,435.012390,507.064331,-236.997864,471.396362
1777,403.187531,84.564110,402.414459,442.642944,-120.613937,440.671661,500.642700,-236.895554,480.632324
1778,403.542542,84.075493,403.025208,438.905762,-120.385208,445.661285,494.107758,-236.506973,489.254242
1779,403.486786,83.682724,403.815491,435.006378,-119.934105,450.021637,487.207153,-235.862823,497.074493
1780,403.196655,83.623955,404.671021,430.930328,-119.247681,453.531677,479.793793,-234.726959,503.755493
1781,403.065796,83.879486,405.149353,426.645996,-118.270889,456.465027,472.460297,-233.466003,509.426514
1782,402.860016,84.118263,405.279388,422.259888,-117.199562,458.782257,464.817017,-231.834824,513.989563
1783,402.438263,84.759415,405.094910,417.691681,-115.678581,460.228210,456.985504,-230.141693,517.853577
1784,402.287170,85.686302,404.507416,413.124939,-114.049103,461.141388,449.085236,-228.144501,520.481018
1785,401.554565,86.708527,404.005646,408.505890,-112.187706,461.348358,441.145142,-226.016937,522.003174
1786,401.228912,88.157684,402.855621,403.798065,-110.171738,460.805450,433.331635,-223.403275,522.394043
1787,400.495911,89.938530,401.890472,399.149292,-107.941444,459.686737,425.295685,-221.019547,521.819153
1788,399.467804,91.832596,400.701965,394.589661,-105.587181,457.799408,417.615723,-218.385696,520.357117
1789,398.607697,94.078049,398.808990,390.002106,-102.981483,455.308685,409.876678,-215.734131,517.781433
1790,397.643707,96.892387,396.775146,385.339020,-100.184143,452.147247,402.786987,-212.812592,514.129822
1791,396.343414,99.768265,394.878693,380.793304,-97.351738,448.609192,395.551697,-210.125381,509.806091
1792,394.908997,103.148758,392.430603,376.414764,-94.332916,444.359497,388.846283,-207.502960,504.322235
1793,393.525330,106.787857,390.168121,372.249756,-91.157402,439.702637,382.287903,-204.755630,498.003906
1794,391.948364,110.965103,387.505951,367.916473,-88.035706,434.447571,376.494415,-201.999176,490.873718
1795,390.505035,115.331123,384.707764,363.874390,-84.476021,428.579163,370.999664,-199.141800,482.750031
1796,388.665039,119.949562,381.887268,360.202301,-80.909836,422.253418,366.178650,-196.346741,473.806396
1797,386.859192,125.157005,379.376923,356.532440,-77.279587,415.253876,361.774750,-193.634033,464.031067
1798,385.028717,130.836304,376.517303,353.097717,-73.342636,408.145294,357.820770,-190.879318,453.163635
1799,383.058075,136.711929,373.649109,349.869965,-69.353462,400.420593,353.942566,-188.214981,441.478516
1800,381.180878,142.882233,370.801941,346.893829,-65.188988,392.042786,350.568695,-185.524323,428.897552
1801,379.124420,149.212921,368.057861,344.119598,-60.766705,383.252869,347.386047,-182.703705,415.197693
1802,377.377258,155.725159,365.093323,341.439240,-56.253780,373.915619,344.521271,-179.625992,400.486206
1803,375.653168,162.050858,362.244537,338.636475,-51.359249,363.795288,341.601715,-176.163864,385.119232
1804,374.086212,168.576065,359.513428,336.111938,-46.174648,353.477386,339.018890,-172.167068,369.042694
1805,372.635406,174.973343,356.716827,333.591095,-40.574249,342.343140,336.382660,-167.671417,351.809753
1806,371.587463,180.748032,353.934937,331.278900,-34.566219,330.848511,333.773468,-162.394531,334.198242
1807,370.483521,186.995285,351.469086,329.123871,-28.070169,318.760742,331.236328,-156.143539,315.830505
1808,369.550049,192.292114,348.594147,327.215302,-21.270937,306.524139,328.680847,-148.847290,297.297913
1809,369.033813,198.362457,345.663391,325.245483,-13.762794,294.048767,326.094452,-140.798782,278.833313
1810,368.550201,203.901184,342.629486,323.697998,-5.405909,281.351685,322.932983,-131.700043,259.965576
1811,368.500793,209.573166,339.235565,322.024506,3.379796,268.758392,319.950806,-121.688332,241.473862
1812,368.737274,215.550720,336.149994,320.347900,13.038930,256.325684,316.350830,-110.670303,222.922409
1813,369.312958,221.601776,332.799408,318.536224,23.545603,243.980896,312.394196,-98.755455,205.071091
1814,370.297729,227.866394,329.197662,316.671783,34.592304,231.928040,308.031799,-86.031670,187.527359
1815,371.358307,234.622421,326.052185,314.374054,46.247555,220.442642,303.543488,-72.094528,170.760361
1816,372.726837,241.354019,322.799072,311.994812,58.558052,209.399323,298.675781,-57.727463,154.695328
1817,374.144012,249.133408,319.524841,309.375641,71.321350,198.895126,293.556610,-42.464619,139.690445
1818,375.935364,256.728760,316.860596,306.608307,84.377396,189.114578,287.971130,-26.464785,125.655823
1819,377.997620,265.146027,313.975739,303.695221,98.053833,180.282974,282.432373,-10.113475,112.680290
1820,380.306641,273.713379,311.700592,300.716003,112.062035,172.441467,276.134399,6.831378,101.260185
1821,382.650116,282.660797,309.736816,297.689880,126.617462,165.743942,269.774658,24.180876,91.124321
1822,385.332581,291.617523,308.619568,294.226196,141.094299,160.096954,263.051849,41.914932,82.111099
1823,388.041473,300.728577,307.844177,290.598785,155.509949,155.776520,255.795761,60.015633,74.559860
1824,390.707947,309.429749,307.954224,286.705109,170.101105,152.192383,248.540573,77.984291,67.891098
1825,393.345795,317.804626,308.641022,282.391968,184.633316,150.070068,240.234497,96.617691,63.503536
1826,396.066956,326.003784,309.177521,277.852264,199.242447,148.753204,232.106522,114.876244,60.247414
1827,398.539490,333.552979,310.663025,272.932861,213.512375,148.552444,223.401932,132.738144,58.774994
1828,400.506805,340.317078,312.596100,267.753571,227.625717,149.991592,214.297226,150.214615,59.065346
1829,401.874359,346.266144,315.557648,262.390717,241.489319,152.436951,205.076675,167.378525,60.802025
1830,402.557983,351.512268,318.915710,256.884613,254.345459,156.093124,195.700699,184.042236,64.216881
1831,402.831757,356.282745,322.548676,251.170135,266.764832,161.183853,186.049316,199.894775,69.082748
1832,402.274506,360.796326,327.194794,245.357544,278.521484,167.056107,176.115967,215.329178,75.837173
1833,401.348724,364.514923,331.601440,239.057709,289.479401,174.309860,166.164688,229.773224,83.532562
1834,400.092621,368.472076,337.219177,232.257980,299.787292,182.344009,155.907028,243.475754,92.761398
1835,398.323151,371.381744,342.461945,225.739822,309.139038,190.861542,145.782471,256.358521,103.026093
1836,396.406708,374.265778,348.333984,218.929932,317.967621,200.318283,135.595352,268.459442,114.245941
1837,394.308594,376.790802,354.290985,211.897491,326.080414,210.727783,125.520683,279.650543,126.853256
1838,391.990784,378.988403,359.988129,205.182922,333.343719,221.494553,115.681206,289.749207,140.189285
1839,389.612610,380.889496,366.505066,198.465271,340.135132,232.744019,105.781906,299.136353,154.254196
1840,387.248138,382.410919,372.496704,192.225067,346.245453,244.770325,96.252312,307.734741,169.073395
1841,384.940063,383.799744,378.753967,186.017883,351.842010,256.690765,87.080620,315.671234,184.619141
1842,382.810486,384.957916,384.715637,180.108887,357.197601,269.161499,78.299850,322.453766,200.694992
1843,380.697388,385.736603,390.719177,174.350586,361.223206,281.700958,70.051239,328.369171,217.003494
1844,378.872925,386.588745,396.563324,169.200836,365.078156,294.052612,62.556328,333.417358,233.340942
1845,377.137115,387.158844,402.112976,164.618698,368.311218,306.605927,55.594891,337.622192,249.943100
1846,375.767029,387.678101,407.036133,160.146179,370.641663,319.138000,49.065929,340.710266,266.467773
1847,374.360809,387.982819,412.097076,156.222778,372.583679,331.255463,43.210941,343.233307,282.967865
1848,373.165222,388.308319,416.568817,152.686218,373.654999,343.256439,37.987598,344.628174,299.198792
1849,372.229889,388.569641,420.638214,149.392075,374.386292,354.764313,33.236786,345.199371,315.042999
1850,371.169830,388.552917,424.468597,146.696335,374.322296,365.742249,29.211782,345.096863,330.075317
1851,370.413849,388.431702,427.708252,143.870667,373.569611,376.476990,25.777266,343.995453,344.700653
1852,369.614594,388.264160,430.738861,141.573441,372.221527,386.671661,22.762787,342.052185,358.726898
1853,368.902679,388.026550,433.497650,139.771255,370.498352,396.102844,19.941217,339.661957,372.052277
1854,367.906311,387.441956,435.823608,137.968933,368.362488,405.114288,17.912979,336.251251,384.297516
1855,367.250092,386.907745,438.049469,136.521240,365.628448,413.238342,16.369865,332.099579,395.787384
1856,366.286438,385.979919,439.763367,135.103607,362.365814,421.061859,14.765037,326.948090,406.595428
1857,365.423187,385.108093,441.770996,133.972763,358.464264,428.102142,13.773733,321.303406,416.118225
1858,364.220551,383.810059,443.411682,132.886230,354.150299,434.555176,12.934442,315.043274,425.193542
1859,362.967651,382.487030,444.924866,131.970917,349.348145,440.216370,12.498735,307.970306,432.719299
1860,361.659027,380.876038,446.463867,131.092743,344.102020,445.292725,12.212581,300.430969,439.685150
1861,360.194305,379.087738,447.896545,130.499847,338.202850,449.638672,12.335702,292.351990,445.437347
1862,358.554993,377.098267,449.418060,130.038544,332.103485,453.325653,12.630272,283.740753,450.230316
1863,356.972931,374.920441,450.596588,129.475159,325.742493,456.141815,12.990025,274.702393,454.111847
1864,355.239532,372.412079,451.880493,128.958206,318.410126,458.630157,13.716641,265.249115,456.801361
1865,353.449768,369.748047,453.071960,128.702744,311.001160,460.374268,14.488739,255.136734,458.749817
1866,351.680542,366.768860,453.983185,128.508011,303.232056,461.409698,15.660914,244.759125,459.459717
1867,349.764221,363.674500,454.667786,128.431244,295.300537,461.691956,16.850477,233.970398,459.355194
1868,348.092285,360.578583,455.119781,128.569916,286.913208,461.282196,18.320429,222.967758,458.246094
1869,346.146240,356.996613,455.679718,128.682327,278.170563,460.106964,20.106995,211.567505,456.336212
1870,344.461823,353.499023,455.652710,128.852432,269.125366,458.804199,21.840296,199.913223,453.423950
1871,342.667816,349.643005,455.637177,129.250076,260.055634,456.359619,23.854959,188.176010,449.440186
1872,340.976105,345.718414,455.173401,129.642822,250.586929,453.387604,26.122385,176.008652,444.607819
1873,339.360565,341.627686,454.648743,130.247086,240.859573,449.940491,28.729704,163.904236,438.918335
1874,337.723602,337.322754,453.727875,130.921814,230.903458,445.949127,31.765486,151.569290,431.994812
1875,336.053833,332.830109,452.585510,131.858109,220.709396,441.244354,34.924690,139.130432,424.645264
1876,334.428864,328.332245,451.406006,133.207779,210.416321,435.979584,38.466282,126.491440,416.434357
1877,332.982178,323.447083,449.865295,134.643982,199.925003,430.026093,42.568127,113.877731,407.276123
1878,331.775787,318.609436,448.452332,136.116455,189.081757,424.089539,46.801811,101.073784,397.478180
1879,330.497559,313.246674,446.603729,138.250824,178.350876,417.197662,51.699703,88.429787,386.991058
1880,329.097168,307.929596,444.520111,140.837051,167.305649,409.952942,57.134220,75.761597,375.944824
1881,327.878021,302.066620,442.548157,143.551178,156.353134,402.332275,63.062733,63.263695,364.216431
1882,326.506592,296.489288,440.306427,146.848679,145.466873,394.414154,69.652092,50.905170,352.135529
1883,324.931305,290.138184,438.411194,150.370605,134.540710,386.061096,76.751167,38.647694,339.938965
1884,323.708405,283.721954,435.709900,154.444260,123.720596,377.348755,84.517662,26.848360,327.324158
1885,322.580719,277.234070,433.004272,159.004700,112.891281,368.449890,92.955467,15.197985,314.590057
1886,321.778961,270.557312,429.759338,164.184937,102.350334,359.183014,102.118637,3.943312,302.043488
1887,320.685730,264.054199,426.387268,169.991165,92.057480,349.913818,111.684052,-7.061909,289.622223
1888,320.222351,257.348450,422.888123,176.367828,81.930847,340.720032,122.171318,-17.724768,277.146271
1889,320.109314,250.865997,418.852722,183.413605,71.966240,331.101105,132.849640,-28.231937,265.244476
1890,319.882874,244.334610,414.682129,190.499557,62.940659,322.635925,144.323196,-38.409145,253.587753
1891,319.996338,238.052307,410.329407,198.068253,53.894535,313.756805,156.499344,-48.122791,242.324570
1892,320.376984,232.106018,405.904144,205.996414,45.219601,305.359436,168.867035,-57.555355,231.947372
1893,320.956207,226.230240,401.288361,214.304016,36.680504,297.173004,181.871140,-66.729126,221.937515
1894,321.612122,220.535233,396.652985,222.955231,28.562780,289.430603,195.400345,-75.509399,212.655334
1895,322.544708,215.035004,391.695953,231.806900,20.903725,282.153656,209.121536,-84.119987,204.140121
1896,323.733978,209.939621,386.841736,240.918747,13.367062,275.417145,223.049576,-92.293503,196.727036
1897,324.944489,204.730240,382.579102,250.252808,6.120312,269.257660,237.063385,-100.124451,190.047791
1898,326.715698,199.884567,377.844177,259.509918,-0.795679,263.976105,251.160187,-107.714958,184.418472
1899,328.378387,195.334061,373.717865,268.865021,-7.541975,259.322266,264.912811,-115.176689,180.229385
1900,329.921509,190.636017,369.797363,278.137543,-13.987202,255.436081,278.580627,-122.466370,176.600800
1901,331.586060,185.988174,366.324982,287.099396,-20.267918,252.210388,292.078979,-129.160553,173.789856
1902,333.354584,181.500946,362.742310,295.747711,-26.472675,249.858185,304.760925,-136.167618,172.317093
1903,335.184845,176.834824,359.835175,304.132965,-32.582733,248.274231,317.100861,-142.883316,171.742752
1904,336.645416,172.083969,357.296509,312.210175,-38.629436,247.379761,328.662872,-149.497589,172.317474
1905,338.300354,167.378967,355.340179,319.441193,-44.414436,247.358582,339.583405,-156.155334,173.702164
1906,339.977936,162.632065,353.541107,326.814545,-50.123352,248.135208,350.251526,-162.536392,176.037415
1907,341.560822,157.922150,352.262543,333.238831,-55.839085,249.405258,359.275391,-169.083923,179.290237
1908,342.959778,153.002594,351.481934,339.159607,-61.387020,251.490891,368.451050,-175.283051,183.500504
1909,344.532928,148.288971,350.653839,344.688904,-66.892838,254.168839,376.616058,-181.506592,188.341415
1910,345.552734,143.401047,350.546448,349.775879,-72.361244,257.176117,383.785339,-187.741898,193.957611
1911,346.721954,138.596024,350.801025,354.356201,-77.597954,261.027405,390.295441,-193.921249,200.038925
1912,347.528748,133.930405,351.369263,358.100739,-82.932564,265.198669,395.905487,-199.969818,206.726639
1913,348.593964,129.206253,352.030396,361.546082,-88.072739,269.833008,400.571106,-205.925827,213.993973
1914,349.558044,124.961395,352.862976,364.271332,-92.973305,274.623291,404.371796,-211.589218,221.612854
1915,350.290131,120.634293,354.278412,366.560059,-97.887947,279.956512,407.209259,-217.421051,229.776581
1916,350.948059,116.512581,355.620758,368.139709,-102.331787,285.198792,409.384430,-223.107758,238.280472
1917,351.832550,112.695694,356.896271,369.157013,-106.593132,290.942535,410.506836,-228.498764,246.715393
1918,352.347412,109.085403,358.443115,369.591583,-110.787231,296.605530,410.625824,-233.660263,255.807831
1919,352.933746,105.796219,359.718323,369.454987,-114.663567,302.262634,409.816528,-238.638306,264.735687
1920,353.700073,102.891312,360.667511,368.690826,-118.195961,307.901886,408.320709,-243.406158,273.657043
1921,354.396606,100.485962,361.986359,367.444122,-121.419640,313.532471,405.978760,-247.753494,282.511963
1922,355.134430,98.168938,362.686096,365.773163,-124.442947,318.918549,402.784607,-251.806274,291.430206
1923,355.769348,96.118645,363.037354,363.820221,-127.011589,324.092041,398.836609,-255.371368,300.000214
1924,356.360474,94.521889,363.977631,361.230652,-129.171875,328.929443,394.231781,-258.529816,308.265289
1925,356.849915,93.174309,364.348816,358.412506,-131.022171,333.550446,389.046478,-261.199066,316.158905
1926,357.289307,92.007889,364.624023,355.204315,-132.746185,337.930359,383.383331,-263.480103,323.579376
1927,358.076508,91.147919,364.663086,351.881744,-133.914413,341.852966,377.142334,-265.234680,330.645599
1928,358.627228,90.465233,364.541351,348.192566,-134.803909,345.357178,370.527557,-266.467804,336.998718
1929,359.010040,90.117577,364.420166,344.487671,-135.273697,348.624023,363.587708,-267.208313,342.514618
1930,359.374817,89.944466,364.286560,340.189606,-135.532486,351.198853,356.164673,-267.634369,347.606567
1931,359.748596,89.830734,364.018860,336.179504,-135.261185,353.426849,348.705170,-267.305115,351.889618
1932,360.060883,89.992485,363.799042,331.775757,-134.695358,355.237244,341.163544,-266.633392,355.746765
1933,360.306000,90.126305,363.504150,327.382538,-133.763412,356.365784,333.339417,-265.462769,358.419006
1934,360.650818,90.757172,362.949036,322.979004,-132.409561,357.189819,325.523102,-263.756317,360.762970
1935,360.902985,91.487991,362.545105,318.404358,-130.790680,357.447052,317.640228,-261.743011,362.098206
1936,360.978699,92.412529,361.936432,313.941040,-128.752991,357.087524,309.819458,-259.062531,362.594574
1937,361.190338,93.708382,361.180450,309.357819,-126.293365,356.375458,301.613373,-256.151764,362.309509
1938,361.099335,94.917740,360.274445,304.716370,-123.619385,354.980621,293.745209,-252.943619,361.450287
1939,361.217804,96.452293,359.384094,300.052399,-120.295616,352.928772,285.692444,-249.131363,359.656494
1940,361.208313,98.359123,358.287506,295.362152,-116.692162,350.523987,277.839630,-244.917191,356.898163
1941,361.301819,100.432632,356.873810,290.930328,-112.679115,347.354950,269.839111,-240.266373,353.354523
1942,361.277802,102.949905,355.399567,286.446014,-108.377846,343.667786,262.068970,-235.137421,348.742462
1943,361.218872,105.530617,354.263153,282.184296,-103.668587,339.425659,254.198746,-229.591461,343.337921
1944,361.134888,108.679268,352.486237,277.799774,-98.566284,334.509613,247.177643,-223.273407,336.787506
1945,361.242249,112.251686,350.423370,273.598450,-93.087051,329.187592,239.703995,-216.837204,329.689819
1946,361.252930,115.826706,348.253998,269.408997,-87.424759,323.413300,232.803406,-209.754654,321.530884
1947,361.496460,119.780052,346.037537,265.551453,-81.219116,316.879547,226.115128,-202.409775,312.715668
1948,361.581177,124.378174,343.676788,261.822052,-74.543724,310.115204,219.930420,-194.507080,302.956268
1949,361.940369,128.964828,341.250671,258.276306,-67.758560,302.936249,213.748230,-186.445633,292.909241
1950,362.353516,133.829071,338.544647,255.064117,-60.156998,295.269470,208.215271,-178.002136,282.118469
1951,362.552124,139.262817,336.226929,251.815353,-52.390377,287.374451,202.691177,-169.045746,271.032532
1952,363.034882,144.500244,333.462158,248.979706,-44.233807,279.574066,197.824768,-159.529953,259.198975
1953,363.672241,150.393814,330.923096,246.209335,-35.654995,271.074371,193.190826,-149.470459,247.287659
1954,364.342346,156.129654,327.904388,243.996918,-26.459124,262.807037,189.455734,-138.925446,234.750793
