Andrii_trial_4
Date:,2020/08/03
Time:,15:38:05
Type:,muscu_imu
Description:,""
Notes:,"Trial3_Improvisation"

TRAJECTORIES
100.000000,Hz
,R_shoulder1,,,R_elbow2,,,R_wrist3
Field #,X,Y,Z,X,Y,Z,X,Y,Z
1188,285.134979,690.815674,404.228485,88.880318,612.302979,305.297028,-62.637505,514.905090,221.537125
1189,284.295654,688.406311,406.278595,88.196640,605.744446,310.664337,-61.988308,504.839081,230.004181
1190,283.536652,686.095886,408.131592,87.947929,598.609802,315.620972,-61.106342,493.811218,238.249664
1191,282.467133,682.629883,410.287170,87.801071,590.530945,320.548401,-59.380520,481.732483,246.273270
1192,281.726318,679.075867,411.831177,87.962166,581.914856,325.030426,-56.846409,468.976837,254.006546
1193,280.929962,675.266296,413.158173,88.594940,572.456787,329.471313,-53.420101,455.506805,260.834290
1194,280.416382,670.947815,414.517731,89.696877,562.338257,333.584320,-49.281578,441.248199,267.297394
1195,279.542297,665.947510,415.776215,91.372734,551.775940,337.404266,-44.362324,426.303040,273.569550
1196,279.194153,660.619995,416.964905,93.323174,540.555969,341.161621,-38.673489,410.944885,278.971558
1197,278.462769,655.119995,418.051239,95.833725,528.912659,344.435669,-32.370815,395.114716,284.183868
1198,278.515778,649.071228,419.149628,98.620499,516.807190,347.544464,-25.031961,378.753387,288.915588
1199,278.127502,642.836609,420.226288,102.410782,504.170410,350.321289,-16.996098,362.104095,292.978577
1200,278.307434,636.119812,421.196533,106.601059,491.210541,352.699219,-7.948977,345.059753,296.468781
1201,278.404480,628.988220,422.274200,111.277466,477.894806,354.981415,2.260708,327.911438,299.275635
1202,278.820801,621.564575,423.344574,116.887978,464.176361,356.846527,13.091792,310.319855,301.710785
1203,279.111755,613.831299,424.168915,122.711639,450.295135,358.381378,24.963184,292.977905,303.558502
1204,279.872223,605.540283,425.489868,129.296921,436.403137,359.697662,37.729996,275.522308,305.157532
1205,280.769684,597.023010,426.523438,136.950653,421.948517,360.456024,51.350674,258.381012,306.143005
1206,282.006439,588.182434,427.505371,144.891159,408.097168,361.322998,66.083817,241.280090,306.615021
1207,283.480835,578.905212,428.386932,153.436127,394.030060,361.821014,81.507538,224.568069,306.705475
1208,284.999237,569.820068,429.508118,162.744232,380.074280,361.832458,97.886040,208.254257,306.385529
