DeviceTag:,Xsens DOT 5,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.3.0,,,,,,,,,,,,,,,,,
AppVersion:,2020.1.1,,,,,,,,,,,,,,,,,
Measurement Mode:,Inertial Mode - High Fidelity,,,,,,,,,,,,,,,,,
StartTime:,2020-08-04 10:48:43.908 +0200,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2020,,,,,,,,,,,,,,,,,,,
PacketCounter,SampleTimeFine,dQ_W,dQ_X,dQ_Y,dQ_Z,dV[1],dV[2],dV[3],Status
273, 1234003273, 0.9999984933095651, 9.764214501121193E-4, -0.00143513175177451, -1.9406348983945502E-5, -0.16563900365595813, -0.02140769238709933, 0.012582249410821311, 0
274, 1234019940, 0.9999981096834989, 0.001349151921042499, -0.001381805410095638, 2.2590336728229438E-4, -0.1642039090681807, -0.02353215007040018, 0.013060063628179602, 0
275, 1234036607, 0.9999980419876205, 0.0014629427362304742, -0.001318842159860112, 1.9098385552070166E-4, -0.16308301442660814, -0.026691356646356093, 0.014934462893514341, 0
276, 1234053274, 0.9999980335102303, 0.0014400680798440924, -0.0013607346928146693, 8.70671789288402E-5, -0.16334535972975162, -0.02569941487722034, 0.016788213240221325, 0
277, 1234069941, 0.9999976430684684, 0.0016793989673050402, -0.0013720535584538784, 1.0462145795945428E-4, -0.1648583921526131, -0.025010233418236924, 0.018880733651645193, 0
278, 1234086608, 0.9999972500600428, 0.0019156177348119696, -0.0013350590471784554, 2.1885700060474134E-4, -0.16430869548603738, -0.023859927681115424, 0.020254509036828933, 0
279, 1234103275, 0.999997209240864, 0.0018300585460436641, -0.0014718506068902017, 2.5700582232471297E-4, -0.1647127980718292, -0.024094251519642604, 0.02246144847725122, 0
280, 1234119942, 0.9999969952036022, 0.0016716173592359884, -0.001783249840338619, 1.8788075487807115E-4, -0.16518362538752973, -0.024884108414221316, 0.025882744817727538, 0
281, 1234136609, 0.9999966240745107, 0.0015517464236161904, -0.0020805070473314813, 1.2414928312891318E-4, -0.16546819341614466, -0.02495449708966173, 0.026658053127796774, 0
282, 1234153276, 0.9999968513491179, 0.0012882561097781325, -0.0021533256906406954, 2.9606011924962483E-5, -0.16612602389587117, -0.024371104739259554, 0.027883255827577433, 0
283, 1234169943, 0.9999965347860228, 0.0011518684908433663, -0.0023633888105345506, 1.3419484564083237E-4, -0.1660039561786129, -0.024875786789173182, 0.031129439265066533, 0
284, 1234186610, 0.9999956470147887, 0.0013578894176803774, -0.0026191378116969814, 4.695664747148692E-5, -0.16641290503699513, -0.025292507546933844, 0.03285022401006227, 0
285, 1234203277, 0.999994578959945, 0.0016228519539310676, -0.0028636948864242395, 8.748631506529105E-5, -0.1669840759427324, -0.02419606227043334, 0.032686706100056154, 0
286, 1234219944, 0.999993847291591, 0.0018356200676549889, -0.0029843535598897968, 1.7178986872157936E-4, -0.16685725185636724, -0.02280599250144622, 0.03066961908774811, 0
287, 1234236611, 0.9999938113868418, 0.001696697019652374, -0.0030752703933668584, 2.0277881703480857E-4, -0.16485169774764022, -0.022868836952957005, 0.029180285200092707, 0
288, 1234253278, 0.9999934342036287, 0.0013121372943324938, -0.0033671497853942083, 2.6860319526323534E-4, -0.16397758309521304, -0.023261536341966718, 0.028909246445771336, 0
289, 1234269945, 0.9999929762489685, 0.001143950884720718, -0.003540151932175273, 4.5404118780001396E-4, -0.16382108411644491, -0.02328649403541739, 0.02762672476507655, 0
290, 1234286612, 0.9999923466934744, 0.0014876168856822886, -0.0035754595247207703, 5.564527533526639E-4, -0.1634174803879827, -0.02427745561235779, 0.026261451738496214, 0
291, 1234303279, 0.9999915414345059, 0.002007256105097499, -0.0035169514882374413, 7.204405588409972E-4, -0.1622213947025693, -0.025532202778809947, 0.02483098674129916, 0
292, 1234319946, 0.9999915686210028, 0.002304411648111987, -0.0033341697063197233, 6.600653239450249E-4, -0.16013151179467272, -0.029041844289215482, 0.022621990979324116, 0
293, 1234336613, 0.9999924457452292, 0.002086793830777159, -0.0032534963136396367, 4.10494482277507E-4, -0.15846516057018653, -0.02869982135345677, 0.021864120243659246, 0
294, 1234353280, 0.9999935117720897, 0.0016852748569242543, -0.003181490855756031, 1.1990961075598189E-4, -0.15975142296805434, -0.027140017455127854, 0.024228319957106406, 0
295, 1234369947, 0.9999939279137467, 0.0017048287937651008, -0.003039351991454942, -5.8217042426464424E-6, -0.16125691045162005, -0.02373288544358218, 0.02791346243821448, 0
296, 1234386614, 0.9999941673071022, 0.0018500613571361402, -0.0028693000701955356, 9.870084662358392E-5, -0.16360438772936503, -0.02277590825424652, 0.030337584862780084, 0
297, 1234403281, 0.9999944442668856, 0.0015321607722638964, -0.002955905233913869, 1.6292016104865056E-4, -0.1636318234873156, -0.02320691191539929, 0.034191078426004495, 0
298, 1234419948, 0.9999937368259435, 9.991914348532055E-4, -0.0033947240311099085, 6.14338246586188E-5, -0.16302361392306353, -0.02399028203911137, 0.03874460186998996, 0
299, 1234436615, 0.9999924769208709, 3.833873877390759E-4, -0.003859707314185668, -4.2133373230605904E-5, -0.1615088398592242, -0.02507806077442565, 0.04165925360563706, 0
300, 1234453282, 0.999991428582144, -1.1111910384566104E-4, -0.004134722665121272, -1.8569671562230355E-4, -0.16028742086800374, -0.02637970363306783, 0.0446538280064617, 0
301, 1234469949, 0.9999907489415791, -2.9823092316866306E-4, -0.004280382778241831, -3.02345576909148E-4, -0.16067127736763814, -0.02758949764936819, 0.04784521338912383, 0
302, 1234486616, 0.9999906056455513, -5.8460506451252225E-5, -0.004323064008628142, -3.1035558632287047E-4, -0.1607570260026785, -0.02966176243280977, 0.05204329489994319, 0
303, 1234503283, 0.9999902188504174, 6.583496734580141E-4, -0.004355110812640729, -4.0223004799284234E-4, -0.16052552813144572, -0.030967530023071344, 0.05387105254780065, 0
304, 1234519950, 0.9999892309178943, 0.001260474259462907, -0.004431838301327652, -5.550334679725391E-4, -0.16132604452112187, -0.030155543012989866, 0.05313868122629023, 0
305, 1234536617, 0.9999888017582322, 0.0012100689333874315, -0.004518031952002288, -7.207486329968567E-4, -0.16194391791139595, -0.027268435259933724, 0.05094620280799081, 0
306, 1234553284, 0.9999888106094662, 0.001133597874638556, -0.004529675979698945, -7.587142034764308E-4, -0.16263637503774386, -0.026679547600147447, 0.050947126243751, 0
307, 1234569951, 0.999988608476787, 0.0015468609500480651, -0.00447134885771533, -6.302200035314885E-4, -0.16473202336148018, -0.026260499215225906, 0.05318779839651724, 0
308, 1234586618, 0.9999881184999221, 0.0018904281174525611, -0.004460001202269915, -5.454629174014153E-4, -0.1643458545957281, -0.02700973598974074, 0.05622991891260476, 0
309, 1234603285, 0.9999862285084803, 0.002260453333200199, -0.004716247297959775, -4.360682724719595E-4, -0.16262454151545672, -0.024873467916887874, 0.05726027543797908, 0
310, 1234619952, 0.9999848439845965, 0.002598287237487701, -0.0048413679329987755, -3.490860509647378E-4, -0.1615377789038855, -0.024254907109340987, 0.055057694482382485, 0
311, 1234636619, 0.9999848486556684, 0.002589623304346797, -0.00484355368163586, -3.6918555597006275E-4, -0.16070533832910083, -0.02447136178595144, 0.05378523200131962, 0
312, 1234653286, 0.9999856108631082, 0.0022776265034922943, -0.004842729935022328, -3.7209007426629304E-4, -0.16034959153188807, -0.02452546990918185, 0.05544195753533764, 0
313, 1234669953, 0.9999850917034979, 0.0021250497493919412, -0.005017829015860287, -3.491794339697957E-4, -0.159874792769125, -0.02281846440936198, 0.05756569410339832, 0
314, 1234686620, 0.9999849577574123, 0.0024516863099731806, -0.004903304037406687, -1.7635946477873726E-4, -0.16008848954556534, -0.02282451272808765, 0.060096765954920674, 0
315, 1234703287, 0.9999836791472838, 0.0030381043262335122, -0.004838487844377516, -1.9913435660608162E-5, -0.15957041777188008, -0.021587386943917444, 0.06161530685549891, 0
316, 1234719954, 0.9999828128269761, 0.003296502251565872, -0.004847225350638863, 1.0737762609210055E-4, -0.15822016861095883, -0.02201176408276327, 0.0621024754270192, 0
317, 1234736621, 0.9999826565511886, 0.003081725746830355, -0.005018570039195147, 5.931282090323315E-5, -0.15632858968777902, -0.021727062784314063, 0.06195389563224825, 0
318, 1234753288, 0.9999828351919472, 0.0027312587244297387, -0.005183075317556352, 7.264645670106845E-5, -0.1566021056484443, -0.02101548625428845, 0.06281807948322868, 0
319, 1234769955, 0.9999828374319836, 0.0025017547469861207, -0.005297121675926998, 8.103465628006569E-5, -0.15691376801171697, -0.020812861277023566, 0.06436838925259895, 0
320, 1234786622, 0.9999822133215552, 0.0026129498400726398, -0.0053597271214825834, 1.3732749181510906E-4, -0.1548566201102804, -0.022599341664617204, 0.06560729145750402, 0
321, 1234803289, 0.9999827343441153, 0.002658007309945337, -0.005240096644267389, 8.601142591204565E-5, -0.15361690108729953, -0.0222066461714416, 0.06608122874326239, 0
322, 1234819956, 0.9999830038482977, 0.0024302792892395356, -0.005299599708964432, 1.908673550980733E-7, -0.15277478049920956, -0.021306347651857686, 0.06669268367097006, 0
323, 1234836623, 0.999982669993803, 0.0018573206565208125, -0.005584494851968159, -1.532621673595511E-4, -0.15158424870435153, -0.019875779901400787, 0.06689170825891724, 0
324, 1234853290, 0.999982718813016, 0.0014597383695678368, -0.005694277970728135, -8.023473632150571E-5, -0.15113285216614733, -0.018893649494732205, 0.06871055848149571, 0
325, 1234869957, 0.9999833194527953, 0.001533767383665341, -0.005568287017529705, -5.053189141349113E-5, -0.151706005990754, -0.01933878800085046, 0.07268902621348824, 0
326, 1234886624, 0.99998327125903, 0.001967534122460861, -0.005439153595672931, 4.02458573934214E-5, -0.14955778353255558, -0.01841589673316494, 0.07517999292899508, 0
327, 1234903291, 0.9999828182588036, 0.0021773259074248444, -0.005441270669843069, 1.2252579643334124E-4, -0.14797957400565856, -0.01785846338615453, 0.07424769357177494, 0
328, 1234919958, 0.9999833316276341, 0.0020037193093657424, -0.005412414119036258, 1.6537602746500776E-4, -0.1460428507455776, -0.019756589841310776, 0.07420716221173622, 0
329, 1234936625, 0.9999842331423254, 0.001620874425951116, -0.005376388817406819, 2.600259335800229E-5, -0.1444941378996218, -0.020180337421528437, 0.07622053191773566, 0
330, 1234953292, 0.9999846871411728, 0.001600727645579239, -0.005297034446424543, 6.767753555811731E-5, -0.14478813206813873, -0.019984995898704276, 0.07990750404225655, 0
331, 1234969959, 0.9999846823135515, 0.001886942308571317, -0.0052032441755695555, -2.8931620681457024E-5, -0.1444929795981194, -0.019969886802329986, 0.08178184341938396, 0
332, 1234986626, 0.9999851045266991, 0.0018897394532122816, -0.005118741890522417, -1.345027274434231E-4, -0.14360954402566742, -0.01914703155289419, 0.08515270998592957, 0
333, 1235003293, 0.9999849605754064, 0.0018304356903047839, -0.0051641057805452695, -2.452339164052201E-4, -0.1422400425717609, -0.01795589398437504, 0.08784886921716185, 0
334, 1235019960, 0.9999853092723371, 0.0018795778122437379, -0.005077601924523723, -2.5765374458008167E-4, -0.14315916853395858, -0.016714970939140948, 0.08935276088342076, 0
335, 1235036627, 0.9999855365186854, 0.0019863778294231804, -0.004995985553925054, -1.4555033683823218E-4, -0.1417919155386401, -0.015501106374609651, 0.09309345639982212, 0
336, 1235053294, 0.9999846411057816, 0.002131689370355981, -0.0051156899703671, -5.6294729701113905E-5, -0.1416110602898507, -0.014220569676935399, 0.09480594467468181, 0
337, 1235069961, 0.9999842709376353, 0.002064105767616335, -0.005214957060660996, -3.959244312516653E-5, -0.1419520642957504, -0.013094212506385577, 0.09585801906882047, 0
338, 1235086628, 0.9999843492416177, 0.0018916868078960383, -0.0052651149701726805, 3.684005909409399E-5, -0.14268335560633766, -0.012341267456659661, 0.09699274991085098, 0
339, 1235103295, 0.999983940949624, 0.0018487704604120136, -0.005356344728110697, 9.727177048117834E-5, -0.14250057553626763, -0.011773963015907562, 0.10092683868388169, 0
340, 1235119962, 0.9999828300343577, 0.0021614752228555426, -0.005436387683614875, 3.366753500719556E-4, -0.14067704791098237, -0.012648548782521887, 0.10313709442082546, 0
341, 1235136629, 0.999982020672778, 0.002505531463532218, -0.0054288986187499, 4.557445121756328E-4, -0.13904969150301633, -0.013252213574829978, 0.10207094605906551, 0
342, 1235153296, 0.9999823552827871, 0.0024217042585939624, -0.005399188368378383, 5.227203233912348E-4, -0.13750987957015212, -0.011898406507987127, 0.10151622568516915, 0
343, 1235169963, 0.9999819220345972, 0.0022510622428872917, -0.005537339683092669, 6.528338268497227E-4, -0.13777864212223637, -0.010632598207593802, 0.10258381883824515, 0
344, 1235186630, 0.9999814727416342, 0.002111140994367277, -0.0056544661220585, 7.90107618547347E-4, -0.1379597904187497, -0.010029089532609465, 0.10272371334454822, 0
345, 1235203297, 0.9999812859276184, 0.0018768662882896504, -0.005731896394868263, 0.0010249542433711306, -0.1359123255016286, -0.009905233150767204, 0.10438684369996913, 0
346, 1235219964, 0.9999809380741213, 0.0017568268964689542, -0.005792322085559577, 0.0012190375356931384, -0.13492208137230188, -0.00983116600799643, 0.10708998450241163, 0
347, 1235236631, 0.9999804226550486, 0.0020073739209255266, -0.005758509213082631, 0.0014015449385964692, -0.1334412515620008, -0.008963704310137089, 0.11001186539661147, 0
348, 1235253298, 0.9999797933871346, 0.0021387383491485133, -0.005788537372127423, 0.0015269089000094355, -0.12968022688576952, -0.00942394636556946, 0.10842928479970114, 0
349, 1235269965, 0.9999802427900542, 0.001509178517150607, -0.005955304145401963, 0.0013306999223663617, -0.12663839870982851, -0.008942685850781996, 0.10758807486866226, 0
350, 1235286632, 0.999979466585146, 8.424979076071606E-4, -0.006235060547783334, 0.001216809487060818, -0.1259304813865778, -0.008685777520239905, 0.10979527126551127, 0
351, 1235303299, 0.9999795124965399, 7.19501864901358E-4, -0.00624691533763544, 0.0011970601543750544, -0.12565408084464716, -0.008437558589131455, 0.11062396085588945, 0
352, 1235319966, 0.9999804278272338, 9.539731865174528E-4, -0.006050608397722258, 0.0012743765688171434, -0.12284764116511615, -0.007777815587055631, 0.11318358483440581, 0
353, 1235336633, 0.9999810546430175, 0.0014712182690536438, -0.0057928180636177, 0.0014727969055664746, -0.12081870187218047, -0.008157498861443478, 0.11519425508749503, 0
354, 1235353300, 0.9999813462785274, 0.002101308372814057, -0.005525593527709428, 0.0015360384997829372, -0.11810251483637083, -0.008916482283757104, 0.11720364412964593, 0
355, 1235369967, 0.9999807638467361, 0.002439674222881043, -0.005499131322605989, 0.001509794979879211, -0.11727418709719656, -0.008783145382826145, 0.11797627807568896, 0
356, 1235386634, 0.9999809421499694, 0.002462248643597722, -0.005483529995073345, 0.0014083917317371727, -0.1138209164750145, -0.0075808052737395305, 0.11796095578443823, 0
357, 1235403301, 0.9999822532693224, 0.0018731924963106446, -0.005549888028213379, 0.0010876760339122024, -0.11170079262775948, -0.007044145141763712, 0.11886510765335145, 0
358, 1235419968, 0.9999826280664064, 0.0010316610765447078, -0.005754987353165542, 7.479046670830561E-4, -0.11488980601033248, -0.004869162998181403, 0.12204077016318907, 0
359, 1235436635, 0.9999834869446986, 0.0010903504026015323, -0.005582492312892596, 8.20215519053938E-4, -0.11551790423056177, -0.003447447775657529, 0.12949620108225782, 0
360, 1235453302, 0.9999818812703649, 0.0022129182208588515, -0.005476689912273237, 0.001160168752561877, -0.11266032540128297, -0.003219981988087991, 0.13399114977460927, 0
361, 1235469969, 0.9999789386881555, 0.0033315233790775223, -0.005442535254964798, 0.0011840363521330585, -0.1088408057720767, -0.005448417950021805, 0.1344355358028005, 0
362, 1235486636, 0.9999780866387632, 0.0036128124186774174, -0.005419094099986894, 0.0011862747746453073, -0.10939059249057159, -0.002949101330274712, 0.12953261821216297, 0
363, 1235503303, 0.999978755963655, 0.003523972100243576, -0.005335555536818999, 0.0012653415076828575, -0.10809096464819973, 2.9549470048466624E-4, 0.1272587351395459, 0
364, 1235519970, 0.9999791262563108, 0.0035916449110752063, -0.005183068249962231, 0.0014081697391879824, -0.10389565802273157, 9.070481246741561E-4, 0.12657234286407779, 0
365, 1235536637, 0.9999806116981117, 0.003223650326913269, -0.005160739789875829, 0.0013232804923451887, -0.10040969433880884, 7.857010777268417E-4, 0.12694470210654174, 0
366, 1235553304, 0.9999827356689666, 0.002283722308068673, -0.005284290207039689, 0.0011786659565490298, -0.10000860998802132, 0.0017865423902244035, 0.12949447677127565, 0
367, 1235569971, 0.999981350899963, 0.0024716669381276007, -0.005442652687427941, 0.0012514977252040332, -0.10273092263227307, 0.004939661061987536, 0.13623368050766588, 0
368, 1235586638, 0.9999799851088884, 0.003484370146125508, -0.005033629974981136, 0.0015972212079678402, -0.10107729746761905, 0.0028664278707825363, 0.13432802695581458, 0
369, 1235603305, 0.999976869060666, 0.004753535248977821, -0.00450914798311558, 0.0018256042098267965, -0.09840616636195867, 0.004785378404958684, 0.13853661906199424, 0
370, 1235619972, 0.9999745759763903, 0.005194761466230671, -0.004479708911890757, 0.001947835263111694, -0.09368370504933515, 0.006561599918866115, 0.1323016029457289, 0
371, 1235636639, 0.9999792962984896, 0.00397249217501186, -0.004740495316830296, 0.0017759460712972674, -0.0931281980928857, 0.009249851917271606, 0.13074330358550632, 0
372, 1235653306, 0.9999815469589732, 0.0023529733836307257, -0.005399446250499874, 0.0014883675563288276, -0.09144994096807912, 0.010549731989450476, 0.13117447707890484, 0
373, 1235669973, 0.9999811177015485, 0.0013862067826497584, -0.005849798079198415, 0.0012737870897910136, -0.08998859907982386, 0.010581583112167187, 0.13114709082441622, 0
374, 1235686640, 0.9999821461352008, 0.001529506142652494, -0.0056311820930310405, 0.0012875597201067596, -0.08787535431929525, 0.010673056909206134, 0.13217715809499908, 0
375, 1235703307, 0.9999834317623043, 0.0023940657072960836, -0.005068568551398784, 0.0013092987107231476, -0.08480313557494243, 0.009914738222516036, 0.1331765118535032, 0
376, 1235719974, 0.9999834948729643, 0.0028782936635029788, -0.004793839914664062, 0.001320797528549085, -0.08476408636685615, 0.013229269520112902, 0.13295003899804558, 0
377, 1235736641, 0.9999832543247282, 0.003223131891991235, -0.004543999944705279, 0.0015667020888922927, -0.08369759978205499, 0.014280225328847781, 0.1317862838761596, 0
378, 1235753308, 0.9999842810824362, 0.0030443076625780857, -0.004401440299642901, 0.0016724539417909828, -0.08114181451226889, 0.014194804286863483, 0.1306086683508351, 0
379, 1235769975, 0.9999864210521547, 0.0023912238342634617, -0.004410132543636592, 0.0014108475554034732, -0.07737631306446298, 0.014697114793124053, 0.130618316963762, 0
380, 1235786642, 0.9999874871656834, 0.0019032026068158125, -0.004454789189918957, 0.001248272875949294, -0.07592580618680433, 0.015348758890205611, 0.13116608826451268, 0
381, 1235803309, 0.9999874086459308, 0.00201384823010968, -0.004435859502607747, 0.0012042073639323902, -0.07614161121553333, 0.016693190767320742, 0.13152673735094347, 0
382, 1235819976, 0.9999884012513544, 0.0020775372024768313, -0.004172009894067381, 0.001214716171124161, -0.07287081732763666, 0.01710914007208256, 0.13150334814182457, 0
383, 1235836643, 0.9999895746214297, 0.001978923884514025, -0.003968294266587514, 0.0010895638232868573, -0.06945725816032469, 0.01545341411674689, 0.13181872934256855, 0
384, 1235853310, 0.999990597051528, 0.0018667736041605432, -0.003824529394530763, 8.330304613960449E-4, -0.06825316965777982, 0.01608414672062085, 0.1321220644351549, 0
385, 1235869977, 0.9999910911012445, 0.0016480933888027571, -0.0038172475030466, 7.280987740079862E-4, -0.06888403741560559, 0.018635801763760968, 0.12965177037870662, 0
386, 1235886644, 0.9999923378285771, 0.001439755224634881, -0.0035519424738603704, 7.969276581985055E-4, -0.06972316109474694, 0.021704561772375987, 0.12877222836392183, 0
387, 1235903311, 0.9999928897744795, 0.0015268997336517348, -0.0032870174072990315, 0.0010413905381909674, -0.06790871248541931, 0.022521500722934885, 0.13380822701301887, 0
388, 1235919978, 0.999992739567827, 0.001827043046952137, -0.003099499143251972, 0.0012553208345647826, -0.06748287114775674, 0.022210480420077436, 0.13618774062284614, 0
389, 1235936645, 0.9999927835148849, 0.002012821435021961, -0.002923597708489517, 0.0013542689771045837, -0.06652218535288736, 0.021932557810312295, 0.13696074206067924, 0
390, 1235953312, 0.9999926713136712, 0.0022121186499397955, -0.002800040304073909, 0.0013869478440564978, -0.06395301385644656, 0.02224459727901296, 0.13514766290941657, 0
391, 1235969979, 0.9999936124872796, 0.002177162260780227, -0.002468009780960401, 0.0013942298418183898, -0.05949886348264534, 0.021650037193254958, 0.13326428963187228, 0
392, 1235986646, 0.9999957992898288, 0.001453274164650159, -0.002248223727344734, 0.0011112546829824335, -0.05812054763474114, 0.02065555462907665, 0.13553713045950339, 0
393, 1236003313, 0.9999966716481944, 8.06287034071651E-4, -0.002283208676437651, 8.908152961488587E-4, -0.058061472685458096, 0.02127591381554531, 0.13964094698516688, 0
394, 1236019980, 0.9999968784347882, 0.001009025780396619, -0.0021010110514048806, 9.004111370475715E-4, -0.05899275811242069, 0.022010648181094147, 0.14303215850065565, 0
395, 1236036647, 0.9999967833253927, 0.001391100124870509, -0.002004543934662984, 6.928079996302989E-4, -0.05711236872810551, 0.022783163129783013, 0.14477090429411904, 0
396, 1236053314, 0.9999968274281434, 9.80669527041525E-4, -0.0023017154459667876, 2.924498802598166E-4, -0.05521424855198048, 0.024125099209845558, 0.14335277947888295, 0
397, 1236069981, 0.9999964084444277, -1.5821824233512582E-4, -0.002670408100342317, -1.6427358512277615E-4, -0.056633820461672854, 0.026448812985752714, 0.14236369428707332, 0
398, 1236086648, 0.9999956551170383, -8.912924358076002E-4, -0.0027834602789072187, -3.843094003987482E-4, -0.05831010606873292, 0.02981536517930895, 0.1437634367592318, 0
399, 1236103315, 0.9999959118918699, -7.75468137627619E-4, -0.0027465373561065963, -1.7714758451959497E-4, -0.06088816372764633, 0.03111452268508713, 0.14440694478288563, 0
400, 1236119982, 0.9999971572365821, 4.8434369355615514E-5, -0.002378301014512974, 1.6388151417295882E-4, -0.06071589955612178, 0.031262615645624915, 0.14557138878188286, 0
401, 1236136649, 0.9999974057954302, 0.0010009566810817855, -0.001967614628956796, 5.612315067111824E-4, -0.05665268314966347, 0.030740952146984316, 0.14513477982446, 0
402, 1236153316, 0.9999977290413692, 9.059127703301278E-4, -0.0018414193726350588, 5.74812013604091E-4, -0.0544435939521216, 0.029986426433451837, 0.14235502157917437, 0
403, 1236169983, 0.9999977504186155, 1.9724820553476685E-4, -0.002060641056778404, 4.6261138015169656E-4, -0.05397258725712707, 0.031089567906975552, 0.1400277846074, 0
404, 1236186650, 0.9999977358013514, -1.6172213768511634E-4, -0.0020532399428874475, 5.352045008504419E-4, -0.05333574750518724, 0.033697882418185644, 0.13938179910022716, 0
405, 1236203317, 0.9999981372543396, 3.325749526026933E-4, -0.001692733621182746, 8.657566860668307E-4, -0.052835747144431386, 0.03271327255996087, 0.13966373658441336, 0
406, 1236219984, 0.9999980503658428, 0.0010940761549788763, -0.0011704120420564792, 0.0011542952534133177, -0.053476997107803195, 0.030777134204333076, 0.13948848908576592, 0
407, 1236236651, 0.9999982484654966, 0.001116646038980193, -9.707073683578733E-4, 0.0011462524885927433, -0.05039528538838114, 0.030174537242871113, 0.1386417601161309, 0
408, 1236253318, 0.9999985572505973, 8.302845693840821E-4, -0.0010078398505255356, 0.0010864543678799077, -0.04968725596523621, 0.03133158888558634, 0.13668110045886267, 0
409, 1236269985, 0.9999984697682981, 8.894232478527803E-4, -8.578375715025399E-4, 0.0012383464980467026, -0.04830259166131909, 0.031324193944583696, 0.13472253390719907, 0
410, 1236286652, 0.999998872437596, 8.048459063327851E-4, -4.000108446866463E-4, 0.0012030535847589521, -0.04504110394926686, 0.028495917426211062, 0.1355604677231932, 0
411, 1236303319, 0.9999994758025312, 2.984552535758994E-4, -1.7648587017138342E-4, 9.634167644214238E-4, -0.04439681549413091, 0.02783429751904224, 0.1395509077046216, 0
412, 1236319986, 0.999999691597177, 6.892515413883804E-5, -2.8052455372890034E-4, 7.303155816465179E-4, -0.04499685759158172, 0.027542655764749468, 0.1417085948117628, 0
413, 1236336653, 0.99999974766567, 2.1961411632681616E-4, -9.01250797004649E-5, 6.695638178183598E-4, -0.04499983167152739, 0.028004209379852527, 0.14135879837434492, 0
414, 1236353320, 0.9999996501348165, 3.9002359711412526E-4, 3.6727255006209497E-4, 6.424349867125839E-4, -0.04450422743784925, 0.028540852579606844, 0.14404216490220387, 0
415, 1236369987, 0.9999995500568372, 5.976972619402138E-4, 4.3121742480528585E-4, 5.972400176425323E-4, -0.04685957944985328, 0.029113690678871294, 0.1464139425960824, 0
416, 1236386654, 0.9999997800487734, 4.0456097161448157E-4, 2.806100870076656E-4, 4.443993745275737E-4, -0.04923516192802779, 0.029568978027968422, 0.14606238679996209, 0
417, 1236403321, 0.9999999491311816, -6.583467999177195E-5, 1.545619416497418E-4, 2.7113471809487455E-4, -0.04824541731883302, 0.0316616539213512, 0.14788318460154018, 0
418, 1236419988, 0.9999999677240837, -1.486543671113949E-4, 1.2079137058668145E-4, 1.6692260287168303E-4, -0.050223420879898534, 0.031802973155797956, 0.15033083268802816, 0
419, 1236436655, 0.9999999587311135, 4.385813308484254E-5, 2.0164058964529388E-4, 1.998882390155596E-4, -0.04887824933733166, 0.030648139982889098, 0.15071752268590288, 0
420, 1236453322, 0.999999955688885, 1.2751791074017138E-5, 2.7360162511470837E-4, 1.1662662879969449E-4, -0.04799248884848791, 0.029956913834920364, 0.15013681222625763, 0
421, 1236469989, 0.9999998803863716, -3.9025069983375515E-4, 2.944316430913696E-4, -1.5544815538760807E-5, -0.05007287427306008, 0.03198070380866142, 0.15102650749229646, 0
422, 1236486656, 0.9999998905965471, -3.162786860953365E-4, 3.194607153431534E-4, 1.293040515127422E-4, -0.053295834102625526, 0.034750692716005206, 0.15334888012131107, 0
423, 1236503323, 0.9999996252553113, 5.615466146378506E-4, 3.447734025702615E-4, 5.615032835202747E-4, -0.054207975983316475, 0.035461899382201095, 0.15301800594681908, 0
424, 1236519990, 0.9999989285427241, 0.0010916959480610777, 4.79559300456775E-4, 8.491974081627843E-4, -0.051691977567239186, 0.03400058681334038, 0.14800753543209294, 0
425, 1236536657, 0.9999993829437789, 4.6142392180829883E-4, 6.900461677971231E-4, 7.382657461990559E-4, -0.05031234308064986, 0.03344395605863792, 0.14566428556198396, 0
426, 1236553324, 0.9999996547941834, -3.5972146349050327E-4, 5.292329660911006E-4, 5.300230656747756E-4, -0.05286391584526895, 0.03457118370297384, 0.14802077959211699, 0
427, 1236569991, 0.9999995793184671, -5.538336148518397E-4, 4.080766566787048E-4, 6.06716291307985E-4, -0.05402121110879503, 0.035565833301725205, 0.1510980505214, 0
428, 1236586658, 0.9999995951194068, -1.6115115835108051E-4, 3.693936009296767E-4, 8.045742316082904E-4, -0.05158539525481847, 0.0338767084139566, 0.15275267984768354, 0
429, 1236603325, 0.9999996164924806, -1.0776834667713953E-7, 4.449278735828288E-4, 7.543567242320749E-4, -0.05078863254122298, 0.03154840719183291, 0.15198540029246446, 0
430, 1236619992, 0.9999997636295609, -4.321309693113562E-4, 3.8264887176227286E-4, 3.736087372695346E-4, -0.05162633370929979, 0.029854571534876945, 0.15463925500625114, 0
431, 1236636659, 0.9999997846215656, -5.939627297639888E-4, 1.253893779032539E-4, 2.4948467308054395E-4, -0.053605038889667944, 0.032119321056956154, 0.15664623375389067, 0
432, 1236653326, 0.9999997757241323, 2.73358198590562E-4, 2.518656577852469E-4, 5.571271585611826E-4, -0.05231112504842973, 0.032648264995732604, 0.1562468023419707, 0
433, 1236669993, 0.999999049417325, 0.0010655721499127219, 5.460043590088393E-4, 6.838126056473577E-4, -0.05205492160330447, 0.031106856628883857, 0.15335940970603854, 0
434, 1236686660, 0.999999524270139, 5.942642622563943E-4, 5.976165953070768E-4, 4.910843992323721E-4, -0.05224811158997214, 0.031341867049420796, 0.15281630987753927, 0
