DeviceTag:,Xsens DOT 5,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.3.0,,,,,,,,,,,,,,,,,
AppVersion:,2020.1.1,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Complete (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2020-08-04 10:32:16.198 +0200,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2020,,,,,,,,,,,,,,,,,,,
PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
108, 243657549, 0.87584907, 0.017734345, 0.4342541, 0.20975544, -0.4646155, -0.113974005, -0.20332336
109, 243674216, 0.8729712, 0.019160042, 0.44056693, 0.20845903, -0.6016852, 0.07424229, 0.03357792
110, 243690883, 0.8696901, 0.021394288, 0.44761747, 0.20693076, -0.5045188, 0.23826693, 0.54290104
111, 243707550, 0.86625123, 0.022969179, 0.45472333, 0.20568933, -0.17155871, 0.32898027, 0.49781132
112, 243724217, 0.86311466, 0.023102025, 0.46090743, 0.20509465, -0.08092063, 0.28308126, 0.33400345
113, 243740884, 0.8600978, 0.023311973, 0.46674412, 0.20454475, -0.12311049, 0.14359976, 0.29070282
114, 243757551, 0.8571238, 0.025353385, 0.4724873, 0.2035977, 0.16583052, 0.31230265, 0.6847887
115, 243774218, 0.85419625, 0.029296946, 0.47803628, 0.2024149, 0.27128303, 0.12106331, 1.0990152
116, 243790885, 0.85130745, 0.033146184, 0.48331806, 0.20144676, 0.30245996, -0.103276454, 0.7803459
117, 243807552, 0.8488347, 0.03558081, 0.48787344, 0.20048289, -0.021524744, -0.2603176, 0.34199333
118, 243824219, 0.8463804, 0.036893055, 0.49245754, 0.19941124, -0.4104069, -0.32521614, 0.19038773
119, 243840886, 0.8435967, 0.037957568, 0.4976613, 0.19808413, -0.3628402, -0.14822806, 0.37696266
120, 243857553, 0.84046245, 0.039204348, 0.50341994, 0.19660766, -0.12847614, -0.04722077, 0.5322046
121, 243874220, 0.8370218, 0.03918949, 0.5095589, 0.1954706, -0.087001525, -0.060927395, 0.4367838
122, 243890887, 0.83346385, 0.0368236, 0.515733, 0.19494022, -0.23009586, -0.14010532, 0.26559067
123, 243907554, 0.83003855, 0.033571225, 0.5215248, 0.19473413, -0.40107968, -0.115957126, 0.324234
124, 243924221, 0.8267134, 0.03321161, 0.5271761, 0.1937206, -0.229639, 0.0847151, 0.65445423
125, 243940888, 0.823491, 0.036668386, 0.5326624, 0.19180445, -0.08736943, 0.20582049, 0.6926298
126, 243957555, 0.8204409, 0.04157247, 0.537756, 0.18965028, -0.11058304, 0.06648329, 0.30431366
127, 243974222, 0.81772375, 0.045115598, 0.5423097, 0.1875974, -0.19164716, -0.10670721, -0.09632969
128, 243990889, 0.81518775, 0.046741843, 0.5465695, 0.1858659, -0.3469319, -0.09817644, -0.20749187
129, 244007556, 0.812673, 0.0472983, 0.5508172, 0.18418992, -0.6798008, -0.014308517, 0.09828949
130, 244024223, 0.8096641, 0.047313627, 0.5557362, 0.18265514, -0.83238816, 0.066796035, 0.15265465
131, 244040890, 0.8061775, 0.04678185, 0.56121314, 0.18146421, -0.62300885, 0.09813213, -0.02844429
132, 244057557, 0.8023568, 0.04612017, 0.56705827, 0.18039346, -0.357939, 0.14829943, 0.019733429
133, 244074224, 0.79865485, 0.04559951, 0.57264423, 0.17930344, -0.18687293, 0.13264069, 0.17636967
134, 244090891, 0.7951508, 0.045402903, 0.57790536, 0.17804286, -0.29939738, 0.008137716, 0.48381424
135, 244107558, 0.79145235, 0.045996487, 0.58334, 0.17664123, -0.022773288, 0.012551286, 0.5673542
136, 244124225, 0.78785634, 0.047648586, 0.58856505, 0.1749384, 0.20702396, 0.026824906, 0.6298828
137, 244140892, 0.7844322, 0.050266095, 0.5934479, 0.17308772, 0.17684703, 0.004310671, 0.49812126
138, 244157559, 0.78132766, 0.053397354, 0.5978704, 0.17095846, 0.023322683, -0.12995367, 0.20762253
139, 244174226, 0.778517, 0.05603922, 0.6019795, 0.16849795, -0.34093058, -0.22128052, 0.19416714
140, 244190893, 0.7753996, 0.057793226, 0.6065153, 0.1659962, -0.47542503, -0.040179443, 0.42886257
141, 244207560, 0.7716977, 0.058389585, 0.61169046, 0.16403842, -0.43613145, 0.06630358, 0.5577402
142, 244224227, 0.7674532, 0.057499263, 0.61737186, 0.162977, -0.47064766, 0.079118, 0.33281612
143, 244240894, 0.76299757, 0.05537593, 0.6231803, 0.1625266, -0.40950346, -0.023477633, 0.11096382
144, 244257561, 0.75835115, 0.053175393, 0.6291853, 0.16186994, -0.19087335, -0.04805316, 0.061174393
145, 244274228, 0.7538306, 0.05167133, 0.63506925, 0.16048901, -0.08191527, 0.02817786, 0.3689165
146, 244290895, 0.748874, 0.051563114, 0.64131504, 0.15888335, 0.07074855, 0.13465093, 0.9058924
147, 244307562, 0.7437063, 0.0528368, 0.6475197, 0.15756828, 0.361994, 0.05742671, 0.74701786
148, 244324229, 0.73914623, 0.05451208, 0.65291923, 0.1561658, 0.33647373, -0.15952441, 0.54827976
149, 244340896, 0.735041, 0.056560818, 0.65778863, 0.15436915, 0.085066795, -0.23531002, 0.55657387
150, 244357563, 0.73085755, 0.059286103, 0.66276336, 0.1519123, 0.07505252, -0.04826086, 0.55655766
151, 244374230, 0.72660404, 0.062192168, 0.6678189, 0.14898552, 0.20293501, 0.09906435, 0.46783447
152, 244390897, 0.7222936, 0.06472033, 0.67288, 0.14606784, 0.4381551, 0.28330648, 0.43196678
153, 244407564, 0.71804255, 0.06670432, 0.67781055, 0.14331216, 0.82477397, 0.37814197, 0.41773129
154, 244424231, 0.71399164, 0.06811845, 0.68248695, 0.14066827, 1.1257386, 0.39603797, 0.39932728
155, 244440898, 0.710282, 0.06901457, 0.68675447, 0.13822104, 1.3416182, 0.6097763, 0.64950943
156, 244457565, 0.7068927, 0.06984971, 0.6905686, 0.13615765, 1.4286224, 0.68835765, 0.88132954
157, 244474232, 0.7033466, 0.07102311, 0.6943454, 0.13469887, 1.3712864, 0.49287596, 1.0719242
158, 244490899, 0.6996251, 0.07251887, 0.69812715, 0.13373211, 1.2721575, 0.28592035, 0.78111744
159, 244507566, 0.69602835, 0.07408824, 0.70174956, 0.13267659, 1.0692288, -0.04966106, 0.56592655
160, 244524233, 0.69252294, 0.07560154, 0.70531243, 0.13126637, 0.8564735, -0.2714183, 0.34874344
161, 244540900, 0.68914896, 0.07676425, 0.7088023, 0.12953985, 0.57444125, -0.44451624, 0.30188084
162, 244557567, 0.6858916, 0.07762806, 0.71217865, 0.127783, 0.35664353, -0.41517997, 0.3683157
163, 244574234, 0.68264824, 0.07911909, 0.7154018, 0.12622143, 0.22688308, -0.2223893, 0.50640106
164, 244590901, 0.67952603, 0.08198428, 0.7183514, 0.12447664, 0.08185402, -0.3200934, 0.35587406
165, 244607568, 0.6765436, 0.08625685, 0.7211542, 0.12159491, -0.07921478, -0.4067395, 0.24947643
166, 244624235, 0.67364186, 0.09147921, 0.72384655, 0.11783298, -0.17746705, -0.26863822, 0.2861185
167, 244640902, 0.67052066, 0.09711176, 0.7266503, 0.11380266, -0.28537062, -0.13508625, 0.38861752
168, 244657569, 0.66711587, 0.102726884, 0.72959685, 0.10996526, -0.24193937, -0.035121094, 0.40074444
169, 244674236, 0.6631438, 0.10812366, 0.7329882, 0.10619755, -0.008853348, -0.0018139753, 0.4584322
170, 244690903, 0.6584607, 0.11293653, 0.7369992, 0.10250429, 0.5307199, 0.15857266, 0.4330206
171, 244707570, 0.65372217, 0.11641643, 0.7410701, 0.09954817, 0.91724086, 0.23017308, 0.3209133
172, 244724237, 0.64935106, 0.118395016, 0.74485946, 0.09752032, 1.1859494, 0.278849, 0.3397646
173, 244740904, 0.64553547, 0.11991418, 0.7481123, 0.09608544, 1.4720751, 0.3095945, 0.28987312
174, 244757571, 0.6422682, 0.12146509, 0.75086546, 0.09454553, 1.3963243, 0.18373536, 0.20924568
175, 244774238, 0.63925296, 0.122759104, 0.7534472, 0.09275412, 1.145693, 0.12544575, 0.09898949
176, 244790905, 0.63655293, 0.123205446, 0.7559013, 0.09074103, 0.8142796, 0.1898833, 0.20739365
177, 244807572, 0.63400185, 0.12234194, 0.7584032, 0.08887539, 0.5090476, 0.22471121, 0.1893034
178, 244824239, 0.6315247, 0.12029575, 0.7610125, 0.08698104, 0.23971139, 0.15684424, 0.11809063
179, 244840906, 0.6286786, 0.11762009, 0.76402724, 0.08480336, -0.015451451, 0.024158174, 0.04970932
180, 244857573, 0.6252164, 0.11456197, 0.7675949, 0.08232992, -0.13735005, -0.119628824, 0.07435131
181, 244874240, 0.62112045, 0.111066125, 0.7717075, 0.07963264, -0.07471502, -0.11867359, 0.054392815
182, 244890907, 0.61652994, 0.10749898, 0.77619195, 0.07655719, 0.18873836, -0.07234997, -0.0063228607
183, 244907574, 0.61164457, 0.10406059, 0.7808753, 0.07277585, 0.56786865, -0.021723894, -0.06969166
184, 244924241, 0.6066529, 0.10036482, 0.78560126, 0.06877392, 0.7903548, 0.10871385, -0.06531334
185, 244940908, 0.60180116, 0.0961747, 0.79013, 0.06542435, 0.88273, 0.3640766, -0.110256195
186, 244957575, 0.5976343, 0.09167188, 0.79397476, 0.06350936, 1.0645243, 0.4143119, 0.048233032
187, 244974242, 0.5938404, 0.08799036, 0.79732484, 0.062326185, 1.1656867, 0.31800663, 0.24413681
188, 244990909, 0.5904405, 0.08492284, 0.80021036, 0.061899967, 1.0975912, 0.26658753, 0.18785286
189, 245007576, 0.58746815, 0.082315475, 0.802652, 0.062091008, 0.91446304, 0.28372613, 0.1865139
190, 245024243, 0.5848114, 0.08036225, 0.8047354, 0.06275685, 0.79471684, 0.2974107, 0.16529942
191, 245040910, 0.58251506, 0.07941718, 0.80642784, 0.06358838, 0.827698, 0.111307554, 0.14036846
192, 245057577, 0.5806983, 0.07915773, 0.80772066, 0.06411623, 0.8819598, -0.074928164, -0.0026474
193, 245074244, 0.5793531, 0.07903918, 0.8086688, 0.06447916, 0.8764922, -0.18994583, 0.03959179
194, 245090911, 0.57824, 0.07883071, 0.8094247, 0.06523984, 0.759881, -0.27005064, 0.094429016
195, 245107578, 0.5772866, 0.078598514, 0.8100567, 0.06611124, 0.7192571, -0.35667992, 0.030550957
196, 245124245, 0.5765005, 0.07824885, 0.81063056, 0.06635331, 0.5469393, -0.38980737, 0.037550926
197, 245140912, 0.5755114, 0.077978395, 0.8113514, 0.066446766, 0.41763127, -0.41936448, -0.034893036
198, 245157579, 0.5747476, 0.076969735, 0.8118965, 0.06756543, 0.38128316, -0.3591387, -0.010684013
199, 245174246, 0.57358253, 0.074868396, 0.8128574, 0.06827103, 0.3385354, -0.23868759, 0.3777237
200, 245190913, 0.5718056, 0.072514154, 0.81421757, 0.06949897, 0.44909117, -0.17991748, 0.19054222
201, 245207580, 0.5700838, 0.07047391, 0.81549186, 0.07078878, 0.57788336, -0.1773336, 0.07881737
202, 245224247, 0.5686681, 0.0690433, 0.81651896, 0.07173929, 0.59725076, -0.25814462, 0.0107803345
203, 245240914, 0.5676755, 0.06808835, 0.8172569, 0.07211051, 0.5711248, -0.20741175, -0.14220715
204, 245257581, 0.5671247, 0.06722177, 0.81769913, 0.07224305, 0.6181707, -0.120984964, -0.068902016
205, 245274248, 0.5665505, 0.06667234, 0.81814635, 0.07219622, 0.53125006, -0.13039857, 0.07921505
206, 245290915, 0.5656819, 0.066135906, 0.8188032, 0.072052084, 0.52874404, -0.1625472, 0.0948534
207, 245307582, 0.5648617, 0.06507578, 0.819444, 0.07216719, 0.43257445, -0.15631935, -0.006187439
208, 245324249, 0.5641516, 0.063189335, 0.8200274, 0.07276975, 0.34251976, -0.16948205, -0.040311813
209, 245340916, 0.5634153, 0.06068232, 0.8206355, 0.07374662, 0.35998103, -0.11941132, -0.015031815
210, 245357583, 0.5625954, 0.05808581, 0.8212802, 0.07491024, 0.42316055, -0.12033214, 0.03766632
211, 245374250, 0.56183183, 0.05576032, 0.8218668, 0.07596568, 0.44253108, -0.098862015, 0.054675102
212, 245390917, 0.5611973, 0.053839047, 0.82236314, 0.07666882, 0.4862104, -0.063729495, 0.025876999
213, 245407584, 0.5606514, 0.05229243, 0.82280105, 0.07703374, 0.36748123, 0.053548705, 0.010540009
214, 245424251, 0.56015, 0.05105445, 0.8231878, 0.07737727, 0.23938729, 0.12446285, 0.0076675415
215, 245440918, 0.5595295, 0.050191045, 0.82362247, 0.07780509, 0.107558906, 0.08823512, 0.0050344467
216, 245457585, 0.55880123, 0.049645815, 0.8240954, 0.07837914, -0.04386889, 0.037343845, 0.07023811
217, 245474252, 0.5577324, 0.049167033, 0.82478404, 0.079049215, -0.101942025, -0.0389214, 0.01821518
218, 245490919, 0.556475, 0.048114035, 0.82560134, 0.08002112, -0.03243888, 0.08021193, -0.080355644
219, 245507586, 0.55512846, 0.04644532, 0.8264412, 0.08167264, 0.067419104, 0.035079326, -0.081217766
220, 245524253, 0.5538386, 0.04443936, 0.8272169, 0.08366641, 0.18581526, -0.18054788, -0.15390491
221, 245540920, 0.5527644, 0.042406075, 0.827876, 0.08529228, 0.30479568, -0.38641945, -0.19979858
222, 245557587, 0.55187225, 0.040308613, 0.8284608, 0.08640077, 0.36801362, -0.17969407, -0.13709736
223, 245574254, 0.55107635, 0.03843583, 0.8289745, 0.08740232, 0.35099, 0.039620925, -0.12900734
224, 245590921, 0.55048746, 0.037057426, 0.82933456, 0.088287234, 0.4511922, 0.026541898, -0.0721941
225, 245607588, 0.55015564, 0.03646428, 0.8295176, 0.08887921, 0.5477726, -0.14204586, 0.014893532
226, 245624255, 0.55004907, 0.03661901, 0.82956, 0.08908002, 0.50102574, -0.40501165, 0.11591816
227, 245640922, 0.5499762, 0.03662056, 0.82959735, 0.08918208, 0.43908718, -0.61944413, 0.10040951
228, 245657589, 0.55000615, 0.035956774, 0.82959294, 0.08930883, 0.45826325, -0.45989782, -0.026597023
229, 245674256, 0.5500927, 0.034912776, 0.8295525, 0.08956438, 0.49972445, -0.16672046, 0.03047371
230, 245690923, 0.55004704, 0.034323066, 0.8295809, 0.08981089, 0.567971, -0.08533421, -0.034308434
231, 245707590, 0.5502516, 0.034055147, 0.82945323, 0.089838386, 0.45011485, -0.13876782, 0.014642715
232, 245724257, 0.55055916, 0.033542342, 0.82919765, 0.0905038, -0.11129291, -0.10718579, 0.069732666
233, 245740924, 0.5507808, 0.032282885, 0.8289722, 0.091671206, -0.43394995, -0.0921568, -0.1720295
234, 245757591, 0.55076426, 0.030445026, 0.8289108, 0.09294468, -0.4022518, 0.03066349, -0.03196907
