DeviceTag:,Xsens DOT 5,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.3.0,,,,,,,,,,,,,,,,,
AppVersion:,2020.1.1,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Orientation (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2020-08-10 12:07:23.719 +0200,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2020,,,,,,,,,,,,,,,,,,,
PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z
1, 1417288637, 0.75836086, 0.4532923, 0.36514017, 0.2934071
2, 1417305304, 0.75850666, 0.45314175, 0.36482558, 0.29365388
3, 1417321971, 0.75864035, 0.4530764, 0.36462972, 0.29365277
4, 1417338638, 0.7586112, 0.45323423, 0.3643076, 0.2938843
5, 1417355305, 0.7585672, 0.4533695, 0.3639892, 0.2941834
6, 1417371972, 0.75852793, 0.45352277, 0.36375982, 0.29433218
7, 1417388639, 0.7585369, 0.4536453, 0.36364865, 0.29425782
8, 1417405306, 0.7586018, 0.45367247, 0.36347893, 0.2942579
9, 1417421973, 0.7587056, 0.45360038, 0.36327508, 0.2943531
10, 1417438640, 0.7587841, 0.4535345, 0.36315158, 0.2944049
11, 1417455307, 0.75879073, 0.45357603, 0.36307326, 0.2944205
12, 1417471974, 0.75878054, 0.45356193, 0.36295554, 0.29461354
13, 1417488641, 0.7588868, 0.45326442, 0.362803, 0.29498532
14, 1417505308, 0.75895673, 0.45298716, 0.36280894, 0.29522398
15, 1417521975, 0.7589194, 0.45296425, 0.3629653, 0.2951629
16, 1417538642, 0.75872093, 0.45295542, 0.3632988, 0.29527602
17, 1417555309, 0.75863653, 0.45286542, 0.36349005, 0.29539564
18, 1417571976, 0.7583162, 0.4523287, 0.3641084, 0.2962776
19, 1417588643, 0.7581948, 0.4522702, 0.36431658, 0.29642192
20, 1417605310, 0.75798535, 0.4522357, 0.36453122, 0.29674572
21, 1417621977, 0.7578541, 0.45213574, 0.36467293, 0.2970594
22, 1417638644, 0.7578694, 0.45230645, 0.3646136, 0.29683325
23, 1417655311, 0.75769377, 0.45242673, 0.36481452, 0.29685104
24, 1417671978, 0.7575934, 0.45263162, 0.36482343, 0.2967837
25, 1417688645, 0.7575369, 0.4525322, 0.36485356, 0.29704267
26, 1417705312, 0.7576175, 0.45248508, 0.36472446, 0.29706752
27, 1417721979, 0.75738865, 0.45247072, 0.3649681, 0.29737365
28, 1417738646, 0.75693244, 0.4526549, 0.3653966, 0.29772863
29, 1417755313, 0.7565883, 0.4531407, 0.36557135, 0.29764998
30, 1417771980, 0.75605357, 0.45337126, 0.3660758, 0.2980375
31, 1417788647, 0.7558409, 0.45396894, 0.36613783, 0.29759026
32, 1417805314, 0.7554839, 0.45416635, 0.36650786, 0.2977402
33, 1417821981, 0.7553295, 0.45410797, 0.36671895, 0.29796073
34, 1417838648, 0.755294, 0.45367667, 0.3668916, 0.29849517
35, 1417855315, 0.7554438, 0.4534828, 0.36677077, 0.2985591
36, 1417871982, 0.75521326, 0.45326233, 0.36707392, 0.29910406
37, 1417888649, 0.75492805, 0.45323208, 0.36741352, 0.2994521
38, 1417905316, 0.7547873, 0.453252, 0.36757803, 0.29957467
39, 1417921983, 0.75472623, 0.4530506, 0.3676862, 0.29990056
40, 1417938650, 0.7547644, 0.452809, 0.36764437, 0.3002206
41, 1417955317, 0.7548007, 0.452379, 0.36770716, 0.30070046
42, 1417971984, 0.75468653, 0.45195246, 0.36797053, 0.30130547
43, 1417988651, 0.75464374, 0.4516943, 0.36817154, 0.30155426
44, 1418005318, 0.7545622, 0.45143512, 0.36841562, 0.30184814
45, 1418021985, 0.75468194, 0.4512548, 0.3684362, 0.30179337
46, 1418038652, 0.75481534, 0.4509271, 0.3684995, 0.30187213
47, 1418055319, 0.7550613, 0.4507808, 0.3684076, 0.30158764
48, 1418071986, 0.7551636, 0.450515, 0.36854357, 0.30156276
49, 1418088653, 0.75539327, 0.45039797, 0.36850286, 0.30121177
50, 1418105320, 0.7555377, 0.45017388, 0.36854035, 0.30113837
51, 1418121987, 0.7555661, 0.4497552, 0.36878103, 0.30139807
52, 1418138654, 0.7556189, 0.44965172, 0.36893544, 0.30123135
53, 1418155321, 0.75553817, 0.44963294, 0.36916763, 0.3011773
54, 1418171988, 0.75565696, 0.44970348, 0.36913803, 0.30081004
55, 1418188655, 0.7557109, 0.4494649, 0.36930463, 0.30082655
56, 1418205322, 0.7558842, 0.44936833, 0.36933488, 0.30049813
57, 1418221989, 0.755834, 0.44915226, 0.36968216, 0.3005201
58, 1418238656, 0.755674, 0.4491085, 0.37006596, 0.30051574
59, 1418255323, 0.75532883, 0.44918597, 0.37059197, 0.3006199
60, 1418271990, 0.7548966, 0.44964376, 0.3710073, 0.30050847
61, 1418288657, 0.7546223, 0.4498075, 0.37133214, 0.30055138
62, 1418305324, 0.7544122, 0.44982576, 0.3715734, 0.30075336
63, 1418321991, 0.7543429, 0.44967443, 0.37167162, 0.3010317
64, 1418338658, 0.75443584, 0.44945708, 0.3715997, 0.30121228
65, 1418355325, 0.754499, 0.4492482, 0.371553, 0.30142286
66, 1418371992, 0.75454974, 0.44900155, 0.3715448, 0.3016734
67, 1418388659, 0.75456953, 0.44897258, 0.37142345, 0.30181643
68, 1418405326, 0.7545499, 0.44888663, 0.37131783, 0.30212286
69, 1418421993, 0.7546629, 0.44888538, 0.3710002, 0.30223313
70, 1418438660, 0.7547796, 0.44892138, 0.37066653, 0.30229753
71, 1418455327, 0.7547477, 0.4487495, 0.3705679, 0.3027531
72, 1418471994, 0.7545256, 0.44831005, 0.3707557, 0.3037262
73, 1418488661, 0.7540998, 0.4475855, 0.37126586, 0.3052251
74, 1418505328, 0.75363225, 0.4469651, 0.3717663, 0.3066767
75, 1418521995, 0.7535723, 0.44705835, 0.3715671, 0.30692944
76, 1418538662, 0.7526293, 0.446052, 0.37265736, 0.3093759
77, 1418555329, 0.7523281, 0.44565228, 0.3728988, 0.3103918
78, 1418571996, 0.7527027, 0.44601312, 0.3722371, 0.30975866
79, 1418588663, 0.75219655, 0.4455062, 0.3727615, 0.31108424
80, 1418605330, 0.7524922, 0.4462765, 0.37194622, 0.31024027
81, 1418621997, 0.7520543, 0.44601318, 0.3722546, 0.31130916
82, 1418638664, 0.7523872, 0.4466375, 0.3716282, 0.3103566
