DeviceTag:,Xsens DOT 5,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.3.0,,,,,,,,,,,,,,,,,
AppVersion:,2020.1.1,,,,,,,,,,,,,,,,,
Measurement Mode:,Inertial Mode - Delta quantities,,,,,,,,,,,,,,,,,
StartTime:,2020-08-20 10:17:14.356 +0200,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2020,,,,,,,,,,,,,,,,,,,
PacketCounter,SampleTimeFine,dQ_W,dQ_X,dQ_Y,dQ_Z,dV[1],dV[2],dV[3]
28, 475218452, 1.0, -5.932897329330444E-5, 7.666926831007004E-5, 5.9013254940509796E-5, 0.033925533294677734, -0.003094494342803955, 0.16082513332366943
29, 475235119, 0.9999998807907104, -4.534721374511719E-4, 1.8667522817850113E-4, 1.5332084149122238E-4, 0.033315300941467285, -0.005015313625335693, 0.16265922784805298
30, 475251786, 0.9999999403953552, -2.1858513355255127E-4, 2.1469872444868088E-4, 5.205068737268448E-5, 0.03323274850845337, -0.010229349136352539, 0.1638299822807312
31, 475268453, 0.9999999403953552, 2.948874607682228E-4, 2.031950280070305E-4, -1.4197081327438354E-4, 0.03338402509689331, -0.009536027908325195, 0.16312050819396973
32, 475285120, 0.9999998807907104, 4.7922972589731216E-4, 4.331674426794052E-5, -2.1725893020629883E-5, 0.03362929821014404, -0.004370987415313721, 0.16191357374191284
33, 475301787, 1.0, -1.6111880540847778E-6, 2.6100315153598785E-5, 1.5910807996988297E-4, 0.03325760364532471, -0.0026136040687561035, 0.16276472806930542
34, 475318454, 0.9999998807907104, -3.598816692829132E-4, 8.665863424539566E-5, 2.2185873240232468E-4, 0.03256946802139282, -0.005854666233062744, 0.16323620080947876
35, 475335121, 1.0, -7.69440084695816E-5, 1.5126075595617294E-4, 6.406288594007492E-5, 0.03312963247299194, -0.009299039840698242, 0.16189879179000854
36, 475351788, 0.9999998807907104, 5.257902666926384E-4, 9.448360651731491E-5, -3.855861723423004E-5, 0.033127665519714355, -0.008446156978607178, 0.16126656532287598
37, 475368455, 0.9999996423721313, 8.126487955451012E-4, 2.032984048128128E-5, 7.66729936003685E-5, 0.033563315868377686, -0.005160510540008545, 0.16198807954788208
38, 475385122, 0.9999998211860657, 5.453703925013542E-4, 2.38930806517601E-5, 1.5572179108858109E-4, 0.0323253870010376, -0.0030382871627807617, 0.16279137134552002
39, 475401789, 0.9999999403953552, 2.4395529180765152E-4, 6.245356053113937E-5, 1.2103002518415451E-4, 0.03250664472579956, -0.005437672138214111, 0.16322177648544312
40, 475418456, 0.9999999403953552, 2.524619922041893E-4, 1.2003909796476364E-4, 5.1322393119335175E-5, 0.03265202045440674, -0.008445441722869873, 0.16205531358718872
41, 475435123, 0.9999999403953552, 3.612944856286049E-4, 8.463207632303238E-5, 5.4298900067806244E-5, 0.03197348117828369, -0.00734025239944458, 0.16160762310028076
42, 475451790, 1.0, 6.152037531137466E-5, 1.174556091427803E-4, 6.729830056428909E-5, 0.03221845626831055, -0.003403604030609131, 0.1625133752822876
43, 475468457, 0.9999999403953552, -1.9709952175617218E-4, 1.3631489127874374E-4, 1.9011739641427994E-4, 0.033221423625946045, -0.00220644474029541, 0.16203033924102783
44, 475485124, 0.9999999403953552, -2.0461343228816986E-4, 1.632263883948326E-4, 1.683766022324562E-4, 0.03305739164352417, -0.0083237886428833, 0.16288089752197266
45, 475501791, 1.0, 1.4651473611593246E-4, 3.150571137666702E-5, 7.465947419404984E-5, 0.032797932624816895, -0.009089946746826172, 0.16356468200683594
46, 475518458, 1.0, -4.291534423828125E-6, 1.112278550863266E-5, 7.654447108507156E-5, 0.03249824047088623, -0.003107130527496338, 0.162664532661438
47, 475535125, 0.9999999403953552, -2.0531006157398224E-4, 2.060364931821823E-5, 2.4002138525247574E-4, 0.03206133842468262, -0.003912925720214844, 0.16188746690750122
48, 475551792, 0.9999999403953552, -2.779122442007065E-4, 5.643349140882492E-5, 1.2915488332509995E-4, 0.03295266628265381, -0.009799063205718994, 0.16309881210327148
49, 475568459, 1.0, -6.664730608463287E-5, 3.498885780572891E-5, -3.510713577270508E-5, 0.03237009048461914, -0.007281601428985596, 0.16327118873596191
50, 475585126, 1.0, -1.2233853340148926E-5, 1.3175420463085175E-5, 3.7332065403461456E-5, 0.03209155797958374, -0.004450023174285889, 0.16156071424484253
51, 475601793, 1.0, -1.9502826035022736E-4, -2.214871346950531E-5, 1.0748300701379776E-4, 0.032698869705200195, -0.005030691623687744, 0.16295713186264038
52, 475618460, 0.9999999403953552, -3.89978289604187E-4, 4.2350031435489655E-5, 1.0194163769483566E-4, 0.032844364643096924, -0.004517018795013428, 0.16414135694503784
53, 475635127, 0.9999999403953552, -2.9199011623859406E-4, 9.50787216424942E-6, 1.109214499592781E-4, 0.032225191593170166, -0.007032454013824463, 0.1636183261871338
54, 475651794, 1.0, -4.462152719497681E-5, -2.70698219537735E-5, 3.2174400985240936E-5, 0.03275561332702637, -0.008891701698303223, 0.1616693139076233
55, 475668461, 1.0, 1.289350911974907E-4, -1.57039612531662E-5, 1.094769686460495E-5, 0.031973838806152344, -0.007718980312347412, 0.16167819499969482
56, 475685128, 1.0, 1.0834354907274246E-4, 3.1682662665843964E-5, -1.298263669013977E-6, 0.03153270483016968, -0.00563126802444458, 0.162278413772583
57, 475701795, 1.0, 1.2412946671247482E-4, 2.258922904729843E-5, 2.6664696633815765E-5, 0.032532572746276855, -0.006205439567565918, 0.16103535890579224
58, 475718462, 1.0, 1.9164476543664932E-4, 5.7456083595752716E-5, -1.4416873455047607E-5, 0.03304493427276611, -0.009034693241119385, 0.16098684072494507
59, 475735129, 1.0, 1.7924513667821884E-4, 8.439552038908005E-5, -1.0123848915100098E-4, 0.03265637159347534, -0.00723421573638916, 0.16251331567764282
60, 475751796, 1.0, -5.97834587097168E-5, 6.926339119672775E-5, 8.597038686275482E-6, 0.033084869384765625, -0.0020123720169067383, 0.16128337383270264
61, 475768463, 0.9999999403953552, -3.046393394470215E-4, 1.1791568249464035E-4, 1.7822440713644028E-4, 0.03362399339675903, -0.00571674108505249, 0.16160166263580322
62, 475785130, 1.0, -9.371154010295868E-5, 8.379947394132614E-5, 1.0158400982618332E-4, 0.03190147876739502, -0.0098114013671875, 0.1636570692062378
63, 475801797, 1.0, 1.919930800795555E-4, 6.477627903223038E-5, -7.40736722946167E-5, 0.03218811750411987, -0.008431851863861084, 0.16217023134231567
64, 475818464, 1.0, 1.4899391680955887E-4, 2.795550972223282E-5, -8.139945566654205E-5, 0.033167898654937744, -0.00457686185836792, 0.16189372539520264
65, 475835131, 1.0, -4.772469401359558E-5, -3.644824028015137E-5, 3.632437437772751E-5, 0.03446853160858154, -0.00460737943649292, 0.16113072633743286
66, 475851798, 1.0, -2.0613335072994232E-4, 3.828760236501694E-5, 7.760617882013321E-5, 0.03266191482543945, -0.007088899612426758, 0.16279345750808716
67, 475868465, 1.0, -1.840386539697647E-4, 1.832563430070877E-5, -4.3626874685287476E-5, 0.032477736473083496, -0.008054077625274658, 0.16292506456375122
68, 475885132, 1.0, -1.1750683188438416E-4, 3.3420510590076447E-5, -2.2370368242263794E-6, 0.032966434955596924, -0.005115032196044922, 0.16163063049316406
69, 475901799, 1.0, 3.033224493265152E-5, 5.84116205573082E-5, 6.44167885184288E-5, 0.03278428316116333, -0.006974220275878906, 0.162040114402771
70, 475918466, 1.0, 1.640254631638527E-4, 4.152487963438034E-5, -3.120303153991699E-5, 0.03210991621017456, -0.00763779878616333, 0.16248518228530884
71, 475935133, 0.9999999403953552, 2.2845622152090073E-4, 3.741402179002762E-5, -9.182281792163849E-5, 0.03259265422821045, -0.006327569484710693, 0.16178184747695923
72, 475951800, 1.0, -6.688758730888367E-6, 6.528105586767197E-5, 2.0786188542842865E-5, 0.03353238105773926, -0.0031183362007141113, 0.1610710620880127
73, 475968467, 0.9999999403953552, -3.1218864023685455E-4, 6.971601396799088E-5, 2.3362133651971817E-4, 0.033145904541015625, -0.0045403242111206055, 0.15998071432113647
74, 475985134, 0.9999998807907104, -3.772955387830734E-4, 1.959213986992836E-4, 1.5680957585573196E-4, 0.031622350215911865, -0.009040892124176025, 0.1625996232032776
75, 476001801, 1.0, -1.2843124568462372E-4, 1.812288537621498E-4, -4.402361810207367E-5, 0.032486915588378906, -0.009358882904052734, 0.16416829824447632
76, 476018468, 0.9999999403953552, 2.962658181786537E-4, 7.210392504930496E-5, -2.7624890208244324E-5, 0.03441733121871948, -0.004970967769622803, 0.16207969188690186
77, 476035135, 1.0, 2.054227516055107E-4, 7.451232522726059E-5, 9.054411202669144E-5, 0.03362911939620972, -0.005160272121429443, 0.16180485486984253
78, 476051802, 1.0, 3.935955464839935E-5, 8.734501898288727E-5, 5.7466328144073486E-5, 0.0321192741394043, -0.005889534950256348, 0.16349124908447266
79, 476068469, 1.0, 2.9043294489383698E-5, 1.1994969099760056E-4, -6.197765469551086E-5, 0.033762216567993164, -0.0077915191650390625, 0.16204619407653809
80, 476085136, 1.0, 6.784964352846146E-5, 1.0769907385110855E-4, -1.1508166790008545E-4, 0.03473943471908569, -0.0053008198738098145, 0.16201025247573853
81, 476101803, 1.0, -8.980929851531982E-5, 3.2016076147556305E-5, 8.750800043344498E-5, 0.034244000911712646, -0.003098011016845703, 0.16165804862976074
82, 476118470, 0.9999999403953552, -2.1087191998958588E-4, 8.123926818370819E-6, 1.915348693728447E-4, 0.03254014253616333, -0.006280064582824707, 0.16187185049057007
83, 476135137, 1.0, -6.031244993209839E-6, 3.171246498823166E-5, 2.272147685289383E-5, 0.03188443183898926, -0.011288583278656006, 0.1623070240020752
84, 476151804, 0.9999998807907104, 3.5084318369627E-4, 8.804630488157272E-5, -2.2500567138195038E-4, 0.03274977207183838, -0.009821772575378418, 0.16259819269180298
85, 476168471, 0.9999999403953552, 3.4526456147432327E-4, -2.4843961000442505E-5, -2.0783394575119019E-4, 0.03405660390853882, -0.003066718578338623, 0.16235703229904175
86, 476185138, 0.9999999403953552, -2.4620816111564636E-4, 1.5121884644031525E-5, 6.630551069974899E-5, 0.033859312534332275, 5.71131706237793E-4, 0.16141104698181152
87, 476201805, 0.9999998211860657, -5.43033704161644E-4, 2.657528966665268E-5, 1.714574173092842E-4, 0.03196310997009277, -0.005815088748931885, 0.1630702018737793
88, 476218472, 1.0, -1.4630332589149475E-4, 5.373265594244003E-5, -5.391053855419159E-5, 0.03239661455154419, -0.011293470859527588, 0.16374123096466064
89, 476235139, 0.9999997615814209, 6.873412057757378E-4, -2.5667250156402588E-5, -2.1142326295375824E-4, 0.03238123655319214, -0.010103046894073486, 0.16342568397521973
90, 476251806, 0.9999995231628418, 9.614983573555946E-4, -5.8904290199279785E-5, -1.3925135135650635E-4, 0.03302425146102905, -0.005019426345825195, 0.16178596019744873
91, 476268473, 0.9999998807907104, 5.133682861924171E-4, -2.4516135454177856E-5, -3.719516098499298E-5, 0.03219419717788696, -0.001679539680480957, 0.1628422737121582
92, 476285140, 1.0, -2.1815113723278046E-4, 2.2363848984241486E-5, 1.0496936738491058E-5, 0.03380352258682251, -0.0033583641052246094, 0.16198331117630005
93, 476301807, 0.9999998211860657, -5.912818014621735E-4, 8.38274136185646E-5, 5.0389207899570465E-5, 0.032760441303253174, -0.005042314529418945, 0.16193366050720215
94, 476318474, 0.9999999403953552, -2.8910674154758453E-4, 8.425209671258926E-5, 1.0265316814184189E-4, 0.032302677631378174, -0.009059488773345947, 0.16060656309127808
95, 476335141, 1.0, -6.575882434844971E-5, 9.541306644678116E-5, -6.49821013212204E-5, 0.03169041872024536, -0.009360074996948242, 0.16231697797775269
96, 476351808, 1.0, 1.36558897793293E-4, 5.4531730711460114E-5, -1.0908767580986023E-4, 0.03182172775268555, -0.006471693515777588, 0.1624428629875183
97, 476368475, 1.0, -4.071742296218872E-6, 1.3831164687871933E-4, -2.4098902940750122E-5, 0.032797813415527344, -0.005694270133972168, 0.16106384992599487
98, 476385142, 0.9999999403953552, -3.1625106930732727E-4, 2.2676121443510056E-4, -1.944601535797119E-5, 0.03242737054824829, -0.0053841471672058105, 0.16125881671905518
99, 476401809, 0.9999998807907104, -4.2823702096939087E-4, 1.9034277647733688E-4, 9.083189070224762E-6, 0.03233015537261963, -0.0065059661865234375, 0.1605159044265747
100, 476418476, 0.9999998807907104, -4.751589149236679E-4, 1.7338339239358902E-4, 3.3847056329250336E-5, 0.032606422901153564, -0.008426129817962646, 0.16081780195236206
101, 476435143, 1.0, -5.3845345973968506E-5, 1.5168357640504837E-4, 5.4142437875270844E-5, 0.032445311546325684, -0.007932186126708984, 0.16184860467910767
102, 476451810, 1.0, 1.7026159912347794E-4, 1.5199091285467148E-4, 4.290696233510971E-5, 0.032450079917907715, -0.007126271724700928, 0.1632254719734192
103, 476468477, 0.9999999403953552, -1.8938817083835602E-4, 1.979311928153038E-4, 1.2011732906103134E-4, 0.032737553119659424, -4.432797431945801E-4, 0.16392898559570312
104, 476485144, 0.9999996423721313, -7.541384547948837E-4, 2.1358672529459E-4, 3.46907414495945E-4, 0.032870590686798096, 0.0022435784339904785, 0.16304606199264526
105, 476501811, 0.999999463558197, -9.012110531330109E-4, 1.3486575335264206E-4, 4.513496533036232E-4, 0.03363615274429321, -0.006277740001678467, 0.16388440132141113
106, 476518478, 0.9999999403953552, -2.5374628603458405E-4, 6.891321390867233E-5, 2.4057086557149887E-4, 0.03357189893722534, -0.010542690753936768, 0.16593044996261597
107, 476535145, 0.9999998807907104, 5.170563235878944E-4, -6.04093074798584E-5, 1.3872887939214706E-4, 0.03300219774246216, -0.0063925981521606445, 0.16335809230804443
108, 476551812, 0.9999997615814209, 6.489222869277E-4, -7.514096796512604E-5, 1.8660817295312881E-4, 0.03223806619644165, -0.004963576793670654, 0.16284900903701782
109, 476568479, 0.9999998211860657, 4.974240437150002E-4, -1.8481723964214325E-4, 1.609930768609047E-4, 0.03390240669250488, -0.006743371486663818, 0.16308176517486572
110, 476585146, 1.0, 6.2587670981884E-5, -1.717749983072281E-4, 1.658545807003975E-4, 0.0341414213180542, -0.005025625228881836, 0.16273021697998047
111, 476601813, 0.9999999403953552, -1.6283243894577026E-4, -1.1747702956199646E-4, 2.485523000359535E-4, 0.03172600269317627, -0.005270242691040039, 0.1620747447013855
112, 476618480, 1.0, 3.124307841062546E-5, -5.210377275943756E-5, 1.382017508149147E-4, 0.03133857250213623, -0.012183785438537598, 0.16290956735610962
113, 476635147, 0.9999998211860657, 5.757967010140419E-4, -1.5971064567565918E-4, -8.665397763252258E-5, 0.03301990032196045, -0.011493504047393799, 0.16255062818527222
114, 476651814, 0.9999997615814209, 7.024304941296577E-4, -1.594163477420807E-4, -1.2629851698875427E-4, 0.03361910581588745, -0.006623685359954834, 0.1610274314880371
115, 476668481, 1.0, 2.244589850306511E-4, -8.970126509666443E-5, 3.113690763711929E-5, 0.031392455101013184, -0.0018714666366577148, 0.16103971004486084
116, 476685148, 1.0, -5.225464701652527E-5, -2.277269959449768E-5, 1.3802479952573776E-4, 0.03148311376571655, -0.004764378070831299, 0.16203242540359497
117, 476701815, 1.0, 1.904936507344246E-4, -8.942745625972748E-5, 9.896699339151382E-5, 0.03345757722854614, -0.008750557899475098, 0.16182804107666016
118, 476718482, 0.9999998807907104, 4.4774729758501053E-4, -1.5283189713954926E-4, 5.976017564535141E-5, 0.03305691480636597, -0.007290184497833252, 0.1618884801864624
119, 476735149, 0.9999999403953552, 3.197314217686653E-4, -1.2499280273914337E-4, 7.918756455183029E-5, 0.03171581029891968, -0.005327463150024414, 0.1631181836128235
120, 476751816, 1.0, -2.357177436351776E-5, 1.2508593499660492E-5, 1.1316593736410141E-4, 0.032196998596191406, -0.002499878406524658, 0.1615380048751831
121, 476768483, 1.0, -1.1156313121318817E-4, 7.248949259519577E-5, 1.581115648150444E-4, 0.032801926136016846, -0.005605757236480713, 0.16153788566589355
122, 476785150, 1.0, 7.212813943624496E-5, -5.9977173805236816E-5, 1.1688191443681717E-4, 0.033238232135772705, -0.006817460060119629, 0.16290634870529175
123, 476801817, 1.0, -1.7881393432617188E-5, -9.430386126041412E-5, 1.1791940778493881E-4, 0.03290998935699463, -0.003970026969909668, 0.1623847484588623
124, 476818484, 0.9999999403953552, -2.2991560399532318E-4, 1.1594034731388092E-5, 1.4189351350069046E-4, 0.03196078538894653, -0.0027390122413635254, 0.1619768738746643
125, 476835151, 0.9999999403953552, -1.96799635887146E-4, 8.551869541406631E-5, 1.8734578043222427E-4, 0.03304028511047363, -0.004889309406280518, 0.16102230548858643
126, 476851818, 0.9999999403953552, 1.8617603927850723E-4, 3.6842189729213715E-5, 1.653311774134636E-4, 0.033810436725616455, -0.007648110389709473, 0.16099393367767334
127, 476868485, 0.9999999403953552, 2.758791670203209E-4, -2.0666047930717468E-5, 5.4416246712207794E-5, 0.03329986333847046, -0.007283568382263184, 0.16292184591293335
128, 476885152, 1.0, 3.731530159711838E-5, 1.4175660908222198E-5, 8.463766425848007E-5, 0.03339940309524536, -0.0028715133666992188, 0.16231393814086914
129, 476901819, 0.9999999403953552, -1.8021464347839355E-4, 1.3293419033288956E-4, 1.2968014925718307E-4, 0.03357517719268799, -0.003909111022949219, 0.1612788438796997
130, 476918486, 1.0, 4.609953612089157E-5, 1.3610254973173141E-4, 1.1615362018346786E-4, 0.033395469188690186, -0.007468760013580322, 0.15950292348861694
131, 476935153, 0.9999999403953552, 2.9878783971071243E-4, 8.27861949801445E-5, 6.687548011541367E-5, 0.03371042013168335, -0.008948564529418945, 0.16037559509277344
132, 476951820, 1.0, 1.0845158249139786E-4, 1.373598352074623E-4, -1.1231750249862671E-5, 0.03382962942123413, -0.005384624004364014, 0.16228443384170532
133, 476968487, 0.9999999403953552, -1.3194791972637177E-4, 2.317102625966072E-4, 1.0904017835855484E-4, 0.033885836601257324, -0.0018383264541625977, 0.16168159246444702
134, 476985154, 0.9999999403953552, -2.7833878993988037E-4, 2.4864356964826584E-4, 1.3313908129930496E-4, 0.03384041786193848, -0.006265401840209961, 0.1610901951789856
135, 477001821, 0.9999999403953552, -2.2494979202747345E-4, 2.3572798818349838E-4, 1.2052711099386215E-4, 0.03372901678085327, -0.008549988269805908, 0.1616552472114563
136, 477018488, 0.9999999403953552, -1.844055950641632E-4, 2.380693331360817E-4, 9.510014206171036E-5, 0.033278465270996094, -0.0058931708335876465, 0.16363245248794556
137, 477035155, 0.9999999403953552, -4.410743713378906E-5, 2.1046865731477737E-4, 1.9197817891836166E-4, 0.03248482942581177, -0.0010529160499572754, 0.16162163019180298
138, 477051822, 0.9999999403953552, -8.330866694450378E-5, 3.0385609716176987E-4, 2.1855812519788742E-4, 0.033373475074768066, -0.0069768428802490234, 0.15991097688674927
139, 477068489, 0.9999999403953552, -3.7671998143196106E-5, 3.0171219259500504E-4, 4.043150693178177E-5, 0.03373926877975464, -0.009769022464752197, 0.16215252876281738
140, 477085156, 0.9999999403953552, 2.0238105207681656E-4, 2.8822850435972214E-4, -1.039355993270874E-6, 0.03409606218338013, -0.004564940929412842, 0.1631627082824707
141, 477101823, 0.9999999403953552, 3.326777368783951E-5, 2.8207432478666306E-4, 1.7845537513494492E-4, 0.032488465309143066, -0.0013030767440795898, 0.16195106506347656
142, 477118490, 0.9999998807907104, -1.0036490857601166E-4, 3.590816631913185E-4, 2.1636206656694412E-4, 0.03268665075302124, -0.007161557674407959, 0.16074132919311523
143, 477135157, 0.9999999403953552, 1.395801082253456E-4, 3.4306664019823074E-4, 5.978252738714218E-5, 0.03246009349822998, -0.010022640228271484, 0.16178905963897705
144, 477151824, 0.9999998807907104, 3.708330914378166E-4, 3.1242799013853073E-4, 1.4095567166805267E-5, 0.033082425594329834, -0.005509436130523682, 0.160114586353302
145, 477168491, 0.9999998807907104, 1.9107479602098465E-4, 3.720959648489952E-4, 2.535702660679817E-4, 0.03319251537322998, -0.0017339587211608887, 0.15957212448120117
146, 477185158, 0.9999998211860657, -1.4464184641838074E-4, 5.045505240559578E-4, 3.400305286049843E-4, 0.030598700046539307, -0.005559861660003662, 0.1613548994064331
147, 477201825, 0.9999998211860657, -1.5151500701904297E-4, 5.827927961945534E-4, 1.5754718333482742E-4, 0.030793309211730957, -0.01061403751373291, 0.16207408905029297
148, 477218492, 0.9999998211860657, 8.128117769956589E-5, 5.945516750216484E-4, 2.4422071874141693E-5, 0.032537758350372314, -0.00794440507888794, 0.1607263684272766
149, 477235159, 0.9999997615814209, -3.739260137081146E-5, 6.507663056254387E-4, 1.3395678251981735E-4, 0.03229987621307373, -0.002125978469848633, 0.15853822231292725
150, 477251826, 0.9999995231628418, -4.2960047721862793E-4, 8.003665134310722E-4, 2.9710959643125534E-4, 0.03057485818862915, -0.0023780465126037598, 0.15808731317520142
151, 477268493, 0.9999993443489075, -6.277058273553848E-4, 9.440844878554344E-4, 2.764938399195671E-4, 0.030643761157989502, -0.008080720901489258, 0.1590690016746521
152, 477285160, 0.9999994039535522, -3.1121447682380676E-4, 0.0010074926540255547, 1.926245167851448E-4, 0.03095167875289917, -0.00789719820022583, 0.15896248817443848
153, 477301827, 0.9999993443489075, 4.682224243879318E-5, 0.0011393455788493156, 2.2479984909296036E-4, 0.030742943286895752, -0.006618618965148926, 0.15764057636260986
154, 477318494, 0.9999991059303284, -2.6868656277656555E-5, 0.001320994459092617, 2.2641662508249283E-4, 0.029706895351409912, -0.005528450012207031, 0.1584458351135254
155, 477335161, 0.9999988675117493, -7.175840437412262E-5, 0.0014743683859705925, 2.747653052210808E-4, 0.030003249645233154, -0.0038546323776245117, 0.1584036946296692
156, 477351828, 0.9999985694885254, -1.0843761265277863E-4, 0.0016371002420783043, 4.2208749800920486E-4, 0.029828429222106934, -0.004408419132232666, 0.1568167805671692
157, 477368495, 0.9999983310699463, -1.1178851127624512E-4, 0.0017828689888119698, 4.338091239333153E-4, 0.02938687801361084, -0.00811767578125, 0.15745168924331665
158, 477385162, 0.9999979734420776, -7.266923785209656E-5, 0.001989074982702732, 3.447597846388817E-4, 0.028601527214050293, -0.0077432990074157715, 0.1589277982711792
159, 477401829, 0.999997615814209, -9.916722774505615E-6, 0.0021503856405615807, 3.573792055249214E-4, 0.02835547924041748, -0.004399657249450684, 0.1564631462097168
160, 477418496, 0.9999971389770508, -2.7692876756191254E-4, 0.0023044822737574577, 5.452847108244896E-4, 0.028532207012176514, -0.00461423397064209, 0.1563141942024231
161, 477435163, 0.9999967217445374, -4.0271878242492676E-4, 0.0024448828771710396, 6.438633427023888E-4, 0.027539312839508057, -0.006172120571136475, 0.15878826379776
162, 477451830, 0.9999963641166687, -3.86727973818779E-4, 0.002611660398542881, 5.818912759423256E-4, 0.024961352348327637, -0.005191683769226074, 0.16000503301620483
163, 477468497, 0.9999960064888, -3.610718995332718E-4, 0.0027482090517878532, 5.795629695057869E-4, 0.024487435817718506, -0.003802061080932617, 0.15989339351654053
