DeviceTag:;Xsens DOT 3;;;;;;;;;;;
FirmwareVersion:;1.3.0;;;;;;;;;;;
AppVersion:;2020.1.1;;;;;;;;;;;
Measurement Mode:;Inertial Mode - High Fidelity (with mag);;;;;;;;;;;
StartTime:;2020-07-29 17:11:18.836 +0200;;;;;;;;;;;
© Xsens Technologies B. V. 2005-2020;;;;;;;;;;;;
PacketCounter;SampleTimeFine;dQ_W;dQ_X;dQ_Y;dQ_Z;dV[1];dV[2];dV[3];Mag_X;Mag_Y;Mag_Z;Status
2;2153952310; 0.9999977031808716; 0.0018421014656914182; -6.493257520003849E-4; -8.824235032898198E-4; -0.16097271156542053; 0.032817911836639915; 0.0245596939369363; 0.640625; -0.572021484375; -0.249755859375;0
3;2153968977; 0.9999978383998127; 0.001931078156569628; -5.242546393790516E-4; -5.650574557183875E-4; -0.15879174949152944; 0.03634115911237903; 0.01935648957939317; 0.640625; -0.572509765625; -0.24365234375;0
4;2153985644; 0.9999987000742436; 0.0014884432686696064; -3.78209343400493E-4; -4.912679017951005E-4; -0.1596942328557735; 0.036341932030090215; 0.01895757507768174; 0.6396484375; -0.572509765625; -0.24609375;0
5;2154002311; 0.9999997634702353; 1.174390771621972E-4; -4.895945297531679E-4; -4.6857735012145746E-4; -0.16064875319848151; 0.04173609216661373; 0.01743042970254341; 0.638671875; -0.574951171875; -0.24609375;0
6;2154018978; 0.9999991131964414; -0.0011660692104335443; -3.898852097962147E-4; -5.11740608585165E-4; -0.16008887486065665; 0.03769199571953234; 0.021777335979146283; 0.642822265625; -0.573486328125; -0.24658203125;0
7;2154035645; 0.9999990569808886; -0.001320059355853831; -2.1420940850136463E-4; -3.1240192046044784E-4; -0.15923996827366518; 0.03375018526634045; 0.02512665770906087; 0.638671875; -0.572998046875; -0.248291015625;0
8;2154052312; 0.9999994701668898; -0.001012714194554211; 1.4082272460358427E-6; -1.845912148695783E-4; -0.15989061689800083; 0.03243606363560519; 0.027248858069877497; 0.63818359375; -0.56689453125; -0.250244140625;0
9;2154068979; 0.9999998527547513; -5.297912797134971E-4; 6.162783705432329E-5; -1.0006840256687745E-4; -0.1607677568340444; 0.031166373727950468; 0.028722516525450527; 0.64013671875; -0.56689453125; -0.2509765625;0
10;2154085646; 0.9999999947503013; -6.246496804885454E-5; -7.429993013335913E-5; 3.281836872676136E-5; -0.16153017680458945; 0.03148972369692518; 0.028872313031638536; 0.638671875; -0.57080078125; -0.25146484375;0
11;2154102313; 0.9999999105904301; 2.611832496453026E-4; -3.160376389464981E-4; 1.0355024161884387E-4; -0.16110630661242634; 0.03191252196064359; 0.028441026853925043; 0.64111328125; -0.5673828125; -0.248291015625;0
12;2154118980; 0.9999997078162046; 5.05752989620814E-4; -5.499780639309227E-4; 1.615721144592186E-4; -0.16056946263683228; 0.03215503752247551; 0.02766502531237952; 0.63916015625; -0.5703125; -0.249755859375;0
13;2154135647; 0.9999993093309948; 8.633676156611578E-4; -7.689155167266426E-4; 2.114304180579896E-4; -0.16046449350054395; 0.03215908996298351; 0.026549060959143077; 0.6396484375; -0.5693359375; -0.249755859375;0
14;2154152314; 0.9999991215142091; 9.332764490843776E-4; -9.158977335583797E-4; 2.1701894229658736E-4; -0.15973121034471083; 0.03459208561577223; 0.02463762699627902; 0.641845703125; -0.5703125; -0.2509765625;0
15;2154168981; 0.9999992132707336; 7.248308573424428E-4; -0.001002383400612428; 2.0810012076233345E-4; -0.15882218674248513; 0.03717848638339697; 0.023272876551404; 0.635498046875; -0.571533203125; -0.251953125;0
16;2154185648; 0.9999994267103537; 2.974262989193163E-4; -0.0010084382941156214; 2.0290088111768467E-4; -0.15841415017244923; 0.03889051994896298; 0.022548943823815226; 0.6376953125; -0.572021484375; -0.2509765625;0
17;2154202315; 0.9999994886931645; -2.4893085519734487E-4; -9.526769046000472E-4; 2.3033357205026753E-4; -0.15835454879473893; 0.039801536956033494; 0.02250266353055621; 0.635498046875; -0.572021484375; -0.255126953125;0
18;2154218982; 0.9999991998075595; -7.861854648791161E-4; -9.345198841856362E-4; 3.3010489475837623E-4; -0.15840185967398562; 0.038623597540732364; 0.022420581835546953; 0.633544921875; -0.57080078125; -0.254150390625;0
19;2154235649; 0.9999989494237675; -0.001112231593032198; -8.356118798562019E-4; 4.0724075323983483E-4; -0.15729338102075416; 0.0369972311312629; 0.022479545986309784; 0.634033203125; -0.5712890625; -0.26025390625;0
